x,y,z
1.7746149,-1.4509839,0.1553478
-2.6941302,0.5411334,0.0566882
1.3380810,1.8459260,0.0815486
-0.8419875,2.1357860,0.1878761
-0.2058389,-2.8491275,-0.5507368
-1.7482411,-2.2131105,0.5706331
1.5006523,1.1474320,0.0892896
1.3887474,-3.1908560,-0.0678014
1.7062557,-1.5712284,0.1407517
1.6714752,-0.3977682,0.0819282
1.6943785,-2.0158277,-0.0549484
1.8202257,-0.3415580,-0.0165499
3.2446726,1.8030163,0.1067924
2.1292940,-0.8520606,0.2571621
-1.2490217,-3.0922693,-0.0381611
-1.8577895,-2.9843452,-0.1746887
0.5341416,-2.4963216,0.0431442
-1.8996361,-1.5880409,-0.0690056
1.7364449,-0.2309295,-0.1843651
-0.8191063,-1.7721853,-0.1436320
-1.7136401,-0.6309110,0.3664617
-1.7339311,-1.0022969,0.2220251
-2.7044803,0.7475594,0.0068829
2.0520651,-1.6207043,-1.0831833
1.7406802,-1.1817649,-0.9677331
2.3036431,0.8656302,0.2503854
-2.4438982,0.1622310,0.0675622
-3.2036473,-0.2146597,0.1037654
2.9549390,-0.7379960,0.5482549
-1.8292015,-1.5159291,0.2654283
-0.5203960,2.5733858,0.0040112
1.6304114,-0.3943965,0.5590295
2.2621558,-0.1505963,0.1271535
1.3866383,1.3783012,0.1951959
2.3577826,-1.9009870,0.0570552
-1.7413758,-2.5826476,-0.0908529
-0.8668528,-2.9104978,0.0292549
-1.5590940,-1.8492837,-0.1251337
-0.0177040,-2.4252301,0.2028221
0.0601401,-2.9621585,-0.2566568
0.9248281,-2.6536225,0.5961197
1.3800699,2.7801438,0.1923157
0.1709536,2.8057290,0.4494870
-1.1521524,-0.8646395,0.4133043
-1.8308897,1.7035333,0.0671578
-2.0629357,-1.8317965,0.1476390
-1.4172897,3.0522615,0.7971438
-2.3413971,-0.1528951,0.2377471
-1.3399012,-2.4922982,-0.0108952
-0.6386282,3.0899051,-0.5043539
-0.5873375,1.6900015,0.2405993
1.9787253,-0.4168666,0.0683996
2.1580831,0.9491772,-0.0061809
0.6418990,-2.9969860,-0.6632745
0.8841930,2.2938747,0.1322602
-1.8926086,1.8453909,-0.1628032
0.6943657,-2.3622196,0.4039185
-1.6078844,2.8254068,-0.0552964
-3.5611716,0.1586880,0.0211065
2.4485999,-0.9549162,0.2960020
1.7431794,-1.4311105,0.3483377
-2.1003240,-0.2285200,-0.0323279
1.7478542,-1.0105882,0.1071965
-0.7444723,-2.3219494,0.3588016
1.0975048,-2.0030211,-0.0332699
0.4925181,-2.3190462,0.0262758
0.7590805,2.6353484,-0.5093101
-1.7754332,3.0968760,-0.5000772
-1.1375342,1.7456441,-0.0686161
-1.8943397,1.1562663,-0.2142599
-0.6237720,-2.1768597,-0.1660777
-2.2012943,-0.8526860,-0.3921411
0.7112030,-2.6907542,-0.2732777
1.4154496,0.2401475,-0.2924434
1.3001530,-2.5447948,-0.2108440
-0.1853161,-2.4718530,-0.0940630
-1.5774135,-2.4762588,0.1437626
-1.1848925,-2.5026548,0.1976767
-2.8518355,-0.7122410,0.6315475
2.5601024,-1.1867921,0.0798713
0.9675203,-2.0880106,-0.2458627
-2.4218426,0.6889149,-0.0012891
-1.2702462,0.1594955,-0.0758018
1.8578290,-1.5962378,0.3570507
-2.3592913,-1.6358968,-0.2246562
2.5758333,0.2609042,-0.1291338
-0.3434318,-2.4614780,-0.1237627
-0.3175641,-2.3806785,-0.0897868
-3.1135793,0.2483061,0.6253692
-2.3406584,-1.1994375,-0.0481331
0.9213462,-2.5554642,0.1379415
1.7149090,0.4747993,0.6525492
-1.8006700,2.8021994,-0.0152339
-2.0094884,2.4854019,-0.1550988
2.2942448,-1.5288482,-0.0997290
-1.9581148,-1.6375929,-0.0591789
0.4352302,-2.2387644,-0.3482434
1.1488930,-1.9311272,0.4224949
-0.1007234,-3.1026047,0.2294347
0.2630797,2.7817190,0.3327408
-0.8350654,-2.8676001,-1.1508334
2.3286680,0.0411731,-0.1132748
-2.4215596,0.8468303,0.1059190
-2.7392215,-0.5052191,0.0794740
0.4964129,-2.7669106,-0.0914016
2.1918596,0.7785982,0.3085465
-0.2230901,-2.8700210,-0.3512382
-1.9954333,-2.1793432,0.6263583
2.3519837,2.5325563,-0.1403731
1.6401130,-1.2061787,-0.0817378
1.9430764,-1.4194077,-0.1004450
-1.5034401,-1.6692772,0.0007535
-2.1066715,1.4069357,0.5702850
0.6606129,-2.4922036,0.1383941
1.8515906,2.6073373,1.0701061
-1.1131644,-2.4331636,0.1364700
0.7173168,-3.5932209,0.1557658
1.8737567,-2.0954485,-0.0483671
2.4973944,-0.5481208,0.2117520
1.3483431,2.2750946,0.6578902
-1.0190801,2.5807641,0.1618877
1.2104662,1.1228873,0.5194846
1.6122925,-1.6560020,0.1845282
1.8174046,-0.4075903,0.0673811
-1.2352030,-2.8444329,-0.3170972
2.5635291,-0.5987859,-0.0682791
1.4906165,-1.3176065,0.1538637
-1.5551327,-2.5536012,0.0390975
2.8193078,-1.3833935,-0.5364811
1.3687902,1.1980016,-0.0714612
0.9695505,-1.8739349,0.3640272
0.5908718,3.2665563,0.0238052
0.1648522,2.4948384,0.6321204
0.8393071,-2.5061784,-0.0385063
0.1130847,-2.2197947,0.0837872
-2.2004420,0.1232544,-0.1696399
1.3625017,-2.2297014,0.0436434
0.6186150,-2.5016159,0.0237767
1.7150142,-0.6148490,0.0158722
2.6087956,-0.8188174,-0.1548488
-2.0937669,0.4656604,-0.0171504
-0.8121204,3.1359554,-0.3298854
2.0628840,-0.5205244,0.1473132
2.2957760,-1.3717354,-0.0323901
-3.0787646,-0.9322501,0.1751926
1.7356869,-0.3239177,0.4865619
-0.3783921,1.5245133,-0.6629404
1.1457593,1.1625068,0.6034076
-0.2195712,-2.2956283,0.1010683
1.6618370,0.9248979,-0.1546114
2.2186022,0.6331605,0.2612554
0.5070094,2.6574616,-0.1830922
-1.4714691,1.5609133,-0.0629194
0.5853701,-1.7986812,0.4583997
1.7898306,-2.1304288,-0.1290294
-1.0690785,-3.4460366,-0.6275444
0.6862282,2.1060203,-0.2068503
-2.9670291,0.4841499,0.0539977
-3.0863015,1.0348913,0.6565524
1.9295530,-0.9685335,0.1155066
2.5146242,0.5886647,0.0365433
-0.5825495,3.0075391,-1.0521757
-2.8161180,1.2190365,0.4049363
0.8323123,-2.4346790,-0.0296564
-2.0693387,0.4056535,0.0446018
1.8000162,-1.9479765,0.4191666
-0.6201690,2.2109425,0.0967418
-2.4419107,-0.8737155,-0.1061459
-1.5998296,-1.6613260,0.1066100
2.0632167,-1.0719461,0.0504676
1.0210801,1.1970564,-0.6792248
2.2413281,1.4318889,0.4238587
-2.7237847,1.6417201,0.1055423
2.5018278,1.0361662,0.1351818
-1.5499322,1.3041309,-0.0242211
3.7221803,4.1951267,-0.1617530
-0.3937879,-2.5456865,0.2200035
0.1198834,-2.3949397,-0.2599570
-1.7095673,-1.9152335,0.2242975
1.2039534,-2.4797762,0.0002500
-1.8471301,3.3462153,0.5017370
1.9221941,-1.4443562,-0.1308435
1.8672567,1.6045844,0.5138528
3.2014523,-1.4116323,-0.0197615
-3.1942120,0.6471704,-0.4031607
2.7553802,0.8706915,-0.1645699
-0.1760765,2.2850153,-0.0424886
-2.2949452,-1.3196092,0.1421312
0.5888710,3.7080142,0.4900109
-3.7625729,-0.6143291,0.2671721
-1.3249724,1.6150563,0.0476525
1.3412088,-1.5554701,0.0307083
0.6008139,2.4342684,-0.6623480
1.5189108,2.3882923,-0.0884254
-2.1877629,0.9404061,0.0035422
-2.4425850,1.1116100,-0.0312257
2.3395362,1.6009390,-0.3296754
-2.8186568,-0.6533081,0.3870583
0.9538702,-1.8761686,-0.1314747
-0.8695672,2.3271394,0.0943905
-1.7266142,2.0141201,0.0938144
-2.9969977,1.4567873,0.5212838
1.6716031,-2.3998624,0.0662835
-3.0503392,1.2001036,0.6366083
1.7752619,1.6914194,-0.2536661
-2.9141878,-0.6159693,0.3883706
-2.1183288,1.3972063,0.1783805
-1.3135175,-2.0917717,-0.0283596
1.9700852,-1.5842515,-0.5010505
-1.9726505,-0.7828315,0.2899561
-3.1438418,-0.7518538,-0.4296332
1.7158547,-0.2663333,-0.1620584
1.5082114,-1.6774718,0.0123732
-2.2641222,-0.2705550,0.7692011
2.6394348,-0.4366214,0.1166099
1.8195315,2.1139154,0.3883318
-0.9122102,-2.7229954,0.4036990
2.1531606,2.4736084,-1.3562415
-2.2641820,-1.3324627,-0.0973549
0.2632305,3.3548958,-0.8275213
-0.7665314,2.0289675,0.1510079
2.6039787,-0.8785946,0.0238163
0.8466688,2.3421031,-0.4522493
-0.3422587,-2.8809952,-0.0915437
-0.1286981,1.9682060,-0.4677491
-1.0260816,-1.4851586,0.5755742
-1.5782967,2.0492272,0.2843089
-0.6585356,2.4739803,-0.0586319
1.8033778,1.9585050,0.5188105
-0.1406792,-2.7835389,0.6292368
-0.5824313,2.9053730,-0.1478732
0.8843977,2.0715378,0.5588424
-2.4312858,-0.4395569,0.0728278
2.2144953,0.5496856,-0.1872308
-0.4637183,2.6685029,0.4753468
-2.4315214,-0.0729941,-0.0269924
0.7429522,2.3020279,0.3415154
1.6609225,2.0499115,-0.2377925
-1.9632304,1.7452486,-0.3424344
2.1805001,0.2995556,-0.0854790
1.7425447,-1.5518586,0.3401553
-2.2770225,1.0870220,-0.0028686
2.0840818,-1.0695660,-0.0576172
2.6631002,-0.4397239,-0.1402704
0.2069149,-2.5770830,0.2256389
-1.7492219,1.0530327,0.0126188
-0.4761971,3.0007506,0.6770469
3.2034927,0.1070752,-0.6903731
0.0394093,2.7534973,0.5251595
0.5118299,-2.0977101,-0.2359294
-2.9980359,-0.7104285,0.1177527
0.3279033,-2.5928332,-0.4923636
0.9396481,2.7714987,-0.1307646
3.0193290,3.7654934,-0.4940705
0.2046727,2.8345601,0.0671378
1.8329471,-2.1471502,-0.1731548
2.0954869,-0.3272316,0.5960449
-2.9636648,0.1956797,-0.5353278
-0.3214860,-2.3936552,0.0969866
0.4417949,2.8937228,0.3097031
0.5372778,2.6009285,-0.0133329
-2.5226358,0.9059883,-0.1910251
1.8385528,-1.1460721,0.1865855
-2.5998586,-0.9128629,0.0500144
2.0823784,-0.9779592,-0.0694003
-2.9282299,-0.1358320,-0.4233683
0.8877949,-1.8733873,-0.1806036
2.0899046,-0.8067612,-0.1803444
-0.6942315,1.9972821,-0.0697691
1.3204753,1.7405932,0.0721525
-2.7305477,-1.4952582,-0.4670358
0.1081930,2.8967358,-0.1477134
2.1214096,0.5155863,-0.2157633
-1.6455790,0.1865352,0.6862437
-3.2585018,0.7351451,-0.0246525
1.1404340,-2.7329993,-0.2721190
0.4050498,2.5543786,-0.3277135
-0.4369924,-1.5949442,0.7300263
-2.0927455,-1.9748832,0.3979933
0.2201780,-3.3062213,0.7707437
1.7657874,1.4488667,-0.1360327
-3.3473632,-2.3954047,0.9351362
-2.2475320,1.3582289,0.0154361
-2.3542098,2.1423008,0.3418360
-1.1636161,2.4292323,-0.0991008
-3.1063185,-0.2104617,0.3477721
-1.4346764,3.1306559,-0.3673748
0.9307078,2.7080442,-1.1321319
-2.1418021,1.5733061,-0.0884957
2.0321399,-0.2646395,0.0586531
1.1768206,-2.0249458,0.1267900
2.9845796,0.0597648,-0.1740942
-0.6943401,2.4253212,-0.0705725
1.2682360,1.6399373,0.0795534
-0.5749787,2.7507990,-0.3952098
2.3744486,2.6128028,-0.1608120
3.4177488,-1.7510455,0.0927485
-1.5904740,1.8199481,-0.1053289
-2.3875378,-0.2489959,-1.0574246
-2.9209079,0.8166322,0.2052008
-1.0486109,-3.0747138,0.2799561
1.2303188,1.9040345,-0.1124608
-2.6056116,0.8815015,0.1467234
2.5432811,-0.7892813,-0.0997934
-1.0235230,2.9960777,-0.5030352
-2.3140003,0.3959374,-0.3388408
-2.6010725,1.3017179,-0.0730151
-3.4104210,0.8790686,-0.0009088
1.8723466,2.4294810,-0.4398019
-1.4139564,-2.4567651,-0.1267541
-2.6770171,-1.7851632,-0.1202491
-1.4227743,2.9263424,0.4680502
-2.3789404,2.3353077,0.1228057
1.2720142,-1.6048642,0.1592107
-1.7266719,-1.8527342,-0.2038654
-1.3971891,1.8472802,0.2285499
0.8159002,-2.2376636,0.6102580
0.8060103,-1.9161677,0.2422128
-2.7143447,-1.6356174,0.2794312
-1.5628704,-0.6625845,0.5453461
3.4004202,-0.6289731,0.1223800
-1.0081688,-2.1652259,0.1715466
-4.7645918,2.4849654,-0.1381319
-1.9581247,1.7849109,0.1305080
-2.8104075,-0.1431422,0.3644265
1.7373920,-1.3465950,0.1035553
0.0770562,2.9623839,-0.4565974
0.7237236,-2.2806799,0.2551883
-2.1992607,1.3031877,-0.0607797
0.9563410,-1.6758870,0.1340485
1.0317315,-1.9543886,-0.0136163
0.4473180,2.4656563,-0.1819526
-2.1316455,2.1444546,-0.0068148
2.0378144,-1.3739596,0.0682524
-0.8180964,2.7294554,-0.5723349
-3.5944975,0.6254470,0.1162853
0.8727878,1.6309108,-0.6891863
-2.1925617,-0.8149347,-0.1047455
0.7877678,-1.9352366,0.2024472
-1.7288849,-0.7264866,-0.1270980
2.0826526,-0.3918411,-0.1424858
-2.4376178,-2.1393180,0.1637834
1.9053288,-1.0049010,0.0214889
0.9859030,2.2192483,-0.0294127
-2.3786651,0.6629702,-0.1002734
2.4091930,1.2349251,0.0290574
0.1763129,-2.4889781,-0.1392475
2.2495131,-0.4514405,-0.1141895
-2.4459135,0.3889320,-0.5089673
-2.8093967,-0.3021283,-0.0147772
-0.7309591,2.1613465,-0.1170980
-0.9888077,-2.3272163,0.2476279
-0.4264761,-2.2637105,0.3845000
0.9448882,-4.1311989,0.5852136
-2.4858888,0.4076305,0.0200906
-2.2843245,-0.7650622,0.0094420
-1.4387981,2.4821604,-0.2773063
0.7721238,3.0036827,-0.1794042
-0.7503148,-2.2044699,-0.1791117
-3.2270376,-0.5764096,1.1168128
-0.9655334,1.9707244,-0.1288312
2.3926252,0.1548208,0.0525026
2.2631953,-0.1648238,0.0677289
-2.5195418,-0.0512941,-0.0248269
1.0849256,2.3732079,0.3758355
2.9639932,-0.8603594,-0.2867604
-3.1349488,0.8790737,-0.1182100
0.2213379,2.6780454,-0.1110345
1.6231826,2.3956397,0.3602926
-0.2007944,-2.3060887,0.1220418
-0.4307307,-2.0125253,-0.2743810
2.4549885,1.2674910,-0.0484031
-2.8514280,1.1164007,0.0229750
0.5264230,-3.5702279,0.1192547
-1.6187491,1.6628951,0.1237930
0.0936660,-1.7230083,-0.0788004
-2.7926452,1.3163971,-0.6520139
2.2398612,0.1517593,-0.0357341
-2.7954954,-0.0420429,-0.1367722
-2.8836163,-2.1236996,-0.2163903
-1.4203344,1.4916692,0.2614949
-2.4537204,0.6421507,0.0851055
-2.4441098,1.5152803,-0.6934512
-0.4069832,2.8207026,0.0827044
-0.3029493,-2.3597170,-0.1667157
2.6969925,1.0714048,0.4782557
2.5569092,0.2675432,0.1776360
-0.6726823,-2.2252506,0.0143813
1.5676586,1.5211881,0.0631990
1.9385545,-0.2705786,0.1593065
0.2943921,-3.4013717,-0.0470266
-1.9716871,-2.3131093,-0.3124091
-0.8505620,-1.7662152,0.3608404
-0.8061494,2.4890795,0.1998328
1.9888413,-0.6989548,0.0545671
1.5552935,2.3049321,0.3280649
-2.5036140,1.4285742,0.0239720
-2.8986722,1.1320315,0.0597028
0.4890728,-2.5375140,0.9036104
0.7344522,-2.7452996,-1.1795486
-2.3432354,0.3075177,0.0011811
-0.3152240,-3.2031805,0.6580863
0.3804255,-2.7392071,-0.2112031
2.3355864,-0.5331204,-0.3551886
-2.5462681,-2.8789954,-0.0061456
-2.1746321,1.1862347,0.1575352
-1.5835410,-1.4769855,-0.1440360
2.7852987,0.5864744,-0.7295564
-0.2824686,2.5351725,0.0475571
-2.4027321,0.9906224,-0.1935496
-1.5837768,1.9580358,-0.0878659
0.6111412,-2.1921382,0.1544609
0.0833365,-2.1794275,-0.0433443
1.1070391,-2.4819091,-0.3242657
-2.1713963,-1.7812001,-0.2058261
-2.5347376,-2.5728770,0.0161342
-3.2722072,-1.3338333,0.0731311
1.4794162,-1.3193533,0.1974509
0.7032074,-2.7338131,-0.0384183
2.1042409,1.7661087,-0.1825794
1.8694681,-0.2047135,-0.2684604
-0.9492925,2.5739617,0.1214894
-0.9036384,-2.3917910,-0.2197087
1.9727808,-1.7327624,-0.0210721
-2.2932824,0.2251497,-0.0760484
1.2358739,-2.1416859,0.1884524
-0.1954348,2.0048444,0.1523729
-2.3783976,-0.3210679,-0.4425773
-0.9636797,2.1114347,0.3073079
-2.5324473,1.0123405,0.2077335
0.9890582,-2.1812376,0.0104445
-3.2305624,0.3436843,-0.0476625
-0.6642393,2.2624878,0.1681263
-2.7422240,-0.4845415,0.5822155
-2.8477338,-0.2856487,-0.0435004
1.5494161,-2.0422126,-0.0879222
1.7857785,1.3737411,0.0178950
-2.0404554,-1.1259567,-0.0552118
-2.6337736,-1.0377757,0.1447463
2.6814383,1.3038480,0.3439203
1.8491039,2.1050351,-0.0008834
2.2883720,-0.1949454,0.0510720
-2.1058463,-2.5092361,0.0733406
-0.7277829,2.4791974,-0.0741603
-1.7201624,-1.4075935,0.3493993
-1.5650614,-1.7898001,0.1813581
0.5874031,-2.0853557,-0.0702829
2.8882439,-0.6119991,0.4041091
-2.0407286,-1.9529312,0.0869978
1.9031251,-1.6327742,0.0716772
2.2344599,0.4650082,0.0958969
2.0880845,-0.4355299,0.0757125
-0.9091728,3.6219575,-0.0332447
-0.5305994,2.3101287,-0.3852994
2.1391489,-1.7140740,0.0065502
1.3976231,-2.3427624,0.0373439
2.4172689,-1.2053800,0.0718358
2.1323348,-0.4547909,0.0593176
1.8919069,-2.6577566,0.2429123
-2.0976350,1.1481873,0.0486083
-2.3602736,0.2148853,-0.1143407
-0.1484121,-3.4514493,0.0046364
3.6014959,2.1310032,0.0351936
-1.1584734,-2.0814675,0.2147564
0.9965769,1.2678878,0.1024594
2.6938482,-0.1435790,0.1905256
-0.4707817,-2.1128369,-0.1087605
1.8511212,-0.1589242,0.0708690
0.6717877,2.0392733,0.2243114
-1.6101067,0.7391789,0.7815989
-1.4600710,-2.0321623,0.2941581
-1.2959533,-3.1960573,-0.0240064
-1.6412410,-1.3865319,-0.0294379
0.7932921,-1.7385229,0.6374378
1.3762996,1.9094343,-0.1682527
-0.5644294,2.9804514,-0.0099661
0.4760523,2.6124396,0.0641303
1.3367043,1.5581681,0.1483522
-0.1725977,-2.4868602,-0.2857158
-1.5638914,1.3588739,0.0153614
1.2585768,2.0946038,0.1012037
-1.9732801,2.3635085,0.1755679
0.2876121,-2.9634745,1.1081829
-3.0533783,-0.7086700,0.1561611
1.1487128,-1.2428023,0.0302777
-2.0369231,1.6589280,-0.1192996
2.1366162,-0.5212947,-0.0398789
2.1388890,-0.3120342,-0.0640402
-2.6703320,-0.2076239,0.1313074
1.3357506,-1.9666303,0.0889850
-0.3290739,2.0405740,0.1039849
1.9438185,-1.4140913,0.0052408
0.2945711,2.3788563,-0.0369298
-1.7225907,-2.2863754,-0.0608062
-0.3858296,-2.7755960,-0.0413581
1.7200903,0.8066765,0.1791456
-1.5887527,1.8967266,0.0567753
-1.7426911,-1.8386139,-0.2300817
0.2292010,-2.0973144,-0.4616065
1.2813842,-2.0867199,-0.1199636
-0.3507229,-2.8399972,-0.0582536
2.1654814,-2.2761909,0.1090521
1.2554664,-3.3000796,-0.0666536
-1.4122784,-3.3796483,0.1476269
3.3967137,-0.6369730,-0.1000104
-2.1162908,1.1390055,0.3712694
-2.3716742,0.4340363,0.0206394
-1.1706370,2.0830484,-0.0098072
0.0692381,-2.2509824,-0.1119469
0.2349960,1.7733439,-0.4429664
-0.0098337,2.2561543,0.1470928
-0.1487338,-2.7503749,-0.0148798
-1.8639036,-2.7694150,0.0241196
3.2014124,0.0412394,-0.0072279
2.3906542,1.3447595,-0.6696606
-1.5641456,-1.5846235,0.1808472
-2.5486821,0.1177622,0.6638852
0.0297722,-2.6834352,0.3008740
-1.2457767,-3.4440773,0.0473514
-1.6326473,2.5811859,0.2905578
1.7654249,0.1098418,-0.7525599
-0.6160745,1.8152091,0.1425200
1.6818391,-1.5022155,0.0527042
2.1495962,-0.5072847,-0.1054152
-1.8881474,1.3282653,0.1594166
-2.2653864,-1.2157652,-0.0887965
1.7237919,-0.4969907,0.0707472
-1.8144215,-1.0837856,0.1927740
1.6113093,-2.1790382,-1.0807264
-1.8657978,1.0667206,-0.1088745
-2.2802183,1.6950458,-0.0126252
-1.8125242,-2.1078834,0.6381936
-2.0546890,-1.3800010,-0.0877176
1.5356912,-2.4500202,-0.0904649
-1.9245955,1.2972805,-0.4166841
1.8440686,2.7132972,-0.8273715
-1.7593800,-0.9307344,0.2450274
0.5419119,-2.1626724,0.0550231
-1.3816998,2.4344272,0.0826404
1.4605962,1.7284991,-0.1039469
-1.5015742,-1.8966461,0.0460805
-1.9244620,-1.1213077,0.5078545
-2.2204161,-1.5504773,-0.0838552
0.3952687,2.6655645,-0.1157678
2.9701027,0.0001227,-0.7857143
-0.2761798,-2.4113618,-0.2007210
-0.8391210,-3.1270071,0.0047920
2.7547154,1.9524239,-0.4089402
2.7000834,-0.0570187,-0.3002981
-2.2979313,-0.2069119,-0.2662114
2.5137051,-1.5004077,-0.0694176
1.2919545,-2.9661549,0.3998433
1.9073909,-1.4704773,0.0132687
2.9185722,-1.4978979,-0.1225125
-0.4500555,-2.7456136,-0.2761921
0.8081489,-2.6380361,-1.1281137
-2.3667090,-1.8814734,0.6557647
-3.0075856,0.9846547,0.3082548
-0.1508976,-2.3914511,-0.0590508
0.6502205,-3.4358329,-0.1327944
0.6944457,-2.1008674,-0.1216605
2.5375444,-1.2977573,-0.7383883
1.4228734,1.5426500,0.0410073
-2.3035626,2.5067351,0.4176702
1.2497500,-2.5833754,0.4221370
3.2903335,-0.8136742,-0.0484953
-0.6092459,-2.4554269,-0.2603842
2.2119527,-0.9149215,-0.2389842
3.0595181,1.0369005,-0.8668410
-0.2096251,-2.6589317,-0.2767082
-0.9715199,-2.3012292,-0.5380664
2.8277840,-0.9232815,0.0132391
2.8837518,0.5481233,-0.0426244
1.7557967,2.1167073,-0.7613618
0.8435279,-2.1447270,0.1508303
-2.7472133,-0.3083891,0.2919227
-1.9574724,0.0635569,0.0425693
-1.5790485,-1.2452791,0.2122515
-1.5768204,2.6475441,0.3599113
1.2223689,1.3288435,-0.4382827
3.0268380,1.7745227,0.0453483
-2.7298622,-1.0146655,0.4415285
0.7443414,2.4598388,-0.2257442
-0.0393665,-2.9958942,-0.0809309
-0.7057196,-2.8341285,0.1724501
0.8335162,-2.5773663,-0.7017699
-2.7124715,-0.3261660,-0.0466299
0.9718303,-1.9356718,-0.1280567
1.5929890,1.9469144,-1.0890876
-0.6872371,-2.0535421,-0.1746375
-1.4074951,3.0972227,0.3479447
-2.4201798,0.1609948,0.3741774
0.6690345,2.4730393,-0.1703628
2.1261765,1.5342765,0.1480340
-0.2350362,2.8775354,-0.0556658
-2.1329566,0.4584001,0.1405415
-2.6427685,-0.2491354,0.2414163
2.0203983,-1.9038635,0.0711828
-1.4562392,2.9089713,0.3201976
2.0918248,-0.5312808,-0.1749904
2.1363674,-1.1896696,-0.1932265
-1.9880573,-1.4425777,-0.0140818
-1.6892030,1.2498830,0.0574792
2.6616902,0.4284131,0.0749092
0.7909746,-2.1763917,-0.0557988
-1.8318931,-1.7022722,-0.0303799
2.8247873,-0.2707656,0.5625046
-3.0295589,1.2612626,-0.3776283
1.7667797,-1.4069963,-0.1522408
-3.5415292,-0.0236187,-0.2353969
-3.1636175,-0.8223034,0.4954753
-1.1933708,-1.6257583,-0.0145305
-0.2115836,-2.6748838,-0.2908426
-0.0090330,-1.9795358,0.1014160
-1.7071604,2.9677012,-0.0525675
0.7538877,-2.4024307,-0.1316718
-2.5002327,1.3726301,0.1568154
1.9604520,0.2282185,-0.3948544
2.1076323,-0.4703784,-0.0623283
0.8168205,-2.7073703,0.0876855
2.3112115,0.2831744,-0.0929497
2.2467515,2.2563259,-1.0742454
-0.1770112,-2.3445176,0.1029175
1.8673238,-0.8376857,-0.0092504
-2.4599439,1.2136192,0.0043809
3.4671802,3.0467732,-0.6182890
0.5234277,-1.8613258,-0.0275748
0.9376128,-2.7593671,0.2088083
1.5882532,-1.4320183,0.3045820
0.8905752,1.5708325,-0.1091187
1.5404134,1.3976641,0.0807942
0.4925480,3.0438949,-0.3451062
-1.9429350,-1.8340115,0.1648322
-1.0843530,-2.0103943,0.0476396
0.6514962,2.4490230,0.3121271
0.0677684,-2.9413943,0.0869098
0.4758336,2.3929172,-0.5652016
-2.9609143,1.2360638,-0.1170424
1.4488816,-2.0307692,0.0163014
1.6548343,0.4827633,-0.5009625
1.2987202,-2.8982557,-0.1037942
-0.0412113,-2.5765369,-0.1688320
-2.8712362,0.1463758,0.5530489
-2.5118063,-0.8505373,-0.1210685
2.1013127,1.7739325,-0.6722697
-0.5092190,-2.8827002,0.2231068
-0.7796604,-2.4310058,0.1025203
1.8881117,0.0652000,-0.0502590
-1.9944630,-1.6893452,-0.0386056
0.1433744,-2.6330066,0.1175610
-2.0914847,2.9057715,-0.3083234
-2.2622995,-0.7063073,-0.0357789
-0.1984366,3.1527104,-0.6798847
1.8548852,-1.9824629,0.2506125
-1.8637340,1.5569054,-0.7013239
-2.0655391,-0.5392452,0.2742450
1.3058446,1.7482134,-0.0857331
0.4818996,-1.7970618,-0.1288423
2.5760971,-2.4654556,0.0118173
-0.9672595,2.4106970,-0.2271690
1.4243642,1.4807396,-0.3891749
-1.7669957,0.7936857,-0.7082318
-1.2706641,1.8663467,-0.2215982
0.1141904,2.8417536,-1.0911731
-2.4295560,1.0796118,0.4820968
0.6724902,-0.7652088,0.0394408
0.4138309,-1.8468120,0.5564774
2.4595060,1.3798783,-0.0425233
-2.7732174,0.4126557,-0.2049951
1.2550162,-1.4171390,0.0820878
-1.0889415,2.9314269,0.3898723
-2.3518893,-2.3220933,1.1564332
-0.6896647,2.1758545,-0.1721028
-1.9381780,1.4372884,0.1884581
3.3046261,0.9719933,0.9632508
-1.9922476,-1.0483083,-0.1534700
-1.5992621,-2.4565165,0.3173835
-3.3172978,-0.4094567,-0.3676783
0.6871309,2.5658669,-1.1235025
2.6159437,1.2400258,0.4079335
0.5671828,2.1331070,-0.1940317
-1.7272327,-1.3919150,-0.0800396
-2.6402065,0.8155955,-0.0728792
0.1955026,-1.7826643,0.3844710
3.1069118,0.7425305,-0.7661754
1.0230685,2.2474686,-0.2433717
-1.1028115,2.5620584,-0.1945953
1.2090863,-1.4760226,0.3311282
1.5703642,2.1599380,0.9433078
2.2145605,0.7381288,0.4701687
-1.1025312,-2.1381895,0.8845641
-2.6331138,-0.7636991,-0.0837317
1.9646031,0.5815559,-0.1633856
0.8188640,-2.1272499,0.0164659
-0.3922517,2.2510070,0.1148181
1.0966317,1.8458996,-0.1270982
1.6177899,-1.4835631,-0.5232667
-1.4440804,-3.1434366,0.0320572
-1.2527169,-2.8416084,0.1645215
-2.1487670,-1.6035501,0.2211533
1.3339559,-3.1468780,-0.8780617
-0.1916794,2.7443750,0.5400956
-1.5011401,2.3274825,-0.0474911
-1.3354261,2.1951619,0.0039464
1.4940868,2.3463631,-0.0487982
1.4477192,-1.5637612,0.0178029
-1.0662961,1.9381670,-0.1741229
3.0314129,-1.8847337,-0.0221303
2.4825373,-0.0604313,-0.0504009
1.2410349,-1.5182460,0.0626694
-3.0660989,-0.2572710,-0.0740638
-5.1065372,-0.9198989,-1.0996865
2.0402624,2.7040801,0.5803979
-2.8860593,1.2359961,-0.2289946
-1.3698747,2.1751886,-0.1933544
2.1276926,0.8552679,-0.1521961
