x,y,z
-2.3299725,-1.1753908,-0.3017978
-2.1740409,-1.5805607,-0.3898984
-0.8968910,3.4650052,0.0590838
-3.1588069,0.9690942,-0.2535181
1.1574347,-2.6377886,0.3164159
-2.2769934,0.4006362,0.1768035
2.2498327,0.7824911,-0.0850487
-1.2724882,-2.6152717,-0.0137747
1.9350104,1.4567186,-0.0118710
-2.8427115,-2.2591475,0.0059896
-0.2732060,-2.4405442,-0.1225821
-0.4597730,-2.6943810,0.0287981
1.5036843,2.0138179,-0.1754170
0.3628315,-2.4628309,-0.3184363
-3.3132580,0.5203254,-0.4240448
1.2498016,-1.9138800,-0.2133629
1.8907025,2.2712348,-0.4368573
1.9860878,-2.6391187,-0.3260432
3.8649902,3.4144122,-1.2452213
-0.9472384,-3.2176175,0.0314054
3.2806083,2.9811075,-2.2779283
-2.0691306,1.4863506,-0.1228461
1.5809665,-1.9398458,-0.1379509
-1.6494549,2.5014040,0.1349275
-2.5930588,0.3890212,-0.0241042
0.9475722,-2.4682709,0.5776995
-1.7872786,-2.3387013,0.3660961
-0.2830137,-2.5167096,-0.3812520
2.2121491,-1.3523093,-1.3845585
-2.5320120,-2.0097550,0.4194560
-2.1455721,-2.6124344,-0.0362189
-0.3860981,-3.0579504,0.0270469
0.6791373,-1.9852102,-0.0973874
-0.8629572,2.6896852,-0.3165464
-1.5039939,-1.5379793,0.2436499
-0.6079193,2.1521063,0.6228333
-1.0240961,-2.2580600,0.1257860
-1.4631810,-2.1695247,-0.5480560
2.0605751,1.3084821,0.1515363
2.8074203,1.1357094,-0.1014902
-3.0694979,-0.4421569,0.0351493
-4.8823523,0.4089977,-1.5633138
1.0466583,2.9193312,-0.0791472
1.8291124,1.7828160,-0.0791356
2.2071977,1.4443369,0.0895789
-1.9773104,2.2894985,0.0572206
2.4798232,-1.3220652,0.0991624
2.1401145,-0.6141386,0.1136382
1.6263220,1.4742065,-0.6381582
2.9458171,0.5026552,0.4322547
-1.8269539,2.3164682,-0.1945558
2.2326427,1.6072346,0.1164659
-2.4544087,-1.5410527,-0.0136114
-3.8087489,-1.1691420,0.0752580
-1.0910645,-2.3633960,0.2734034
-3.1154357,-0.6451953,-0.0888926
2.1791762,1.5556904,-0.6114491
-2.7584639,0.1590424,-0.1611598
0.6411918,-1.5747796,0.3029901
1.1680388,1.2687461,-1.3370904
2.2544515,-1.0637548,-0.0449824
2.1885335,-0.0301601,0.2463600
-1.0669128,1.7007375,0.1055074
-2.0166805,1.2697954,0.1486843
1.9919006,-0.5473580,0.2421965
0.8834749,-2.1412487,0.4326113
-1.7333019,-2.1176000,0.0887609
1.9235273,-1.5708585,-0.0003189
2.1515297,0.5040613,0.1209332
-1.1930778,-2.8558387,0.4231313
1.4990765,-1.1860778,0.0595106
-1.5114661,1.9412123,0.1169969
0.4556381,-3.2156636,-0.8224517
1.4049213,1.3033652,0.1092530
-0.1837254,-2.7512996,0.0140075
2.0797152,1.7651480,-0.1555954
2.1776798,0.2722939,-0.0588225
2.4078280,1.7851739,-0.1455721
0.0589858,-2.7876149,0.1594229
-1.9904813,-2.0146231,-0.0477703
-4.3360837,0.6081330,0.3116104
1.2227520,1.6372732,-0.1572472
1.5421288,-1.7073052,0.1830292
2.0314015,-1.5512835,-0.7156870
0.4452673,2.0948896,0.4931815
1.5417070,2.0529811,-1.1086302
-0.0723180,2.7318795,0.0860531
-3.5168743,-0.2437802,0.5447404
1.3164408,-0.9619449,0.2001024
0.7326049,-2.6575607,0.0879588
2.0474555,0.9729707,0.3312680
-1.9549950,-1.4818255,0.1891021
-1.6150328,1.8260552,-0.0446037
-2.1923166,-1.7134917,-0.0666126
1.2929253,-1.5528932,0.2268223
2.0433280,-1.2022124,0.2867166
2.6885164,-1.4157699,0.4285489
2.1856116,0.8354766,-0.2008341
-3.0744547,-1.7052246,-0.0493184
-3.4238653,-0.7329489,0.4881245
-1.1422086,1.9130684,-0.2215515
-3.2343494,0.5375556,-0.0133200
0.9850750,2.6177237,0.2260452
1.4623658,2.4104773,0.0327637
-1.6823973,-1.8241063,0.0749327
0.5050089,-2.6788215,-0.1157727
-3.6742179,0.2495203,0.1337412
-0.9706541,2.5356591,-0.0403330
2.0025097,2.0428142,-0.6183245
-1.4582926,-1.6479454,0.0638471
1.0008180,2.0629096,-0.1071495
1.3301899,-1.2706655,-0.1060771
-2.4652661,0.5333105,-0.0918165
-0.6722303,2.2814471,0.2340268
-1.0674881,2.6583503,0.1139393
1.3196813,2.0537210,-0.5987516
-1.4182417,2.4815522,0.1036056
-2.8312911,1.1427050,0.1120657
-2.1009121,1.7401360,-0.0429766
-2.1467500,-0.2868747,0.2369880
0.3561267,-2.2840699,0.1087023
-2.2967784,-0.0613837,-0.6847173
-2.1030291,0.4037430,0.1860434
-0.0422556,2.8169626,-0.1279266
-1.4835648,1.3310499,0.0863266
-2.1753296,-0.0789284,0.0073734
-0.5422060,2.2685459,0.1236509
-0.8665785,-2.0683704,0.0085377
-1.6736168,-2.9437806,0.0467073
1.7522403,-0.2847416,-0.0429496
0.7447933,3.4915765,-0.0958801
-2.7382721,1.4762735,-0.2792834
3.1877858,-0.5453983,-0.0843635
0.6903468,-2.5929471,-0.1698685
-1.8168177,-1.4886243,0.0397713
-1.3606828,3.3043089,1.0780678
0.2846912,-2.9325065,0.0818748
-1.5531960,-2.2575237,-0.2151217
-1.7231135,-1.4068012,-0.0288370
2.6781033,0.6859747,-0.1556345
-2.8370802,-0.5534915,0.2410193
-0.9562957,-3.6333259,-1.1128141
1.5607188,0.7675751,-0.3243594
1.4067522,1.9372423,-0.0101266
2.6576338,1.3502756,-0.0059504
-2.8968723,-1.4097618,-1.2351414
1.0197422,2.8479067,-0.2915982
-1.3057649,-2.3904944,0.0687783
2.5141874,1.8051169,-0.2293880
1.5340477,-1.5948460,0.0009737
-2.5533035,-1.0605593,-0.1686633
2.1282632,-1.0032849,0.0525200
1.7756791,-2.0843326,-0.1033008
2.1468818,-0.7519377,0.0201198
-2.6971888,0.5359776,0.0878178
-0.1561666,2.7480995,-0.1243499
-2.1488647,2.4053774,1.2928115
2.4036334,-0.2818016,-0.7591171
-2.5315687,1.2895221,0.0743649
-2.3810482,1.0239714,-0.3919559
0.5596449,0.8525491,-1.0783216
-2.5024058,-1.0689449,0.6110779
-2.3859117,-0.0767223,-0.1457204
-1.6187274,-2.1594563,-0.1020700
0.4063262,-3.0643058,-0.1583518
0.6391992,-3.3453281,1.1314666
1.0210653,2.3687257,0.0683863
-1.8558599,-1.5203716,0.0073021
2.8505971,1.7544808,-0.1305776
1.7749428,-0.4185718,0.0398606
-2.9089414,0.8969813,-0.6443413
-0.1867328,-2.4257549,0.0757965
1.8984210,0.8229255,0.0477265
-0.2229795,-2.7353778,0.0871279
-2.3538549,-1.4427632,-0.3486422
-2.1379164,-1.5250598,-0.1062150
-1.4697352,-1.5098280,0.1325897
1.3881069,-1.8649018,0.1425176
-2.2625958,-1.0137733,0.0396369
-2.6208908,0.2834470,-0.1534951
2.4471044,0.8553829,-0.1447185
-2.7352261,1.6210565,0.4027013
-4.9003073,0.0660247,-1.0001280
-0.0962244,2.3158289,-0.1079905
0.2031722,-2.7804590,-0.1002085
0.0380486,-2.4043867,0.6676014
1.5699111,-1.8693735,-0.1250297
1.2531351,1.8545380,0.1431735
1.7889425,-0.1479944,0.0354026
-1.7926146,1.1093180,-0.0325209
-1.2677861,-2.7445978,0.1089941
2.0451973,0.5004399,-0.1374043
0.6838245,-2.3911409,0.2169894
1.2421843,1.9128737,0.0894521
-2.4050574,-0.6884083,-0.2916272
0.9093398,-1.7580343,0.2623578
0.9693625,-2.0814771,-0.0023425
3.4499661,-0.3595175,-0.2674013
2.0683434,-2.5183252,0.1800874
-2.7336573,1.2104413,0.7028223
-2.7446353,0.4044151,0.2024305
-1.5346815,-2.1152980,0.4260753
-1.1726819,-1.5449741,-0.2018317
-0.2586163,-2.0990618,0.1493715
0.1236552,-2.6032909,0.0056535
1.8678475,-0.3712717,0.4878032
-2.8611754,-0.7517092,0.2149505
2.6243625,1.3871744,-0.7735945
2.4422003,1.6692294,-0.3462123
-0.5379033,-3.5784353,-0.6634686
-1.2692390,2.7174055,-0.1946952
-1.3934652,2.2211895,-0.5238204
3.0374997,-1.5430998,0.1153100
1.1557438,2.2179994,-0.5175941
2.8247743,0.7044867,0.0175505
3.3511565,0.7161702,-0.3081936
0.9425735,-2.2604729,-0.1201677
-1.0080027,-1.4787277,0.9615564
-0.5745680,2.4495378,-0.3483316
-1.2081016,-1.2165499,0.6527348
2.6862677,-0.9211887,0.0212227
-1.7485761,-1.5988676,0.2665281
-2.6332594,1.5378050,0.3842007
-1.5897116,2.1015572,-0.0428841
1.6255690,-1.2048475,0.0369125
1.9750132,-1.1556945,-0.2306270
-0.9569664,2.1280283,0.0730327
1.8694346,0.2177249,-0.0660884
1.9711177,0.7633253,-0.1085682
-2.5952870,-0.0370076,-0.0191689
0.4653721,-1.8731552,0.0718576
-1.7316052,-2.3488527,-0.2211516
-0.4784943,2.2511346,0.0814975
-1.4813496,2.6052495,0.0753782
-2.8318474,0.3708998,-0.5008936
1.2012617,2.1315823,-0.1551954
-1.4159980,-2.7538398,0.2721573
1.9134091,-1.2489682,-0.0932386
-2.4824805,-0.0004119,-0.4101621
-2.4665847,1.2837384,0.0476402
-0.3642474,-2.6131071,0.2683385
1.0906417,-2.8541864,0.2734922
0.3000484,-2.9208702,0.4716053
-2.9359476,0.8904735,-0.1978426
2.3925818,2.1568053,-0.1436230
1.4117221,2.7367443,-0.3165761
-2.9422386,-0.1139891,0.2072059
1.3640322,2.6653064,0.0392176
-2.6728622,1.9974282,0.1313131
-0.3472710,-2.3562532,-0.1920320
-3.0932245,2.0917901,-0.4683100
-1.5538444,1.6434689,-0.0352742
3.2915341,0.0185775,-0.2578762
-1.6178383,-2.3477569,-0.0960097
-1.0691836,1.8518642,-0.1667445
2.8056656,1.0522773,0.8882943
-3.2703308,0.2911778,0.6275097
-2.8262761,-1.7770320,-0.6107311
1.9913748,1.5783014,0.6280326
-3.0034106,-0.1190307,0.1587727
-2.1712015,1.5015379,-0.2478358
0.8630056,-1.7618105,0.2659296
0.3308452,-3.1026110,0.1686807
-3.4516207,-1.0412019,-0.0127417
0.5515477,1.8032846,-0.2134376
3.2186553,0.1026095,0.2623799
1.7648464,-1.6686231,0.8337522
-1.9673755,-1.2930266,-0.4705968
1.3863524,-1.8553192,-0.3129404
-1.2419811,-3.3505885,0.0838726
-2.2847660,-1.1035922,0.0147183
-2.3565603,-1.2729056,-0.2773176
-2.6201807,2.1996816,0.4513510
1.5295548,1.6654084,-0.3792131
2.3062326,-0.5603243,0.5156913
0.4809302,2.6596661,0.1857220
2.3918166,-0.8066733,-0.1187634
-1.6551325,2.2057772,-0.0271738
0.3330410,-1.6269538,0.0895859
-0.7631335,-3.3507512,-0.0327657
-0.1065971,2.4140078,0.0112960
1.9471064,1.5079814,-0.1266331
-1.0351430,2.4871070,0.7470103
1.3585176,1.1177835,-0.6842717
-1.1037543,2.4261844,0.0937106
0.6632911,2.6209841,0.3801753
-1.4235168,-2.1455279,0.0742915
-2.3356331,0.0637276,0.3157424
-3.1441944,-1.3146848,0.1073132
0.0762689,-2.5856788,0.0260999
-2.1370535,1.6449612,0.8820572
-0.7606126,-2.8731621,-0.5487991
-1.9979006,-0.7928303,-0.1637508
1.6950536,2.0941732,-0.0648171
1.7883425,-1.0442186,-0.0789340
2.0319295,-1.2012322,0.1552085
0.3718434,-2.7870953,0.3073065
-2.3203890,2.6464937,0.0063439
-3.1081920,1.2233661,0.4231713
0.9626480,-1.8055924,-0.1033946
-3.4744755,-1.1556217,0.0244007
2.1144348,-0.7604671,0.0507376
-2.5039119,-0.6244937,-0.1294362
-1.0023256,-3.0512499,0.4472593
1.7033247,2.1606669,0.3887106
-2.8292086,-0.4224398,0.0916753
-1.1129579,1.6547464,0.0924278
1.8446023,-1.5699159,-0.1917695
2.6702312,0.8205713,-0.3965078
-2.9323703,1.0054618,-0.0431804
2.9328519,-0.3992213,-0.1646067
-2.1902853,-2.0289650,0.8198617
1.7074818,-1.9841644,-0.6228960
-1.8126056,-0.4787856,-0.6941173
1.5342005,1.7590020,0.5655656
0.7283557,2.1259473,-0.0728257
1.7703409,3.1303607,-0.4091340
-2.4055456,-1.3355437,0.1065108
-3.5478874,0.1872760,0.1189471
-2.9690860,0.0027435,0.5605980
0.3408736,1.9371606,0.0467383
-3.0325299,-0.2510646,0.0345567
-0.8934096,-2.9111557,0.1116739
1.6071754,-1.6382255,-0.0229178
2.6298518,-1.9473867,-0.2122762
-1.8986688,1.5336275,0.1228328
-0.8193651,1.7663816,0.0230594
-2.0505934,2.7701180,0.0573068
2.6025348,1.6559388,-0.5812332
-1.6679678,-2.8405581,0.0500396
-0.0827678,2.5530360,-0.0605087
-0.7279423,2.5056080,0.2357281
-2.0046694,1.1989301,-0.0611974
-0.0985140,-2.7245012,-0.1164718
-2.4193599,-0.0859649,0.1166953
-2.1355133,-0.7952284,0.1235394
-2.2108873,-1.8212864,0.7641961
0.3159643,-2.9134371,0.4944551
-1.3469770,2.5692090,-0.2056451
-0.5009618,-1.6248731,0.7148638
-2.5825298,1.3770285,0.1252389
2.6285818,-0.3452769,-0.0564711
1.4822832,-2.3581737,0.0194910
1.4056573,-1.3682257,0.0526524
-2.9432751,2.7798325,0.9887898
0.7949595,-2.2627659,-0.1533355
-1.2971122,-2.5663971,0.3901980
-2.1899036,-1.0382228,-0.0935050
-2.8631159,-2.3095726,0.0381993
-1.0273080,-2.2243208,-0.5726018
1.7933637,-1.3794052,0.0422922
2.9112333,-0.6078280,0.4422420
-1.9350223,-2.4580342,-0.4225069
-1.9667190,-1.2638727,0.1077988
3.7354079,3.5293793,0.2004377
2.8704000,0.2101318,-0.0698852
-2.0227094,-2.2504877,0.3980622
1.7807657,2.6856351,0.4884611
-2.4467697,0.4592111,-0.0472410
-2.0499101,-2.9686037,-0.0189124
-0.2251707,2.9231601,-1.1420254
0.1878803,3.3018930,0.6143799
0.7401749,-2.1494171,-0.0724464
-2.7113050,1.6007299,-0.4328164
0.8644488,-2.9497240,0.0228273
0.0928947,-2.8494924,-0.5261402
-2.1872929,-0.4979116,0.2143419
-4.5335510,-0.1517053,0.2290246
-2.6715476,-0.4389148,-0.5661813
-2.0992109,-2.1030184,0.3169086
-2.4199902,-0.0458087,0.1145954
0.4175388,-1.8675075,-0.2143086
-1.9606502,2.1169251,-0.7535977
-0.9208621,1.8298132,-0.1379868
-1.9829182,2.3973367,-0.0344055
0.2711392,2.8464956,0.0963891
-1.9442352,1.2291860,0.2921778
0.5151536,-3.3483006,0.0381716
-2.1849669,1.4343358,0.3051412
1.1685384,1.0427112,-0.7244233
0.1703874,-2.7886089,0.3627587
1.5666517,1.6607860,0.5668885
1.1960634,0.9974305,-0.7810242
-1.6170291,2.2607368,-0.7126355
-2.0452661,-0.9262208,0.1444502
3.2402282,1.0299491,-0.4015383
0.7187516,-2.6825452,-0.0584347
1.8468632,-1.2230799,-0.3278648
-1.3606850,-3.2963478,0.1598360
-2.2580750,-2.2053071,0.2974381
1.0874606,-1.6040055,0.0992025
0.0820886,2.8252135,0.0827003
1.2522517,-1.8781796,-0.1663494
-2.5534094,0.6589136,0.0609598
-3.4345426,-0.4268541,0.3668879
2.2461812,1.6583218,-0.6301263
1.5110336,-0.6994350,0.3025238
-0.0594899,-1.3064790,0.1021671
-1.0575755,-2.5082830,-0.0296336
-0.8030654,-3.6630208,-0.0081578
2.2538178,-1.7190997,0.0148028
-0.8528937,-3.5461216,-0.0638069
-2.1001068,-0.1918294,0.0058282
-0.3114791,-2.6761831,-0.3200618
-3.2702456,-0.0544928,0.1123642
1.0288269,-1.6607423,0.0253209
1.1395469,1.9091648,0.0458253
2.2891056,2.4013013,0.3689261
0.5514581,-1.8458717,0.0859327
-2.5738076,-0.4324210,0.0892650
2.7132763,0.0689004,-0.1011537
-0.3288736,-3.1699652,-0.1017956
-1.1769875,2.6360307,0.6825534
-0.4828402,-1.8748515,0.1031364
-1.4489999,-2.0018944,-0.1340018
-3.1105970,-0.1915416,0.2660560
-0.6617551,1.6307168,0.6742360
2.8038040,1.3378997,-0.5908294
-2.5060171,-1.0108513,0.0308920
2.4537797,-0.9225479,0.3648825
2.3708538,1.5452682,0.4900472
2.1087140,-0.4770584,-0.0591702
1.1023263,2.5285340,-0.4812482
3.0671896,1.5260640,-0.0548001
2.6629401,4.1982919,-2.5721866
-1.5154680,2.4561248,0.1292940
2.1037676,1.6757176,0.1405154
-0.9238289,2.2700137,-0.1674601
-2.6183930,1.3363361,-0.0625207
1.8251920,-1.9451539,1.0286945
-1.9552426,1.5850214,0.0269671
2.6262529,0.6509284,0.4327158
2.9553765,-0.7524902,-1.0826666
-1.0854979,-1.7390305,-0.0975654
2.7010922,1.4917158,-0.0547930
-2.4843177,-1.9008898,0.2462883
-0.2041048,-3.1838005,-0.5655703
0.4440776,3.3551594,0.5849655
0.5453296,2.1739065,-0.1397630
-2.4518946,-1.0044850,0.6297151
1.1406116,3.3168810,-0.2531124
-2.0920037,2.0129371,0.1259909
-2.4086075,-0.9331414,-0.5954693
-1.9939687,1.6337652,-0.0377924
-2.5608212,1.3855917,-0.0465469
-2.0548837,-0.7234419,0.0267764
3.1676100,1.1639419,-0.9792687
1.8802633,0.1315107,-0.0968040
-3.4431983,-1.3333578,0.5849755
0.0662305,2.8537659,-0.2550383
0.6509048,-1.3572766,-0.6689329
-0.2926107,2.6764312,0.1412911
-0.7548413,1.8839789,0.1297486
2.3362435,1.8226447,0.6745685
0.2202603,2.8066975,-0.2241128
3.2311114,1.2999463,-0.1776206
0.5871703,-2.6383404,-0.1395429
-0.2623664,-1.9966728,-0.1198236
-3.8530165,-0.1274610,-0.0612783
0.7431229,-2.4016196,0.0004917
-1.6868780,0.6133809,-0.7161281
-0.3262530,2.5148068,0.1968626
-1.4337282,1.5219580,-0.0195054
-1.2659935,2.0180725,0.0407714
-2.7932203,0.7978162,0.1884742
-2.4911267,1.6618018,-0.0014040
1.8196376,-1.3892165,-0.2034229
-2.0619509,3.5063388,-1.3340434
0.2399863,-1.4733799,0.0694062
1.3622155,0.4073126,-0.1734142
0.8834176,-2.8682311,0.1697523
-1.1303723,2.0566951,-0.1041742
-2.2817758,-1.2693488,0.1212508
-1.4376521,-2.5450207,0.4477754
-1.2915167,-2.5117677,-0.0685015
-3.5750902,0.8642356,0.3837592
-2.5062335,-2.3599807,-0.3346741
0.7484301,1.8219666,-0.2393865
-2.7186076,0.0380900,-0.4228138
0.9105791,2.1655219,0.1000617
2.0614150,-0.7744101,0.0377173
0.1330505,-2.9043443,-0.0460694
-2.0362306,-0.6121689,0.0185440
2.1692211,1.2404817,0.1793366
1.7252621,2.1290954,-0.0162302
-2.1670446,0.7796494,-0.0247807
2.1806336,0.5461353,-0.0823853
-2.1562033,1.7465326,0.1169254
0.9537691,-2.2327106,0.1036748
1.3303201,-1.3039953,-0.1314158
-2.0724665,-1.2867991,0.6066968
1.9821173,-0.0819860,-0.0591429
2.1249142,-0.5513303,0.1396245
2.3983360,0.9972390,-0.0554039
-2.8901807,-0.4994908,-0.3030703
-1.5220057,1.0208475,0.6263859
-2.6597916,0.8807616,0.0705960
1.5432484,-1.4936663,-0.0572709
-4.8970444,1.6007229,-0.0199119
2.1588020,-1.2649051,1.1025502
1.9742200,1.8136031,-0.4172749
0.2176881,-2.3411117,0.2902132
-1.1152610,-2.6666003,-0.1803125
-1.9877639,-2.9712842,-0.1649865
1.3314790,1.4244597,0.2866736
-0.6903043,-2.6145301,-0.2306716
-3.6547103,0.1950453,0.0001726
0.2036629,1.8222035,-0.1097812
0.1699930,1.4341609,0.4954239
1.2117165,1.8713002,0.1626165
-0.6758226,-1.9315099,0.1189545
-2.2089158,0.7594165,-0.2577967
-2.6405559,-0.4122555,-0.5004438
-1.9445123,-1.4226042,-0.2844006
-2.1247627,1.1551531,0.4224190
0.2489255,2.4050903,-0.0905915
2.5801639,0.5216414,0.0217925
1.9697973,-1.4989363,-0.0593779
1.1361324,1.7651903,-0.0410615
0.2606894,1.9845304,0.0734860
1.3417621,2.1437883,0.2394479
-1.5511975,-1.7745538,-0.0884581
-4.0796673,1.6710007,-0.1051461
-2.0626622,0.7334810,0.5644646
2.5938789,1.4046887,-0.3559197
-1.7523692,2.7733813,0.0672579
-2.2322509,2.3826388,0.9920036
3.1329633,0.8783662,-0.6335677
0.2855518,2.0086502,-0.0275658
-2.7077840,-0.5453239,0.6743587
0.7732891,-3.1227374,-0.0177927
1.0225368,2.1358878,-0.2804453
2.7799911,-1.0167611,0.3609070
-2.4839107,-0.4953268,-0.0602351
-0.0954522,-2.3905797,-0.0730234
-2.0762925,-0.9183799,-0.1602907
-1.4924481,2.1797626,-0.0511366
0.7914427,-2.3886069,-0.1769270
-3.1448956,-0.5221084,-0.5837489
-2.8888435,0.8537503,0.2955547
0.4047914,-2.6050434,-0.1758278
-2.3694044,2.0137373,0.1467688
-1.5750925,-1.7577275,0.2695626
1.2543024,2.5988505,-0.0728263
-0.3789138,-2.3770180,-0.1197895
-3.4178341,-1.0191569,-0.2394723
0.4289891,3.0164170,0.2425771
-2.7763592,-0.7489625,0.1552338
-2.5196358,2.0858367,0.0731072
-3.3798722,-0.7241370,0.7496482
-2.2122985,2.0416366,-0.4980746
1.1307125,1.5129576,0.2019832
1.6242539,2.2397145,0.5438547
-0.7058451,1.8693204,0.2615155
-1.1838054,-1.4730173,-0.5519373
0.0687998,-2.3059537,-0.0989661
1.2143732,-3.0713895,-0.0591550
-0.2820225,2.5995215,0.1236240
1.6072488,4.6440152,-2.1315482
0.3799393,2.2274231,0.0335965
2.1080793,1.3652722,0.1978651
2.1569564,-0.5793843,0.1004937
1.6830515,-1.6505120,0.0802562
-2.0119178,-0.7317581,0.0565866
-0.7799467,2.8839274,0.0115204
-2.0178223,-1.1249936,0.0688647
-1.6433016,2.0340384,0.1207556
0.0629541,2.7746958,0.0126465
0.3324380,2.0866312,0.0470178
-2.7576543,-1.0240962,0.2985464
-0.3308738,-2.7383721,-0.0778139
1.4520467,1.8095118,0.2748952
-0.3769715,-2.1581622,0.1247330
-0.9501947,-1.7260533,0.0419499
0.8414876,-2.6216088,-0.0087767
2.6554721,0.6989446,-0.4883993
-1.7625838,2.6754720,-0.5184371
-1.7474499,-1.0265347,-0.0406372
-2.9408723,0.8642525,-0.1326055
-2.8818242,0.9220068,-0.2351225
-1.9918875,0.1398707,0.0243173
0.4541572,3.0042824,-0.3185669
-2.8776192,0.2034752,-0.7061103
-3.2131160,-1.2663936,0.5182883
-1.0051836,-1.8737956,0.2050320
1.6392901,-1.2921536,-0.0371479
-3.1365984,0.1235171,-0.2197412
3.7305243,0.4427502,0.0025501
-2.2090968,0.4167086,-0.0655477
2.2387166,-0.7773237,-0.1035962
-1.8426429,0.7305210,0.8261777
0.2918559,2.9385606,-0.4272573
2.0788271,-0.5393623,0.0339276
-2.2379842,0.8000027,0.1217568
-0.1946500,2.8669803,-0.6224731
-1.4221832,-2.5023355,0.7163769
-0.1463969,-2.6019279,-0.2684001
2.2354572,0.4672793,0.1100037
0.5962010,-2.8676652,0.1773099
1.9944878,2.1089088,-0.7032894
0.5624719,-2.0966801,0.0665246
-2.9187767,0.8679758,0.0883917
-0.2290028,-3.3261627,1.3048666
1.2173611,-2.1751721,0.3382430
0.9345496,-2.2637454,0.2499874
1.6622860,2.3820668,-0.1128400
-1.9545486,-1.2535993,-0.1690841
-0.8298768,-2.6535471,0.0282402
2.4343084,1.6436637,-0.1366441
1.4672268,2.3015811,-0.4453691
2.4779302,2.1364407,-0.1144041
-3.2751166,-0.1812116,-0.4606605
-3.2400169,-0.2201168,-0.1878951
0.3885967,-2.6132773,-0.0266152
-2.9123166,0.5058597,0.0855056
-2.0616093,1.8820458,-0.6284708
-1.5534282,-1.7892011,-0.1824211
-1.2496988,-2.8405044,0.1367501
0.9387200,-2.2280263,-0.0005585
1.4187989,2.2156226,0.1213920
3.1919838,-0.1071810,-0.0862675
2.2577565,1.7842416,0.0585540
2.5885831,-0.6506924,-0.0080789
-1.5211312,-1.8467326,0.0906182
1.5092273,-1.5939229,0.1352337
-2.3100125,0.4608190,0.0203261
-2.5274530,-0.4048170,0.1882292
-2.0433136,-1.0900038,0.0800369
1.7957527,-1.4906518,0.3003967
0.9382999,-2.0445304,-0.3290310
2.6531583,0.9056474,-0.2116893
-1.3219552,2.4279412,-0.0391554
-2.0199926,2.2058005,0.4462487
-0.2876863,2.3635887,-0.1945504
-2.3316717,-1.0443096,-0.3194423
0.4506253,-2.3116525,0.1135537
-2.8439979,-0.2581695,-0.0571097
2.8582780,-0.0574648,0.1586218
2.5989267,-1.0227644,-0.4974289
1.4605256,-1.8339071,0.1860218
-1.1390489,-3.0392978,0.0191063
-1.7500921,1.2318550,-0.0520543
1.8208164,-1.5950204,-0.1048774
-2.5502846,1.3670702,0.7474330
-0.6792708,1.8815977,-0.1275829
1.7450913,2.2888307,-0.7001382
-4.5951163,0.3912736,1.0309560
-1.2023601,2.1797243,0.0781262
1.7903265,-2.2900559,0.2765617
2.8862406,-0.6664670,-0.0040339
0.8298813,-1.6674954,0.1507254
1.9345429,2.1089984,-0.0353369
-2.6155596,-0.3486803,-0.1751515
1.2111917,2.0213618,0.0931868
-5.0407174,-2.1887128,0.2668938
1.6867773,-2.7162022,0.1295548
2.9258825,0.0253743,-0.7563625
0.8699783,-0.8571142,0.1269627
0.9790540,-1.3238791,1.1830387
0.5839781,-0.4036543,-0.1681100
-0.7034960,-2.3816130,-0.3046090
2.2731742,-1.4342836,0.4385994
3.5361166,0.4464854,-0.0094951
-1.3888413,2.1513837,0.4082909
-2.8913334,-0.8085937,-0.1764342
-2.6178103,-2.0342239,-0.5172400
3.4194950,1.7826273,-0.6582312
2.4007513,0.8609541,-0.2443284
0.0796849,3.2662408,-0.0061597
-4.3387552,2.5177901,1.1241409
3.0747473,-0.4496302,-0.3946984
2.2229749,-1.3921471,0.0652646
-1.8220365,-3.1290611,-0.2242401
1.8595000,1.9904159,-0.1869634
-2.4212717,-0.0499273,0.2008649
2.8031381,0.0889064,-0.5573949
2.4227486,3.5141823,0.1375205
1.4354881,1.8596821,0.0005651
1.0447871,-2.1440619,0.0528582
-2.8037276,-0.5740012,-0.1284665
-1.1891198,-2.0886607,0.0604787
-0.8005699,-2.5629759,-0.3780022
1.1392907,3.0265512,0.1082940
2.4464213,0.2788225,0.9512680
2.1982480,-2.4079149,-1.7373702
0.4990441,2.6055475,0.1577432
-3.3990590,0.2777675,-1.2603434
-2.8070358,-1.5493621,0.3135112
-2.4391869,0.4078209,0.0816085
1.1578271,2.5154524,0.0884869
-1.4784767,-2.2444189,0.1371488
0.3119129,2.6865069,0.4574012
2.6382935,-0.2732560,-0.2280845
-0.0461378,-3.7985243,-0.3674372
1.2621018,-1.8043644,-0.0407337
2.1876173,-0.9726879,-0.1299207
-1.6822475,3.1972287,0.0716072
2.0725174,0.4806407,-0.0468106
-1.1620713,-1.9111954,-0.0251528
2.5298942,0.4430711,0.3224448
-1.1649458,2.5474208,-0.1208381
-5.3335786,-0.5695613,-0.3810699
1.6872693,1.9522604,-0.0682318
0.3238195,3.3963328,-0.0455920
-0.7030612,3.1817009,-0.0822171
-1.9998832,-1.2800623,-0.1503216
2.8605300,-1.2694352,-0.1239143
-1.6834223,-1.6079492,-0.0708423
-1.4688309,-1.7481911,-0.1548223
-2.0228328,-1.1809092,-0.0900613
0.0139198,-2.3991300,-0.0345820
-3.1356201,-0.0975002,-0.6422861
1.5786273,-1.8044273,-0.0917047
-3.4493602,-0.7148068,0.6299416
-1.7635971,1.7131683,0.1970133
