x_pred,y_pred,z_pred,x_true,y_true,z_true
0.32355368,-3.0061517,-0.10708907,0.1345929,-2.911458,-0.0887408
0.464822,3.3665714,0.43573412,0.4288628,3.2602082,0.409493
-1.8519489,-2.5615323,-0.08475487,-1.9643945,-2.3399776,-0.0842886
-1.5374626,-3.0984056,-0.0705974,-1.5937712,-3.1140787,-0.0820816
2.7710314,-1.5976954,0.094853535,2.638409,-1.5929163,0.063494
-2.143685,2.3918753,0.07501735,-2.0796455,2.2941596,0.0658136
2.7076697,0.07594183,0.09383759,2.6349735,0.1916501,0.0600653
0.30116177,3.0316367,0.123114325,0.115868,2.7819125,0.0726468
-2.1464934,-2.7151382,0.2153592,-2.1530939,-2.6816821,0.2199511
-1.5534495,-1.8353367,0.4591901,-1.4112356,-2.0066329,0.434103
0.16096611,2.9401493,-0.7486399,0.0524446,2.8047442,-0.7539729
-0.09791319,2.584141,-0.44238004,-0.356598,2.4027082,-0.4554378
0.39253038,-1.8047019,0.094022185,0.3795647,-1.8676179,0.1019638
1.9352515,-2.0596697,0.18164156,1.6325648,-2.1914419,0.1364433
-1.9594569,2.9884226,0.11932889,-1.9092101,2.866599,0.0890079
2.7510896,-2.4842384,-0.1281279,2.5897845,-2.2263612,-0.1146332
2.1355796,-1.7547996,-0.14135723,2.1668353,-1.3769705,-0.1118406
-0.9931146,-2.488965,0.77032554,-1.116756,-2.3888331,0.7453585
2.3730395,-0.92795163,-0.22179241,2.0707816,-0.9411022,-0.2291427
-2.580368,1.1708063,-0.15836151,-2.7179612,0.9573196,-0.1259262
-0.26216647,-1.6999066,-0.06739428,-0.4243399,-1.9006059,-0.071372
-3.0720825,-2.078742,0.06364454,-2.9566903,-2.0848482,-0.0167876
1.4099604,-1.9057167,0.38245213,1.2639531,-1.934881,0.3441048
-2.2445197,-1.21773,-0.17207305,-2.1298427,-1.4195433,-0.156553
-1.8744216,1.3554888,-0.0049448027,-1.9269037,1.1784631,-0.0149903
-2.8767493,0.094768904,-0.24503458,-2.9115294,0.0218191,-0.2649429
-2.976473,0.09231078,0.3897055,-2.8789518,0.2274497,0.4095428
1.3571684,2.7682137,0.010410358,1.2488465,2.7630833,-0.0025999
-0.4865462,-2.704323,0.35748836,-0.6147238,-2.7233928,0.3579088
-2.813019,0.095959574,0.48584905,-2.7604068,-0.0642771,0.4713016
-2.945933,0.65112334,-0.100255735,-3.0601254,0.4374365,-0.1405788
-3.148212,-1.6604443,0.20382589,-3.2893064,-1.5996789,0.1693328
-2.9686453,-0.4954163,0.123747595,-2.9343868,-0.4760497,0.1051676
-3.3621736,0.00041222622,-0.31082362,-3.3484106,0.0577432,-0.3234431
0.4147026,2.6983032,-0.4018886,0.2423917,2.5295958,-0.4309722
0.19739152,2.7111444,0.07361354,-0.0304005,2.7346475,0.0430549
1.9983201,0.07289043,0.074149475,1.8734569,0.1570716,0.0382316
1.4936801,2.0405388,-0.021613963,1.3845261,2.1041401,-0.0174368
-0.7822286,2.8954499,-0.6567621,-0.8725452,2.7344951,-0.6538338
-2.4564137,-0.020028451,-0.053777512,-2.9923521,0.0031844,0.0023963
1.0703913,-1.9019799,0.11390014,1.0089901,-2.0999698,0.1250231
-0.39533424,2.277621,0.28943762,-0.5461696,2.1522394,0.2901132
2.7917848,1.5288148,0.020123357,2.6508406,1.3274339,0.0330053
-0.20043112,-3.1644025,0.62317425,-0.2419901,-3.3277278,0.5840523
3.0980828,0.6289219,0.12430634,2.8935431,0.5930255,0.0937463
-3.1562579,-0.47349933,0.07738279,-3.128509,-0.5122835,0.0637838
-2.1381118,-0.10039247,0.06574867,-2.0997836,-0.1703801,0.0669551
0.5110499,2.746443,0.42469466,0.376548,2.6535975,0.4152631
-2.309679,1.725337,-0.4534856,-2.3605868,1.7901123,-0.4497003
2.9311473,-1.5061654,-0.18873131,2.8022224,-1.2789688,-0.1659409
-2.2172527,-2.064479,0.13824405,-2.2838392,-1.9227306,0.1658173
0.2646623,-2.7540658,-0.049523853,0.3345096,-2.7306675,-0.0930031
-1.859576,-2.8129132,0.3961574,-1.8007542,-2.9954064,0.3780433
1.5380076,1.9715987,-0.09177755,1.4015304,1.9253363,-0.1024326
0.2693532,2.128588,0.18103965,0.1851543,2.0157025,0.1976388
-2.9631028,0.5780029,-0.051266514,-3.0203641,0.6238001,-0.052746
-0.6666657,-3.001749,-0.1848143,-0.7244842,-2.9273976,-0.2485756
-0.08699816,2.3567576,0.90877056,-0.5204946,2.4524703,0.9678746
0.35999203,2.6815665,-0.26817396,-0.009009,2.5357124,-0.3413029
-1.0787325,-2.0561774,0.10148812,-1.2098616,-2.2073327,0.0565211
3.262509,1.5004103,-0.15566352,3.118991,1.5567796,-0.1481649
-2.453286,-0.21206275,0.13962123,-2.4670437,-0.3003104,0.1206438
-2.1272879,1.3885987,-0.09597019,-2.1690142,1.2906162,-0.1007792
-2.897435,-1.3466988,-0.17976853,-2.9870978,-1.4254975,-0.1572444
1.9891322,2.3044863,0.080768906,1.6095273,2.1987339,0.0599766
-1.359823,-1.3841146,0.7052333,-1.5687155,-1.3139346,0.6679476
-2.6036801,1.0033618,0.19919705,-2.6497809,0.9862531,0.1679178
-0.96118057,2.414854,-0.11023821,-0.8464711,2.3667936,-0.0863549
-2.2750087,-1.8622388,0.24586533,-2.437623,-1.9810932,0.1763313
-2.273292,-2.268215,0.009684686,-2.080166,-2.261686,-0.0039353
-0.25651154,-2.572699,-0.109122604,0.0318574,-2.5638319,-0.1711883
-3.1603425,-1.4735723,0.06118285,-3.9744749,-1.6288185,0.1333584
-0.3061417,2.7236984,0.35167527,-0.4714307,2.5481275,0.3384024
-2.4215777,-0.27794492,0.10431303,-2.3623132,-0.0929079,0.1066411
-1.5807312,-1.649078,0.45558232,-1.7415801,-1.7335806,0.3848857
2.0152917,2.1027167,0.38147253,1.7816917,2.0318964,0.3664877
-1.9444091,2.284791,-0.39772275,-1.8452295,2.1194303,-0.3880526
2.6066132,1.024764,0.77156717,2.3082776,1.1501525,0.7916136
1.6150824,-2.559083,0.52622116,1.5067313,-2.7292464,0.5049688
-1.1235033,-1.7599881,0.38485494,-1.0929252,-1.9868196,0.396324
2.942969,1.5875366,-0.27269477,2.8149201,1.7437197,-0.2510926
-0.71704966,2.7461348,-0.27204525,-0.9237476,2.6470239,-0.3135185
-1.8465372,0.47655413,0.16563967,-1.8760547,0.2317605,0.2318614
-2.1059992,-0.48672298,0.052641906,-2.0449249,-0.5054478,0.0365009
-0.9817958,2.4297159,0.66820925,-1.1013487,2.2634279,0.6380954
-1.0804116,-2.2679672,-0.05794772,-1.2846041,-2.5438343,-0.0297753
0.7338972,3.1635504,-0.30940095,0.4661914,3.3279107,-0.2971755
1.4133353,-2.6496618,0.08577118,1.3990966,-2.6790616,0.0527282
-2.2879457,-1.2971804,0.12320073,-2.1704315,-1.3600726,0.078176
1.3639123,-2.5131376,-0.18066186,1.4432889,-2.3431454,-0.1837671
0.13846554,-2.0190988,-0.17112985,0.0126135,-2.3665027,-0.2580354
-1.4816921,-2.107934,-0.010655549,-1.408521,-2.1504529,-0.0058303
-3.4961886,-0.3109698,0.092721075,-3.3681433,-0.4020595,0.0252251
1.6607331,2.406641,-0.25190404,1.595932,2.3815403,-0.2451191
-0.5891226,2.3435507,0.15910688,-0.6626517,2.0963924,0.1292064
0.572213,-3.1383417,-0.3478142,0.3975934,-3.1981104,-0.3570388
-2.5472443,-0.885109,0.46812645,-2.5360233,-0.7806329,0.4652771
2.4177601,1.6071388,0.018250717,2.4377479,1.4622241,-0.0135169
-1.2877235,-1.6239332,0.3031477,-1.348137,-1.751962,0.2823179
-2.7088003,-1.5154402,0.36312512,-2.8518708,-1.4404997,0.3298763
2.4425232,1.4238062,-0.13700432,2.3771783,1.3944824,-0.1013316
-2.7080016,0.11080899,-0.0011793823,-2.8310905,0.0108037,-0.0110234
3.4083858,-0.2703248,0.21172215,3.0525901,-0.2266997,0.1359831
3.24303,0.0687642,-0.14383864,2.9098451,-0.0326335,-0.1621711
1.6734214,-1.8797481,-0.31849298,1.6723007,-1.743857,-0.3044393
-0.88568383,-2.1324556,0.41667148,-0.7113509,-2.3836045,0.499164
2.7418826,0.39196542,-0.15310352,2.599139,0.2974334,-0.1656671
1.4133575,-1.2950445,0.03859477,1.3994736,-1.2460225,0.0314566
-0.8569167,-3.3867595,0.15517573,-0.8870246,-3.4735814,0.1093853
-0.29235756,-2.1441743,0.06910714,-0.2999488,-2.2008375,0.0639822
-1.8549827,2.1931317,-0.2879474,-2.0036607,2.1739622,-0.2677754
-3.604005,-1.4459962,0.15585564,-3.711482,-1.4558822,0.212014
-2.2919998,-2.3896844,0.10787437,-2.1420555,-2.4502627,0.0848845
-2.2584016,0.3158689,0.09492619,-2.8618245,0.463541,0.0992848
2.1516662,0.35491025,0.30969495,2.0639101,0.3144803,0.2643885
-2.3914928,-2.076945,1.1010329,-2.221987,-1.8311339,1.0980364
-1.6111263,-2.5764856,-0.63340896,-1.7156956,-2.5562179,-0.6037151
-0.503798,-3.5757425,-0.5461775,-0.484307,-3.5603498,-0.5362999
-2.0908954,1.3847356,0.8252093,-2.0688263,1.026903,0.8654154
-2.418998,1.332871,0.13043518,-2.7025455,1.1001433,0.1052834
2.5951185,-2.353511,-0.5101607,2.4207061,-2.2720285,-0.5515997
0.9452243,-1.9943454,0.6214929,0.7121969,-2.2403738,0.6316962
0.5123009,1.9535427,-0.1500393,0.2893163,1.932333,-0.1910373
2.8137906,0.48251516,-0.09365143,2.704267,0.4648149,-0.0607646
-2.882473,0.9939675,0.16250157,-2.8493243,0.995524,0.1159553
2.0368428,1.7276994,0.13646397,1.9976777,1.7580637,0.1296728
-0.92623603,4.0684924,-0.1298902,-1.1824374,3.8363049,-0.1255476
0.49759686,2.7422702,-0.27351114,0.518693,2.7700479,-0.2349582
-1.6230794,1.8156943,-0.20300864,-1.7480998,1.5847679,-0.2316937
-0.28935114,1.9776052,0.28594893,-0.3554357,2.0083449,0.2723249
0.6455179,-2.796212,0.001911298,0.5700119,-2.8789234,-0.0329906
-3.234332,0.573858,0.004743537,-3.2628932,0.5381201,-0.027387
-1.216352,2.3718581,0.21044108,-1.344066,2.1275364,0.2045996
-0.30568588,-1.6791117,-0.12386088,-0.0961096,-1.8963929,-0.1599313
-2.5977705,-0.16707335,-0.19411334,-2.4928895,-0.2691216,-0.2346797
-1.5092692,-2.395259,-0.014895072,-1.5995025,-2.4850778,-0.0538309
0.94183326,-1.3264256,-0.6334972,1.1699227,-1.2838183,-0.5734121
-0.98594177,-1.9804503,0.21838851,-1.0997252,-2.1889167,0.2150778
-2.4971101,-1.6120048,0.4309671,-2.6023598,-1.5931041,0.4086195
2.099894,-1.6628351,-0.39175135,2.087246,-2.0027495,-0.4649823
1.887604,2.330475,-0.20914143,1.4879005,2.3713378,-0.2551849
-0.83972,-2.9754415,-0.25520498,-0.7509349,-2.9294374,-0.3014591
-2.2023125,0.9752252,0.83753484,-2.5526172,1.1350299,1.1845784
2.0723612,1.8968778,-0.35736266,1.8628335,1.8771751,-0.346698
0.45340252,1.6258608,0.0026671637,0.3696362,1.9126501,-0.0236679
-2.4085023,-2.7438085,0.29927522,-2.18672,-2.8430992,0.2746587
0.082373865,-2.5518057,0.7371851,-0.0396676,-2.8325677,0.7309569
1.4335837,1.8444953,0.14228192,1.4175995,1.8510603,0.1527338
-1.6920764,1.7508903,0.21047662,-1.8833501,1.4445249,0.1812434
1.3506455,2.4659262,-0.74274737,1.29889,2.5204569,-0.7364348
-2.3992524,-2.1819556,0.16877131,-2.4157581,-2.2007326,0.1559869
1.4305865,-1.9866561,-0.2137231,1.5035073,-1.8016798,-0.2314959
2.5371103,-1.6472527,-0.109452955,2.459184,-1.6560369,-0.1477549
-2.4079616,2.4167936,0.7473416,-2.6188912,2.068932,0.6252723
