m,peri,node,incl,e,n,a,date,x,y,z
32.64336,60.99035,24.25595,2.87298,0.1190162,0.08224123,5.2369244,20241111,-2.7996624,3.8144767,0.2322499
51.28023,252.11206,61.67925,10.79866,0.0921097,0.18855028,3.0119743,20241110,2.7387077,0.7041010,-0.3961337
109.14372,31.01934,238.04195,9.46678,0.0673668,0.18804282,3.0173907,20241111,2.7799256,1.3343098,0.2755223
3.02168,308.95578,168.14863,16.16616,0.155423,0.08257882,5.2226421,20241110,-2.3177448,3.6461787,-0.8964600
173.1316,252.39896,23.01101,1.64789,0.137368,0.17873664,3.1212387,20241111,-0.0086633,3.5463604,0.0940046
292.88494,70.93304,339.99997,6.9022,0.1493016,0.2935232,2.2423725,20241111,1.8124420,-1.1697871,-0.0580261
64.40711,319.12008,113.51818,18.93299,0.1199229,0.08327294,5.1935794,20241111,-4.1812123,2.5457716,0.9666401
69.21368,110.98294,341.48046,7.18779,0.0405208,0.25456046,2.4657105,20240629,-2.3620359,0.5864217,-0.0244905
105.42628,103.43219,22.71984,5.16556,0.0757235,0.28867094,2.2674306,20240707,-1.1747620,-2.0021780,-0.1259373
27.14813,89.30621,241.0798,5.27852,0.2222997,0.29345576,2.2427161,20241110,1.7809694,0.4061005,0.1258788
200.24707,90.50888,328.35885,6.3396,0.1833526,0.23121757,2.6289894,20240905,-0.8861306,-2.9413489,-0.3298557
344.35599,318.4092,177.62864,17.57159,0.0750157,0.08477069,5.1322238,20241110,-2.2332371,4.0202469,-1.2427520
309.48192,6.67805,235.63102,2.18489,0.0745454,0.30804689,2.171325,20240501,-2.0678705,-0.1744308,-0.0613633
6.52053,124.18889,253.10874,3.78326,0.1671319,0.29180698,2.2511561,20241110,1.6774279,0.8405919,0.0899863
132.3857,126.65705,267.27951,10.96117,0.1573486,0.17174423,3.2053929,20240707,-3.5149356,0.1221959,-0.6811185
148.5394,127.17031,21.26949,2.16087,0.0645051,0.31373914,2.1449816,20241031,1.1520461,-1.9485972,-0.0842853
261.39866,190.04979,144.20862,2.07023,0.1746412,0.17409924,3.1764216,20240716,-2.6789860,-2.0061536,0.1154591
196.48331,69.51692,188.79969,9.82269,0.0371475,0.18715408,3.0269357,20241110,-0.1922389,3.0835051,-0.5326791
298.08795,80.96949,10.89976,7.77048,0.0497068,0.1874671,3.0235652,20241110,2.6874470,1.2341108,0.0960220
220.14834,64.58312,346.36552,1.35438,0.0680387,0.2045898,2.8524195,20241011,-0.1894471,-2.9990575,-0.0699638
83.67681,244.40091,70.48108,11.41258,0.0855282,0.18757709,3.0223832,20241111,1.9824829,2.2617021,-0.2246495
134.68332,229.50796,82.99754,11.62654,0.1082748,0.18785768,3.0193729,20241111,-0.2827516,3.2500005,0.1392654
100.94949,66.70105,74.23001,2.38708,0.1176536,0.17348448,3.1839211,20240905,-0.8724196,-3.1782704,-0.0010087
182.87652,96.14714,222.00395,3.80108,0.2111416,0.30354043,2.192763,20240526,-2.0322709,1.7001103,-0.1742896
115.94912,50.89117,253.6469,1.79881,0.0917589,0.26835326,2.3804814,20241106,0.8742998,2.3328160,0.0057193
290.66547,100.24762,294.30712,9.59537,0.2573921,0.26662467,2.3907592,20240920,1.0015033,-2.0998316,0.0081777
245.17716,270.93312,143.1433,12.83384,0.1922238,0.23530413,2.5984619,20241005,0.5968820,-2.7825132,0.4256452
227.89125,200.34306,87.63897,3.20968,0.014834,0.19867432,2.9087623,20240627,-2.6504090,1.2587687,0.1514119
151.80275,135.23585,68.65211,14.21579,0.1070324,0.23433558,2.6056169,20241109,2.7814561,0.0726553,-0.6495852
89.71971,357.50727,54.95735,21.68303,0.1225484,0.08129524,5.2774725,20241111,-4.5896038,1.9553134,1.9404475
174.00285,303.82233,24.65099,4.42292,0.1180257,0.30704431,2.1760491,20240607,-1.9573704,1.4336160,0.1639290
218.45135,280.97123,35.45943,7.40298,0.0582339,0.25787263,2.4445516,20240707,-2.5185701,0.3899240,0.2311059
225.16396,321.54735,316.45782,1.14288,0.1328396,0.30515419,2.1850254,20240603,-1.6582479,1.7440733,0.0024313
240.44658,4.76541,266.30649,1.33318,0.2110225,0.27248207,2.3563733,20241110,-1.8273084,1.9448541,-0.0453536
19.9615,194.61458,49.76443,12.2086,0.1168781,0.17342729,3.184621,20241015,-0.0499063,-2.8141497,-0.3850537
330.86646,108.92724,253.76735,4.02599,0.2500909,0.23085485,2.6317424,20241109,1.4849467,-1.4971946,0.1298047
17.60148,206.85212,260.11748,9.37269,0.0276405,0.18806402,3.0171639,20241110,-1.6810723,2.3851566,-0.3409281
165.7597,107.67665,252.85676,2.04501,0.3349241,0.20205062,2.8762674,20240605,-3.7919692,0.4663847,-0.1342941
16.19068,89.8135,255.86557,2.51548,0.1176799,0.31929462,2.1200282,20241110,1.8703689,0.2050795,0.0774807
11.21682,304.27466,18.70568,9.07481,0.1502258,0.20926146,2.8098073,20241111,2.2224189,-0.8689177,-0.2452973
64.56818,322.51845,19.95912,3.97047,0.1419514,0.29403293,2.2397802,20241111,0.9827504,1.9019399,0.1007985
71.92502,11.95846,99.31431,2.93323,0.1283897,0.1706514,3.2190631,20240711,-2.9876040,-0.9573265,0.1590036
5.22614,300.13995,135.72271,15.6001,0.078652,0.23876939,2.5732597,20241110,0.2809890,2.2983339,-0.5142165
86.44985,305.88255,89.74326,11.13212,0.1104147,0.1890395,3.0067755,20241111,-2.0863954,2.1480789,0.4124392
229.61048,339.82706,338.87743,8.74652,0.1142537,0.22242912,2.6977909,20240708,-2.9112949,0.0502935,-0.1541929
226.22268,284.22202,184.76172,9.59549,0.0699384,0.1881469,3.0162778,20241110,2.7359565,-1.5708914,0.3030482
61.57038,329.30157,23.12313,26.97941,0.1919384,0.26826985,2.3809748,20241110,0.6437516,1.9896366,0.8028021
160.35593,243.24157,52.02072,15.69894,0.1071973,0.24296396,2.543557,20241111,-0.3915500,2.7192551,0.5570751
250.10174,63.28222,204.05405,6.36742,0.1927038,0.22198199,2.7014124,20240526,-2.2116683,1.9411673,-0.2984055
241.68543,192.06204,44.71357,9.73953,0.1823665,0.21581963,2.7525935,20241111,-0.6130955,2.9585422,0.4349079
357.55588,312.0625,148.94413,17.52643,0.2027719,0.24125233,2.5555735,20241110,-0.2952252,1.9582487,-0.4816874
190.88449,339.63243,195.20932,1.46217,0.1260512,0.22951601,2.641967,20241107,2.9650798,0.1746065,0.0155547
80.71291,117.0506,176.62198,1.51842,0.1591504,0.28910583,2.2651562,20241110,1.9060060,1.2214855,-0.0352995
167.53031,73.06873,193.80578,2.10504,0.1172752,0.17990805,3.1076754,20241111,0.7834833,3.3735825,-0.1135463
146.99117,333.99598,248.08628,2.67146,0.1282737,0.28280092,2.2986994,20241110,2.4531887,0.7099855,0.0938308
302.85699,178.89607,175.52566,16.59503,0.0383732,0.17895849,3.1186587,20241110,1.2272457,-2.6916258,0.7711771
158.59855,48.65834,128.70101,6.35275,0.096855,0.29001416,2.260424,20241108,2.3058704,-0.8649512,-0.1401382
130.43333,45.42703,322.57356,7.30358,0.2022699,0.24375759,2.5380331,20240502,-2.6089716,1.3106554,-0.0698182
255.5548,288.50937,206.52744,9.57155,0.0397186,0.1896534,3.0002835,20241111,2.7215411,1.3418893,0.0025119
9.45495,322.76345,185.04854,24.11315,0.0803134,0.38474195,1.8722177,20240228,-1.6033083,0.5535513,-0.3099585
321.34854,140.17946,168.88133,13.39501,0.1719156,0.20583955,2.8408622,20240922,-0.5996666,-2.3568745,0.5782736
351.44475,85.98244,306.53044,8.76454,0.1072358,0.18802788,3.0175505,20241111,2.4800753,0.9862872,0.3977593
121.86021,76.73167,115.26729,13.01731,0.1313309,0.20143838,2.8820924,20241111,2.5311303,-1.7793365,-0.3535934
114.17121,60.2911,154.82177,6.72722,0.0846972,0.17567684,3.1573765,20241107,3.0394324,-1.2453483,-0.0195871
117.1989,280.71713,46.51667,23.07635,0.2555266,0.26942323,2.3741748,20241109,-0.6477012,2.5069136,0.9352068
214.39278,311.23222,262.44762,13.47182,0.0485979,0.24067546,2.5596554,20241111,1.1008944,2.4189348,0.1852789
284.48807,1.41614,55.13033,2.74705,0.0651504,0.20671568,2.8328295,20241103,2.5054086,-1.2390078,-0.1326184
345.57022,115.79065,330.72099,3.59084,0.033604,0.21161915,2.7888987,20241111,0.8723071,2.5480376,0.1662443
147.41205,357.80587,101.59318,3.18578,0.142323,0.17184188,3.2041785,20240901,-0.9653551,-3.4713885,0.0914643
318.61441,224.35036,153.79449,2.26836,0.0380101,0.2031038,2.8663157,20241107,2.4996350,-1.2313421,0.0000380
268.84273,328.60042,292.24164,12.79128,0.1427113,0.24161941,2.5529845,20240306,-2.2995675,1.1770628,-0.3820843
135.27096,71.01607,245.21616,7.13137,0.2511357,0.24008224,2.5638702,20240306,-0.9294082,2.9284272,-0.2591571
228.92601,55.99217,174.93755,9.77047,0.0358366,0.18430468,3.058054,20241110,-0.3774989,3.0655757,-0.5200945
304.13218,100.75292,282.45892,12.42449,0.1051102,0.17510735,3.1642185,20241110,2.1454829,-2.0705654,0.3631312
359.70842,255.08382,172.78865,23.31522,0.2877322,0.26387204,2.4073568,20241108,0.6441645,1.4482488,-0.6540834
273.80331,248.8864,324.32547,12.03704,0.1197989,0.23754739,2.5820771,20241111,-1.0455097,2.3624910,0.2792133
319.93759,78.61421,135.05741,4.18082,0.0982821,0.28235913,2.3010965,20240707,-2.0694630,0.5324631,0.0793107
107.36864,175.49811,199.84268,7.94995,0.2339084,0.21186935,2.7867026,20240526,-2.5530323,1.7299136,-0.3482600
228.68544,56.13264,155.09235,3.25341,0.1344408,0.27266678,2.355309,20241111,0.9013781,2.4187659,-0.1462826
146.76906,210.95165,352.83525,3.80155,0.0185757,0.2711834,2.3638903,20241109,2.3757268,-0.3464675,-0.0031532
121.85877,167.33979,207.99402,2.09769,0.0439627,0.08369092,5.1762727,20241110,-4.1400877,3.3096034,-0.1782185
336.56649,181.2477,134.05379,1.5923,0.1640504,0.17652695,3.1472317,20241011,0.5927976,-2.6242000,0.0388799
97.21328,219.75105,126.95684,7.72899,0.1231714,0.18910175,3.0061156,20241111,-0.4167359,3.0610584,-0.2045770
184.57151,265.00734,326.16633,8.96052,0.0101343,0.23939176,2.5687978,20241111,1.4463071,2.1160348,0.4041261
246.85332,55.45917,60.61139,26.49483,0.1513469,0.37298868,1.9113444,20241111,1.8359228,-0.3183251,-0.8752478
332.83157,246.32217,103.31614,2.03468,0.1812467,0.18100229,3.0951379,20241103,1.7103590,-1.9889394,-0.0428551
219.94451,230.21954,171.50368,9.26178,0.0332459,0.17557401,3.1586092,20240921,-0.5955265,-3.1423880,0.5211579
187.48719,35.53896,292.62688,4.8651,0.1999184,0.28788786,2.2715405,20240526,-2.4259656,1.2274535,-0.1504014
219.43686,321.73175,169.70809,4.70943,0.107033,0.29041993,2.258318,20241106,2.3573723,-0.6824369,0.0206183
75.03887,302.63361,288.50096,5.72988,0.0818347,0.27159145,2.3615219,20241111,1.6528333,-1.6343484,0.1052366
214.38201,215.06531,325.63723,5.19881,0.0979567,0.29312618,2.2443968,20241111,2.1149567,1.1841844,0.1975554
74.8229,75.86375,154.66283,12.93321,0.1244004,0.22657343,2.6647925,20241110,1.9994061,-1.6830774,0.1528350
20.91203,197.33989,122.89912,3.1951,0.1658721,0.29541987,2.2327645,20241108,1.8634078,-0.3463587,-0.0768369
49.37308,76.43014,66.88456,1.00201,0.1492304,0.17712805,3.1401073,20240712,-2.5605729,-1.3211486,0.0321178
24.8158,336.59393,201.18674,17.59765,0.0905814,0.17443682,3.1723221,20240724,-2.5938623,-1.3303656,0.0961030
358.20473,207.04877,66.04852,1.4249,0.1659064,0.17660688,3.146282,20241011,0.0250153,-2.6244031,-0.0270700
283.47337,244.63812,358.60471,6.73163,0.2025436,0.24414749,2.5353303,20241110,-2.0221393,1.4916385,0.1701981
279.84047,355.55095,17.5285,6.01568,0.2418577,0.2596844,2.4331683,20240921,-0.2086621,-2.4535312,-0.2399273
91.41617,129.79952,308.08358,14.23773,0.189337,0.22203681,2.7009677,20240710,-2.7014955,-0.4586673,-0.6113325
213.54833,206.81004,66.83846,12.81944,0.1631523,0.22564259,2.6721161,20241111,-1.3977240,2.6622849,0.5306972
102.50244,277.67745,4.06549,6.16773,0.0187461,0.15723296,3.3996978,20241110,3.0608636,1.5071368,0.1390082
61.50947,312.5159,91.17602,15.20956,0.0746853,0.24214029,2.5493219,20241111,-0.9348261,2.2735513,0.2414144
107.94244,24.43641,187.41859,5.05574,0.0915474,0.25655026,2.4529447,20241110,2.1852375,-1.2871511,0.1378815
295.69277,229.6502,172.4089,3.2673,0.0936281,0.18346039,3.0674289,20241110,2.5051662,-1.5863426,0.0708736
209.63637,157.91833,254.06756,14.21941,0.1317393,0.20603857,2.8390325,20241003,-0.8174238,-3.0672650,0.0141783
342.32047,10.51476,128.77744,11.07682,0.0438955,0.18758984,3.0222462,20240527,-1.4546827,2.5031874,-0.0849044
277.60103,221.43095,218.04458,12.81193,0.1518648,0.23050586,2.6343981,20241109,2.4427433,-0.8744034,0.4989496
161.96842,109.0109,179.81941,11.87684,0.1792516,0.25646624,2.4534803,20241110,-0.3023719,2.8004940,-0.5887711
272.98938,127.23305,311.25077,3.10741,0.0306556,0.23412224,2.6071995,20241109,2.5464454,-0.5449858,0.0844260
136.44067,114.97967,160.45574,14.98712,0.091305,0.23719686,2.5846203,20241110,1.4130947,2.2712383,-0.6995503
16.41018,153.36972,328.04704,12.30388,0.2332465,0.2393371,2.5691889,20240526,-1.7086001,1.0599950,-0.0010562
156.20186,32.48806,355.15326,9.99355,0.1623523,0.15710062,3.4016068,20240711,-3.8560617,-0.6757067,-0.1760509
167.90684,120.61959,171.42788,10.34365,0.0890918,0.18753616,3.0228229,20241110,-0.6842639,3.1671614,-0.5529907
210.22602,29.25507,185.11176,4.03323,0.0790317,0.29318406,2.2441014,20241111,1.1862814,2.0823459,-0.1387889
147.54232,211.15609,332.2704,2.18062,0.0945489,0.28765342,2.2727745,20241102,2.2509248,-0.9906991,0.0064897
350.27141,17.84183,107.21302,4.14771,0.1213772,0.27208558,2.358662,20241111,-0.7968672,1.9187548,0.0140227
182.99861,172.35749,126.8907,2.31813,0.143579,0.17406372,3.1768537,20241111,-1.8991495,3.0964719,-0.0137586
12.22991,316.8568,163.34007,13.59958,0.1817446,0.22387275,2.6861807,20240617,-1.6550254,1.4543472,-0.2222784
350.26978,354.55165,114.19036,2.60003,0.1394917,0.18009042,3.105577,20241111,-0.2697111,2.6668867,-0.0384526
58.00731,157.70829,210.64171,17.17945,0.2885658,0.16455182,3.2981286,20241108,-0.4126923,2.8880774,-0.8332306
155.35074,163.96664,33.9937,1.0357,0.1729654,0.17353224,3.1833369,20241109,3.6968727,0.0130085,-0.0371717
339.67559,277.87707,125.3589,0.44803,0.6247569,0.24300104,2.5432983,20241111,1.1071552,-0.9240861,-0.0028790
179.61326,29.84501,196.24871,10.88316,0.189673,0.2333345,2.6130642,20241110,2.1739987,2.2031149,-0.2897072
221.64616,338.75975,151.80098,14.40274,0.1344389,0.23378735,2.6096887,20241108,2.7573745,-0.8532876,-0.1414869
175.91468,237.02476,294.35094,6.66948,0.6360916,0.35355698,1.9807505,20241018,3.1756722,-0.5589968,0.3113537
70.1467,31.3789,28.43861,9.4534,0.0358013,0.23815493,2.5776839,20241030,-1.7511477,1.8082059,0.4036007
307.28535,321.74358,265.61475,2.23397,0.097816,0.29854538,2.2171537,20240502,-2.0278630,0.5413882,-0.0804900
331.49839,275.47675,144.68812,24.08709,0.0688868,0.18007305,3.1057768,20241111,2.4582661,1.1683631,-1.0614556
272.89194,24.50252,174.75671,1.28586,0.1073278,0.1846909,3.0537892,20241111,-0.5271788,3.0260585,-0.0665581
135.65249,228.10569,136.18941,6.12497,0.1507207,0.27630263,2.3346012,20241106,-2.2681493,1.2861909,0.0688962
6.27562,126.94741,194.09021,5.35405,0.1350551,0.28219632,2.3019815,20241109,1.7134391,-1.0106019,0.1309562
124.30153,116.07196,198.72851,12.94522,0.1674502,0.23320868,2.6140039,20241110,-0.1360314,2.8323035,-0.6266049
115.82645,40.02156,231.69888,12.06858,0.1448551,0.23082622,2.63196,20241111,2.1247800,1.8790549,0.1075077
38.44584,129.03477,208.03438,0.54951,0.1679796,0.17170405,3.205893,20241110,2.4563891,1.3993120,-0.0007732
254.78283,250.28936,127.33594,1.89332,0.1660311,0.1756694,3.1574657,20241002,-0.8564389,-3.2581417,0.0878307
331.08227,357.31772,155.99935,7.52374,0.0419376,0.22247983,2.697381,20240527,-1.3812827,2.1939367,-0.1905060
266.50261,219.8497,178.19982,2.05416,0.0668448,0.20646293,2.8351409,20241031,1.2966602,-2.5466998,0.0898370
130.20166,224.61595,166.02889,1.51173,0.0263298,0.12818986,3.8955334,20241110,-3.7921805,1.1519062,-0.0053382
357.11426,122.55328,7.0053,12.60312,0.7724149,0.2834968,2.2949362,20241001,-0.0566689,0.5468527,0.1228999
184.57374,48.28336,108.35825,2.37542,0.120232,0.17883662,3.1200754,20241104,3.2866829,-1.1809113,-0.1139725
177.47374,278.10846,71.93226,6.11949,0.1340661,0.25594352,2.4568197,20240627,-2.7110096,0.5698610,0.2952726
351.57384,241.9681,241.57868,7.77813,0.2226143,0.2188326,2.7272694,20241110,-0.7159140,1.9954479,-0.2157316
63.03109,13.52017,238.08614,8.87562,0.2265046,0.17547552,3.159791,20241109,2.7769705,-0.9886442,0.4497178
78.66586,137.26069,144.33686,10.24917,0.0833923,0.18782781,3.019693,20241110,2.9274690,0.4806499,-0.3792181
93.55325,260.94558,341.17167,28.59658,0.1336876,0.23441254,2.6050466,20241109,2.6189949,-0.4856204,0.2102079
230.66647,322.7795,222.66656,3.816,0.0855768,0.28828353,2.2694615,20241111,1.5751802,1.8129482,-0.0177111
0.33482,26.39589,249.6745,1.16973,0.0178263,0.2035339,2.8622762,20241018,0.3139695,-2.7935464,0.0258246
327.47488,212.49305,261.1572,9.03781,0.0552389,0.1874992,3.0232201,20241111,0.6215357,2.8173903,0.0287976
215.84709,219.10754,147.43405,16.78834,0.0710044,0.17148447,3.2086291,20240812,-2.6063463,-1.9747858,0.9253652
291.27094,13.82563,330.14473,21.60225,0.0811297,0.17558146,3.1585199,20241018,-0.1030707,-2.9092082,-1.0194036
153.11505,290.35065,159.59209,10.46608,0.0758251,0.19062361,2.9900945,20240902,-1.2466068,-2.8846339,0.5797225
148.72488,315.84258,24.37824,0.58578,0.2035594,0.17303962,3.1893757,20240522,-2.8396761,2.4828623,0.0351055
200.17212,343.47655,22.08405,14.82706,0.244454,0.17565782,3.1576044,20240709,-3.6991253,-1.2294283,0.0665808
256.9279,220.47555,253.15342,3.41056,0.0772418,0.26711492,2.387833,20241110,2.4370395,0.0928062,0.1374017
249.76418,84.70558,13.75357,3.54798,0.1295682,0.26211527,2.4181014,20241111,2.3218592,-1.0728550,-0.0988397
167.58782,279.82501,246.64382,5.74952,0.0639237,0.262417,2.4162474,20241105,2.3247890,-1.0589279,0.2571626
246.51924,49.79881,202.5379,4.46226,0.1719636,0.27260842,2.3556452,20240504,-1.3751970,2.1614598,-0.1969303
224.24128,348.77906,355.41232,23.13072,0.2118477,0.27992877,2.3143961,20240710,-2.6161918,-0.6002515,-0.3449754
228.56449,37.60816,209.51815,4.90065,0.1443856,0.29251073,2.2475439,20241109,-0.6255336,2.3963623,-0.2052238
126.46594,64.17498,140.60471,3.08992,0.1243428,0.25451233,2.4660213,20241107,2.5340225,-0.8406203,-0.0517490
335.15198,232.51044,220.96018,6.99993,0.1954319,0.21003549,2.8028999,20241111,1.2842335,1.9439316,-0.0768784
194.87226,39.09076,187.88917,17.16957,0.1247899,0.23209936,2.6223264,20241110,1.5432517,2.4113885,-0.6725479
34.16661,217.79011,206.80779,3.74254,0.296617,0.27083601,2.3659112,20240603,-1.0808490,1.5368282,-0.1216100
204.15373,83.25571,269.14191,9.23777,0.1058604,0.18888706,3.008393,20240707,-3.1884000,-0.6947968,-0.5168148
343.13782,182.10118,200.79526,12.12028,0.1871477,0.19793489,2.916002,20241109,2.3966009,-0.0615378,0.1950790
45.17462,258.75942,61.94747,3.48208,0.1069345,0.29370659,2.241439,20241109,2.0092524,0.5564808,-0.0919726
81.8139,133.00757,211.87236,5.4106,0.2572295,0.20324363,2.8650009,20241111,-0.2987392,2.9220486,-0.2499728
99.98486,21.25009,132.97958,2.70796,0.152021,0.26573287,2.3961051,20241002,0.0275872,-2.5087925,0.0799411
4.42043,113.34545,223.10869,5.27166,0.1361177,0.28183876,2.303928,20241105,1.8924784,-0.5994801,0.1597115
261.75151,323.73102,161.06193,5.17409,0.1792118,0.2697662,2.3721621,20241110,2.4822868,0.3106126,-0.0995534
134.28751,77.09612,261.0013,8.5958,0.0665433,0.29017174,2.2596056,20241110,-1.0797421,2.0984945,-0.2108213
294.90687,277.95658,182.49315,21.70803,0.0835014,0.36587262,1.9360479,20241109,1.6871543,0.7795341,-0.2808293
239.68513,112.23072,184.81675,3.83387,0.1874298,0.26522543,2.3991603,20240530,-2.5244627,0.8975315,-0.0741399
9.54959,226.42133,43.74291,1.68136,0.1667362,0.17153139,3.208044,20241024,0.6344522,-2.6068216,-0.0681585
83.01748,301.18043,331.24315,1.21861,0.0331223,0.19145103,2.9814732,20241109,2.9722840,-0.0404982,0.0296625
60.94028,145.40539,348.56326,7.27255,0.0400527,0.15431169,3.44247,20240709,-3.1926391,-1.0878208,-0.2168549
112.86397,345.32312,29.19179,3.16134,0.0946351,0.22913509,2.6448942,20240601,-2.0137083,1.8835293,0.1450643
277.74674,42.16881,144.93449,1.84832,0.0729268,0.26389102,2.4072414,20240410,-0.2716494,2.3801406,-0.0578309
229.24392,20.00797,294.69374,1.27857,0.1865178,0.30749729,2.1739115,20240629,-2.4370702,0.4283733,-0.0454246
70.16563,24.59033,320.65028,1.14156,0.1077606,0.19537002,2.9414678,20241111,1.0969035,2.6468379,0.0546441
25.7294,124.16524,246.50401,0.97904,0.0736085,0.19475482,2.947659,20241111,2.0986938,1.7855028,0.0207263
243.83596,210.92103,29.70822,0.27657,0.1551136,0.17985733,3.1082596,20240502,-1.1502215,3.1727525,0.0160537
313.04767,356.488,344.88792,8.99409,0.1147702,0.18685391,3.0301765,20241019,0.6814880,-2.7057733,-0.3853346
163.73038,268.70447,85.99227,1.76627,0.1656615,0.17172043,3.2056892,20240506,-3.5539537,1.0967983,0.1116891
283.33068,26.17852,359.00445,1.94254,0.1679707,0.26926072,2.37513,20240924,0.7728800,-2.2171601,-0.0747320
275.94117,239.63845,37.35178,3.07125,0.1756888,0.29898027,2.2150032,20240708,-2.2240653,0.2769345,0.0842112
85.09652,287.58504,124.49741,2.07433,0.2255634,0.17353325,3.1833245,20240401,-3.1323435,0.9769703,0.0734609
357.45516,119.02705,305.61884,5.82866,0.1039074,0.28171169,2.3046208,20241106,0.9779231,1.8094539,0.1887257
208.59143,164.75852,319.67947,4.70431,0.1068993,0.19291433,2.9663773,20241110,2.7502380,-1.7342561,0.0376329
95.83231,266.68058,59.27843,2.51732,0.1210286,0.17459625,3.1703907,20241111,0.8289830,3.1464832,0.0393384
198.22945,133.59312,115.26839,3.34333,0.1743934,0.26403338,2.406376,20241111,0.3924920,2.7816718,-0.0900999
118.25017,58.56039,163.95213,13.50293,0.1387087,0.22809042,2.652964,20241109,2.8413187,-0.3322149,-0.1119467
110.26595,342.12159,345.01507,14.51523,0.1754926,0.23228919,2.6208976,20241111,-0.2536877,2.7522421,0.6713449
46.83569,226.89157,201.92529,13.02254,0.1596423,0.23305485,2.6151541,20241110,-1.5311960,1.7387252,-0.5052855
273.43565,72.4331,183.7255,2.60976,0.1484158,0.12421511,3.9781984,20240210,-3.5802375,1.8476985,-0.0946443
217.18523,227.05943,72.45604,3.04399,0.0708932,0.27351107,2.3504595,20240627,-2.1952045,1.1620142,0.1299328
67.71535,278.92972,169.15897,40.72003,0.4682605,0.46621988,1.6471843,20240625,-1.4294985,-0.5857638,0.7266198
110.23001,277.07013,62.16052,3.95273,0.0716525,0.1934968,2.9604214,20241111,-0.3630067,3.0225616,0.1197131
53.59172,12.4856,59.64325,2.91485,0.0485859,0.20051389,2.8909444,20241110,-1.8183108,2.1410145,0.1349849
205.4292,327.06381,90.89573,3.26532,0.0601111,0.20530362,2.8458039,20240921,-0.4883870,-2.9618964,0.0305019
336.26209,102.9383,265.42394,2.66178,0.1103845,0.2111278,2.793224,20241111,2.3446648,-0.9096979,0.1120308
214.12142,184.01444,129.17516,7.32498,0.2200086,0.28239167,2.3009197,20240623,-2.4994767,1.1290854,0.1573925
275.51623,308.25787,297.88868,5.8089,0.1392465,0.29508871,2.2344346,20241110,-1.8525227,1.2685845,-0.1062075
53.99241,197.78226,184.67189,3.50622,0.2817294,0.26168117,2.4207748,20240426,-0.6593461,2.0708319,-0.1297521
97.42389,243.08697,127.1027,4.3591,0.2001694,0.26060981,2.4274048,20241110,-1.6280852,2.0015093,0.0069433
249.88925,156.00359,322.46746,16.49744,0.1776304,0.17476468,3.1683533,20241109,3.3567084,-0.5990571,0.4649463
343.20517,92.32523,244.38684,2.28057,0.2029866,0.27762773,2.3271666,20241111,1.2388957,-1.4203755,0.0689430
47.16397,20.16976,359.41509,4.22802,0.2610058,0.22996338,2.6385394,20241111,-0.1513053,2.2843628,0.1687533
269.28161,322.66943,337.64247,3.44504,0.1653797,0.29580125,2.2308449,20240711,-2.2520046,-0.4367426,-0.0758844
45.06126,320.78348,125.41163,12.15276,0.1826492,0.270668,2.3668902,20240615,-1.7858124,1.1092797,0.1750079
30.47329,129.59909,159.91625,10.91226,0.0906349,0.18834078,3.0142074,20241110,2.3087605,-1.5538895,0.1285124
123.6245,183.89697,184.37555,9.2719,0.2492448,0.27052611,2.3677177,20240526,-2.4452450,1.2940099,-0.2410908
114.5814,241.29865,127.12412,3.0298,0.2256819,0.26610268,2.3938846,20240522,-2.1763344,1.6058244,0.0405476
340.80692,13.20075,7.23066,7.34367,0.2344144,0.22329908,2.6907794,20241109,2.0800936,-0.3918959,-0.0838464
132.06041,47.15935,335.94124,13.0198,0.1774844,0.22775547,2.6555644,20240509,-2.9395729,0.6311054,-0.1438508
6.00988,3.629,76.83783,21.02316,0.203862,0.34591766,2.0098064,20241111,0.0305965,1.5981863,0.1284144
247.21694,94.95318,300.03926,10.64374,0.1381142,0.21911045,2.7249632,20240929,-0.0454969,-2.8973497,-0.2799820
98.94866,235.2639,146.39044,5.47728,0.1773288,0.28888243,2.2663238,20241106,-1.8255035,1.5491392,-0.0268197
131.59753,350.95199,51.27712,4.62952,0.0093006,0.26895571,2.3769253,20240708,-2.3760841,0.2202739,0.1612706
18.89489,209.80873,187.88711,0.73054,0.1115282,0.25481501,2.4640682,20241111,1.0586613,1.9373668,-0.0226174
338.31176,102.24389,325.63237,2.72256,0.1451863,0.26645624,2.3917666,20241111,1.6173429,1.3007384,0.0944726
347.18185,167.15404,327.86434,24.20148,0.1703656,0.27302066,2.3532734,20240602,-0.9329813,1.6805462,0.4165468
197.3446,167.98402,137.37925,11.77468,0.2751382,0.26525792,2.3989644,20240403,-2.1758450,2.1235645,-0.0186087
196.7334,78.79771,154.89211,13.13014,0.1597887,0.22877075,2.6477017,20241110,1.2093509,2.7208332,-0.6943972
44.40851,254.58728,134.54537,2.90532,0.0804704,0.19757445,2.9195474,20241111,0.4549864,2.7217178,-0.1133512
219.56822,257.40738,52.88512,5.48384,0.1869452,0.30047618,2.2076456,20240609,-2.3628347,0.9331312,0.2349472
83.64006,325.2898,44.55359,14.02552,0.177725,0.23137189,2.6278203,20241111,-1.0208891,2.3798769,0.6025500
8.00632,340.91319,75.87418,5.46222,0.1565937,0.28305844,2.2973049,20241111,0.7300879,1.7998715,-0.0256988
