m,peri,node,incl,e,n,a,date,x,y,z
213.82395,354.89975,343.71248,10.77129,0.1536702,0.21180064,2.7873053,20240711,-3.1469510,-0.2029051,-0.2049557
312.82941,316.57844,139.43679,1.84035,0.1607205,0.17715818,3.1397513,20241110,2.3765167,1.5670925,-0.0879084
42.43222,215.27779,153.44583,2.97785,0.091618,0.15673065,3.4069579,20241111,1.6479009,2.7275643,-0.1652432
301.01678,60.96203,349.11886,19.06332,0.1197992,0.17515877,3.1635993,20241108,2.8005647,-1.0734056,-0.1815726
23.29634,86.35784,294.52734,10.92353,0.3590495,0.17708436,3.1406238,20241111,0.7192059,2.0781142,0.2927722
240.69938,77.01743,307.04277,2.54096,0.1089986,0.22108777,2.7086917,20240929,-0.7617473,-2.7711424,-0.1010639
206.72208,186.58412,229.27931,15.71705,0.4529307,0.23117907,2.6292813,20240706,-1.4851049,-3.4384914,0.3145068
57.03573,279.33586,98.68006,3.90956,0.1064374,0.19627014,2.9324677,20241111,0.1924484,2.7811035,-0.0416851
7.30383,353.19301,132.45882,5.48838,0.3484976,0.26601127,2.394433,20240707,-1.2353183,0.9780259,0.0241312
290.90197,25.61671,73.14923,4.0296,0.1365313,0.25256316,2.4786928,20241110,2.3217036,0.5942920,-0.1443962
318.94114,99.21623,27.22473,11.89282,0.2086795,0.22398701,2.6852672,20241111,0.9516880,2.1018778,0.3019297
157.40007,234.57985,251.46424,2.26547,0.2041537,0.21040475,2.7996196,20241004,1.1788657,-3.1245631,0.0835123
283.57563,287.14364,120.11518,9.44811,0.0891034,0.17182207,3.2044248,20241111,2.4337822,-2.0105267,-0.1824713
231.15543,53.24589,8.80735,6.035,0.1274453,0.29804558,2.2196317,20241027,0.5384719,-2.3420269,-0.2534004
305.5248,70.33668,118.74186,7.92798,0.0762885,0.23435391,2.6054811,20241110,-1.5051917,1.9963545,0.0501012
116.56826,343.18188,359.55242,7.6318,0.2452453,0.24343286,2.5402897,20241111,-1.4997139,2.4848042,0.3313675
280.14934,122.12569,144.36555,26.9777,0.0713883,0.37295942,1.9114444,20240508,-1.8288624,0.1441929,0.4827303
167.68757,35.97162,180.66585,4.05962,0.0424576,0.21157261,2.7893077,20241110,2.6263557,1.2390478,-0.0857663
129.92629,286.70005,115.40416,15.85719,0.2842617,0.21742596,2.7390195,20240709,-3.1542474,-0.6386258,0.8871490
153.85601,124.88352,111.92078,21.05432,0.1726328,0.20964595,2.8063709,20241110,2.3729492,1.9227907,-1.1237569
199.11953,196.12715,193.91181,10.06085,0.0959608,0.17445631,3.1720858,20240822,-2.4152007,-2.4601812,0.3206613
300.01333,308.20601,58.78534,16.06821,0.2212691,0.20276033,2.8695517,20241027,0.5101673,-2.5746942,-0.5100037
302.88171,348.92401,163.33528,26.8656,0.0393686,0.35396485,1.9792286,20241110,-0.0994643,1.7479144,-0.8338097
329.70664,212.31061,104.54991,5.39891,0.181331,0.29114912,2.2545458,20241012,0.1251100,-1.9214089,0.0341748
255.50491,131.26044,29.36706,1.25082,0.1271651,0.17571976,3.1568623,20241111,2.4276547,2.2390341,0.0166112
6.04106,21.27595,62.70728,9.39806,0.1033888,0.15615928,3.4152632,20241111,-0.0601623,3.0545432,0.2406716
109.50867,5.0278,187.79368,14.77646,0.122824,0.17884926,3.1199283,20241110,2.3063345,-2.2444024,0.6690374
1.27052,310.38131,218.61914,17.63835,0.0599533,0.1853788,3.0462299,20240711,-2.7612201,0.3974205,-0.6466894
25.00837,188.81464,76.29183,9.48023,0.1409554,0.17795499,3.1303719,20241111,1.2724745,-2.4124475,-0.3019012
42.42261,216.5594,188.87891,10.65692,0.1196081,0.18950165,3.0018851,20241110,-0.3857436,2.6840292,-0.5102140
321.30706,18.83057,304.4582,3.96966,0.26296,0.28385535,2.2930032,20240919,-0.3233592,-1.8778331,-0.0922332
14.22092,325.11807,1.85181,18.00517,0.1892107,0.17621549,3.150939,20241108,2.5254249,-0.5041125,-0.1902850
6.98496,132.49616,215.49497,26.68673,0.5328259,0.22650888,2.6652988,20241111,1.2226667,0.3618176,0.2087732
150.77849,169.67059,200.64675,5.90252,0.1909829,0.29111615,2.254716,20240607,-2.6024932,0.4575385,-0.1391352
302.92004,305.33596,57.69762,9.18742,0.2218501,0.12419919,3.9785383,20241019,0.7101733,-3.5688949,-0.4055516
147.07164,325.77416,221.64694,4.55335,0.0611105,0.2247328,2.679323,20241108,2.6101321,-1.0471799,0.2004540
39.18868,157.49982,279.95594,16.65355,0.1880056,0.1790933,3.1170934,20240602,-1.7932718,1.9977543,-0.4250272
319.06469,344.41821,59.97387,13.93924,0.1456784,0.18325032,3.0697727,20241109,2.6643105,-0.3996981,-0.6221826
298.44899,298.98508,52.38368,20.70937,0.0872469,0.16928195,3.2364006,20241019,0.4544925,-2.9771581,-0.8230951
2.10976,158.54621,159.15825,8.92248,0.0376354,0.18120696,3.0928068,20241109,2.2836944,-1.9029590,0.1516490
47.61383,228.09557,59.92447,4.24898,0.1432145,0.23843594,2.5756583,20241108,2.3137637,-0.4361034,-0.1649942
193.00196,167.40153,267.15324,0.26382,0.1582688,0.27196822,2.3593404,20240926,-0.2782360,-2.7113555,-0.0006595
112.84434,49.54256,10.48668,7.90887,0.0601138,0.19116976,2.984397,20240708,-3.0613855,0.0461696,0.0837116
300.90658,300.33807,78.18308,5.66535,0.192307,0.29376593,2.2411372,20241111,0.9862856,-1.8373244,-0.1330941
241.20053,185.12213,52.63779,15.83297,0.182682,0.21836168,2.7311891,20241111,-0.5944762,2.9052405,0.6339862
46.50263,40.89049,342.74345,15.10011,0.1388097,0.18105403,3.0945482,20241109,0.3112041,2.7226975,0.7264862
69.81079,65.909,342.26497,12.49392,0.1784141,0.23186646,2.6240821,20241110,-1.9060418,1.6666816,0.2231042
74.81902,154.21069,180.64761,23.48979,0.1017131,0.1708465,3.2166119,20241110,1.5247327,2.5443398,-1.0982110
225.72076,297.73852,99.5375,4.69597,0.143164,0.29468443,2.2364778,20240920,-0.7373047,-2.3663882,0.0919363
74.25828,41.25561,17.55212,8.34139,0.095404,0.23315539,2.6144022,20240616,-2.0688894,1.4939777,0.3003325
315.71859,296.09161,85.74291,10.87238,0.1344221,0.19738345,2.9214305,20241111,2.1573360,-1.5119628,-0.4347729
195.58412,176.58119,147.08725,5.27837,0.2085639,0.30250605,2.1977587,20241110,-2.3788485,1.1548915,0.0298449
216.70732,212.36427,104.10491,5.42734,0.1782773,0.29604669,2.2296117,20240707,-2.4455394,0.7586766,0.2077778
23.86922,114.9569,257.83687,3.54243,0.2479635,0.20026101,2.8933776,20241111,1.3891578,1.8068416,0.0604994
156.11726,94.50388,221.70015,3.69329,0.1881268,0.30287177,2.1959891,20241111,-1.2680078,2.2453616,-0.1626640
47.8474,87.91751,200.31051,10.09407,0.186926,0.22956906,2.64156,20241109,2.3550085,-0.2102109,0.1806164
178.99852,84.69951,221.0945,5.92182,0.2027319,0.29458618,2.236975,20240527,-1.5382446,2.1899823,-0.2760659
317.58047,306.60613,90.90139,2.49982,0.2175253,0.17872323,3.1213949,20241111,2.4413272,-1.1623314,-0.1057715
314.10695,100.22834,341.35842,5.59487,0.071469,0.1892263,3.0047964,20241111,2.4908822,1.3978677,0.2077481
251.81734,107.04971,95.27547,5.97635,0.0389102,0.27984156,2.3148769,20241111,-0.0000851,2.3459792,-0.0225720
77.43354,20.58985,280.52584,9.50266,0.1761764,0.24294579,2.5436839,20241111,1.9369863,1.5765127,0.3669845
25.16031,353.69103,330.30434,8.36113,0.2964957,0.27168547,2.3609771,20241110,1.7525082,0.3052180,0.1665676
114.34091,17.17686,344.9696,4.81729,0.2089497,0.26479944,2.4017327,20241110,-1.9257619,1.8664664,0.1098289
30.20531,114.83455,289.51219,10.55593,0.193921,0.202661,2.8704893,20241111,0.0491261,2.4194531,0.1592203
48.95347,265.79386,318.58724,5.48879,0.0974007,0.19877965,2.9077347,20241027,0.5950222,-2.6691349,-0.1545306
180.73908,30.81818,142.34984,13.5641,0.1095989,0.17833537,3.1259191,20241109,3.4171727,-0.4166443,-0.4240090
338.81574,191.48304,165.26231,16.9649,0.0799459,0.16973925,3.2305852,20241105,2.6480291,-1.3798990,0.2016020
244.4522,29.34137,52.4685,5.36118,0.1112937,0.21035931,2.8000227,20241111,2.1004240,-2.0683038,-0.2745584
55.7881,25.31062,36.92302,8.02232,0.2374757,0.17468557,3.1693098,20240628,-2.3254725,1.6767334,0.3858126
337.78247,289.8423,39.53197,1.59784,0.1869186,0.17339935,3.1849631,20241111,1.2009897,-2.3667031,-0.0722421
329.97584,22.64553,38.09674,0.79982,0.181085,0.17645992,3.1480286,20241110,2.5568868,0.8281277,-0.0129254
285.74213,251.01869,100.69879,11.53167,0.1090224,0.18822729,3.0154189,20241015,-0.2385225,-2.9467579,0.1594335
9.27093,304.07322,143.5637,3.32064,0.1467029,0.25331541,2.4737832,20241111,-0.3766251,2.0818968,-0.0842022
137.49979,13.75407,346.1038,5.39043,0.1976614,0.26646586,2.391709,20240627,-2.4083811,1.3763133,0.0714891
170.56312,44.34586,93.75594,7.36518,0.1381119,0.28826033,2.2695833,20241111,1.6755754,-1.9513513,-0.1995959
63.64995,102.20706,328.99319,1.17065,0.0458747,0.2024118,2.8728448,20241110,-2.1495784,1.8242700,0.0093234
239.28308,57.04992,1.94752,4.58647,0.2572604,0.26171481,2.4205674,20241015,0.3457639,-2.8047325,-0.2258095
275.32337,9.56095,30.28777,4.18854,0.1487618,0.1810147,3.0949964,20241111,1.4682811,-2.7441519,-0.2277662
200.36803,186.51513,147.93897,1.85471,0.1792258,0.17854659,3.1234532,20240707,-3.5894800,0.7028783,0.0424108
37.39865,32.42068,80.72704,5.13197,0.1814713,0.27728855,2.329064,20240707,-1.9581976,0.4984485,0.1807811
344.50189,109.25179,186.79129,3.89671,0.1317961,0.22352494,2.6889665,20241018,0.2353850,-2.3342779,0.1597808
127.11429,131.58888,139.91536,6.63767,0.0408458,0.17323942,3.186923,20241110,2.4060918,2.1806179,-0.3744452
336.69649,154.16096,312.90003,8.35333,0.0518257,0.1747115,3.1689962,20241111,0.4403943,2.9674347,0.3439760
104.66927,26.02661,30.13499,10.06539,0.0890987,0.18823266,3.0153616,20240707,-3.0460747,0.4917930,0.3469445
265.26171,319.61786,54.45579,7.65263,0.195451,0.30165261,2.201902,20240929,-0.4899805,-2.2613701,-0.1230667
80.83276,354.35569,71.44883,3.7271,0.1272898,0.29924295,2.2137068,20240707,-2.0830726,0.7070874,0.1432993
258.28206,338.06942,147.94177,21.54106,0.2211797,0.27217167,2.3581646,20241109,2.5116835,-0.0203977,-0.5194231
154.79735,12.9592,80.83497,1.15224,0.0708872,0.15592577,3.4186721,20240929,-1.1375455,-3.4584884,0.0115079
1.53588,314.5088,307.41817,5.39134,0.084254,0.19947382,2.9009847,20241003,-0.2826904,-2.6359584,-0.1723483
243.11989,251.20376,55.58963,25.19427,0.2700093,0.17774358,3.1328536,20240707,-3.2964160,0.6638461,1.4558916
83.19376,310.58222,149.09372,14.02301,0.1306692,0.24258744,2.5461883,20240712,-2.3979171,-0.7329817,0.4646833
299.46089,351.72032,178.35185,10.00968,0.0166257,0.18719792,3.026463,20241110,-0.9219072,2.8146525,-0.4919039
316.2943,247.74277,81.30758,9.46716,0.1932493,0.23485513,2.6017727,20241011,-0.1170343,-2.2923062,-0.0384777
150.07048,176.59138,133.79954,1.53438,0.2942094,0.22961992,2.6411699,20241111,-1.3165472,3.0857461,-0.0317558
234.14546,81.5714,328.87585,13.38953,0.1162723,0.22347476,2.689369,20241019,0.2697100,-2.8297611,-0.5434473
352.31975,348.19515,22.19164,11.84168,0.2789564,0.17418001,3.1754395,20241109,2.2918257,-0.1303492,-0.2068039
169.32391,21.72948,303.821,1.03097,0.0704472,0.19995796,2.8963003,20240607,-2.2372671,2.1418349,-0.0119948
201.31283,105.00482,201.81123,21.44345,0.07827,0.16990347,3.2285032,20240627,-2.7698838,1.7949382,-1.0587505
22.86969,117.98172,216.54575,15.82976,0.1105135,0.18342135,3.0678641,20241110,2.7238321,0.1921186,0.4161126
300.15609,77.78504,267.60274,17.90172,0.0944015,0.36653408,1.933718,20241014,0.1702077,-1.8462583,0.0798787
140.44282,277.29938,128.63214,6.43893,0.3427894,0.23083862,2.6318658,20240709,-3.0824069,-1.4216423,0.3719105
167.61888,223.24683,116.8461,10.95943,0.1053684,0.18878961,3.0094282,20240704,-2.8461804,1.6750012,0.3452708
275.63857,231.36876,328.01157,13.0439,0.1238829,0.23533284,2.5982506,20241111,-0.5154489,2.5182472,0.4315663
10.18685,349.6963,110.5527,7.07271,0.1192275,0.17309579,3.1886857,20241111,-1.1113179,2.5876156,0.0163964
44.93463,78.14352,234.21419,24.90846,0.2563089,0.26051109,2.428018,20241111,1.8423949,0.8796371,0.4551663
142.10358,2.49802,267.89043,4.12758,0.0972607,0.16939499,3.2349608,20241110,1.8092793,2.9860501,0.1225455
41.6274,78.64784,241.69799,5.85505,0.2408166,0.29825752,2.2185801,20241110,1.7126600,0.8003470,0.1157213
105.85405,234.38614,132.30246,3.89221,0.1032791,0.19053412,2.9910308,20241111,-1.7125534,2.5880986,-0.0323376
58.8223,86.23448,302.67635,8.99752,0.1094265,0.18783865,3.0195768,20241111,-0.4718166,2.8326084,0.1792665
51.96112,119.45944,324.38826,13.25471,0.1345209,0.17923631,3.1154352,20240703,-2.4848787,1.4876184,-0.0559474
244.47718,208.25294,195.30642,10.71931,0.071856,0.18101137,3.0950344,20241018,0.5910985,-3.0916976,0.5940394
168.75323,56.5829,71.63264,15.28727,0.1744842,0.18071654,3.0983997,20241111,1.7340050,-3.1090080,-0.7175854
100.2819,83.3527,356.21331,16.54894,0.2241764,0.19675224,2.9276754,20240710,-2.9134595,-1.1940914,-0.4112146
227.73117,150.99196,147.08789,4.34425,0.1985383,0.29259527,2.247111,20240701,-2.2740667,1.2333628,0.0152089
29.16547,337.48511,318.68435,13.95501,0.0427169,0.17128401,3.2111321,20241110,2.6085798,-1.6573515,0.1186292
77.85247,230.03732,57.34949,7.8542,0.1544224,0.2335654,2.6113418,20241110,2.3710939,1.0178100,-0.1996483
30.55128,219.89164,158.60388,4.0506,0.1555254,0.2986438,2.2166666,20241111,0.9712724,1.6703169,-0.1352223
147.64015,49.99983,357.86542,6.16483,0.1569054,0.24234787,2.547866,20240709,-2.6549923,-1.1597974,-0.1358686
279.33988,329.04567,63.31486,4.73102,0.2550466,0.23406289,2.6076402,20241024,0.5769388,-2.6012106,-0.1393397
319.12105,317.62733,79.84489,6.4188,0.1563913,0.29698164,2.2249298,20241111,1.8904268,-0.5802836,-0.2208518
133.07705,272.32224,22.17345,7.77786,0.0307603,0.19635815,2.9315913,20241106,1.0279703,2.7965248,0.3007343
319.25813,10.00512,97.14218,3.04092,0.2178732,0.17804541,3.1293119,20241111,1.8565859,1.9493773,-0.1107395
319.6581,135.91034,0.95831,6.50011,0.1472101,0.28771256,2.2724631,20241111,0.2157018,2.0175721,0.2294340
14.79988,282.7419,128.31562,14.76983,0.2660452,0.23595588,2.5936747,20241109,0.3930832,1.8656316,-0.3862694
78.12009,235.08128,59.43391,1.01226,0.0438515,0.21187919,2.7866163,20241110,2.6368658,0.8368159,-0.0325979
332.63951,139.94672,269.1846,8.62221,0.0847152,0.18776497,3.0203667,20241110,2.6479343,0.8117615,0.3997201
164.31569,113.76776,216.09117,2.1696,0.1981279,0.29635159,2.2280822,20240617,-2.0085490,1.7381610,-0.0980365
156.19337,248.06878,100.65569,3.22987,0.286094,0.29634928,2.2280938,20240615,-2.5596915,1.2054820,0.1293781
242.5748,270.40047,29.57586,7.22463,0.2755084,0.22402371,2.6849739,20241110,-2.9379546,1.1123603,0.3064604
140.0699,306.69066,58.20118,5.37476,0.1875583,0.30505279,2.1855096,20240508,-2.3079899,0.9985637,0.2340560
230.38667,332.90011,5.78214,15.31842,0.4692199,0.22496202,2.6775027,20240410,-3.7056224,-0.0212362,0.0964725
316.62587,3.68123,350.60115,4.54049,0.1138853,0.22640516,2.6661127,20241111,1.2687662,-2.1068783,-0.1486129
74.3752,148.76536,209.45672,8.9765,0.2544,0.23972436,2.5664213,20241110,-0.5138584,2.4731887,-0.3800885
91.21444,277.47298,78.42007,4.3168,0.0976415,0.26113063,2.4241761,20241111,-0.3472382,2.4265647,0.0624464
24.96036,106.48999,283.40938,13.97685,0.0779563,0.17641381,3.1485771,20241111,1.4503877,2.4970192,0.4952898
333.54998,206.76571,213.29448,13.0873,0.2556749,0.36268438,1.9473775,20241110,1.4742309,0.4276576,0.1050329
258.95345,310.50816,72.06157,14.1173,0.1100424,0.2133911,2.7734383,20241015,-0.0470928,-2.8549523,-0.2098815
313.99521,276.09421,105.49747,4.27458,0.1648592,0.28807908,2.2705352,20241111,1.5648096,-1.3191160,-0.0863635
178.23111,99.31511,139.20099,2.10897,0.0773089,0.17270424,3.1935034,20241111,1.8723826,2.8834066,-0.1254331
19.56382,238.49413,221.23063,3.14211,0.0908471,0.08239304,5.23049,20241111,-2.6162745,4.0019046,-0.2598765
127.10012,216.73304,156.11901,9.80552,0.0803615,0.1355792,3.7526726,20241110,-3.3103207,2.1503426,-0.1082090
27.51903,267.15929,346.77626,6.20795,0.1196135,0.2612252,2.423591,20241026,0.7009278,-2.0495259,-0.1995851
270.22885,63.52713,213.83007,17.06319,0.2547875,0.18547453,3.0451816,20240703,-2.9633920,1.0350550,-0.7702973
242.50222,15.7651,265.1134,3.88331,0.2325186,0.28816477,2.270085,20240617,-2.0669740,1.5619349,-0.1488289
45.73824,176.22637,145.35381,10.82942,0.1081304,0.18812887,3.0164705,20241110,2.6630955,0.7920166,-0.4142559
58.25692,116.10719,261.36759,11.7615,0.098054,0.19958204,2.8999359,20241111,0.2032196,2.7642423,-0.0445528
119.02841,139.51011,206.48746,2.39307,0.2048921,0.30400053,2.1905499,20241110,-1.3429086,2.0686036,-0.1024056
126.28642,122.47324,225.37785,6.56802,0.2762433,0.26424129,2.4051136,20240526,-2.0261328,2.0362928,-0.3307302
312.55302,219.901,331.70357,5.073,0.0403472,0.26075108,2.426528,20241110,-1.8273512,1.4969399,0.0401111
244.56192,28.76192,280.43685,3.33488,0.1606629,0.30292517,2.1957311,20240708,-2.3840432,0.0576505,-0.1360123
71.02008,205.44167,82.47917,4.53254,0.0699725,0.15796936,3.3891242,20241110,3.2944446,0.3907268,-0.2548603
292.68629,196.26508,39.05541,6.59559,0.1661449,0.25508915,2.4623024,20241110,-2.0254378,1.1985936,0.2551776
12.34959,353.89288,91.13227,1.3972,0.046934,0.29453741,2.237222,20241111,-0.3189643,2.1109190,0.0067608
253.90252,312.21345,336.08977,9.55028,0.143299,0.17351971,3.1834902,20240707,-3.2807879,0.7458814,-0.1089971
6.98686,57.44898,344.56397,14.82192,0.1135636,0.24000955,2.5643878,20241109,1.4187592,1.6978840,0.5330146
14.22898,312.37972,347.83539,13.0349,0.0581954,0.26852197,2.3794843,20241111,1.6275027,-1.5245474,-0.2656267
70.79196,5.51797,3.65796,14.93895,0.1185141,0.24046721,2.5611331,20241111,-0.1393518,2.4066625,0.6431795
305.18451,311.02424,72.53114,9.39708,0.0887739,0.1747459,3.1685804,20241111,2.2775866,-1.9370968,-0.4557837
287.67763,206.14243,39.6661,1.87474,0.1053784,0.12656448,3.9288142,20241110,-3.6464936,1.2128433,0.1067465
317.31109,201.35607,127.48706,9.02275,0.0417295,0.17062114,3.2194436,20241031,0.7039985,-3.0361266,0.2047007
27.70651,341.06162,156.87494,25.1696,0.1948788,0.28136011,2.3065402,20240428,-1.9063179,0.1059230,0.3060444
325.66102,96.61997,203.70901,12.79643,0.2104036,0.17801117,3.1297132,20240915,-0.9692147,-2.4246377,0.4157103
91.95515,190.09096,106.64113,18.92551,0.2083354,0.24395552,2.5366602,20241110,1.5360393,2.0543303,-0.7063263
358.68428,72.82335,223.34437,5.74686,0.0675181,0.15614997,3.415399,20241111,1.3183243,-2.8834247,0.3021012
28.96236,123.01354,218.59641,12.72745,0.2174141,0.24173623,2.5521619,20241110,1.8829572,0.9361903,0.1000479
106.39465,177.0588,254.97109,4.05355,0.1543862,0.2791789,2.3185386,20240711,-2.3849082,-0.6112379,-0.1519960
97.43441,59.38627,0.85116,22.16614,0.3012029,0.2779203,2.3255332,20240708,-2.5726819,-0.3686389,-0.1345983
231.53512,292.52346,121.48345,3.08584,0.1948919,0.17419731,3.1752292,20241019,0.0361378,-3.6202637,0.1002661
75.66987,52.16299,247.2541,16.6559,0.1063415,0.08227342,5.2355585,20241111,4.4566038,2.4105088,0.9507790
18.27303,41.52489,283.911,6.92675,0.1382916,0.08137604,5.2739782,20241109,4.4890126,-0.8339665,0.5050039
352.71771,353.9257,0.87951,10.06345,0.1098395,0.18753737,3.0228099,20241108,2.6102641,-0.6555847,-0.1234429
149.64274,99.03301,236.97952,16.34883,0.0710302,0.17130623,3.2108544,20241110,-2.0583795,2.5616982,-0.9157875
41.55439,155.36785,272.10345,6.64719,0.1424827,0.22318613,2.6916871,20240528,-1.2600022,2.0767306,-0.1378570
356.77814,255.43188,251.73279,15.01642,0.0346196,0.16100298,3.3464173,20240627,-2.5044648,1.8793238,-0.7960037
118.8685,357.51382,169.93156,6.96648,0.1860493,0.22492317,2.677811,20241109,1.6199191,-2.4872334,0.2646319
302.94999,234.00644,6.74306,8.71344,0.1737182,0.23281993,2.616913,20240707,-2.3501800,0.6150375,0.1359023
199.43053,205.20428,88.14523,7.189,0.1555155,0.12406559,3.9813939,20241111,-2.7792750,3.6143677,0.3651339
221.44564,156.52602,260.56532,5.59209,0.1933734,0.22648495,2.6654865,20241012,-0.2048272,-3.0803561,0.0296559
2.14228,63.36132,336.2929,9.39101,0.1173887,0.29015125,2.259712,20241111,1.4635114,1.3222589,0.2975488
219.91724,205.6937,15.03161,2.79459,0.1285042,0.26748278,2.3856432,20241111,0.8033739,2.5070336,0.1080191
183.56828,310.52967,355.69352,11.31136,0.0727513,0.22631584,2.6668142,20240604,-1.8154221,2.1729591,0.4061529
325.96472,2.52162,71.85571,5.6977,0.1056004,0.29448954,2.2374644,20241110,1.7182970,1.1117518,-0.1283719
18.12276,296.76036,42.94923,10.75074,0.1008873,0.18773586,3.0206788,20241109,2.7115179,0.1142760,-0.3349005
59.99745,74.77575,327.11242,10.69757,0.2237824,0.22992871,2.6388047,20241110,-1.4823530,1.9547651,0.1580373
5.1589,7.17471,5.39879,4.81665,0.180251,0.30401612,2.190475,20241110,1.6884632,0.6168349,0.0383604
253.71572,95.84063,275.15622,9.86419,0.1114262,0.19617569,2.9334088,20241002,-0.8768075,-2.9217714,-0.1975050
240.23758,41.67616,26.35147,3.16843,0.1305668,0.25989443,2.4318572,20241109,1.1596408,-2.3423804,-0.1446848
292.89481,59.22565,134.55678,18.46088,0.0482403,0.20047922,2.8912777,20240529,-1.5077272,2.4014976,-0.2038368
282.19087,131.44698,1.23845,23.90951,0.259348,0.27102585,2.3648063,20241111,2.1688662,0.9323860,0.3924831
241.90291,185.92577,49.4649,14.14377,0.1233256,0.22891996,2.6465511,20241111,-0.7136838,2.6762891,0.5749926
329.30912,247.4125,290.80158,10.84969,0.0897611,0.19821117,2.9132917,20241110,-2.0928084,1.6783548,-0.2607239
185.51364,328.6114,281.15913,7.19738,0.199896,0.29018228,2.2595509,20241111,0.7588052,2.5965921,0.1574734
116.88395,262.42698,100.69908,17.67619,0.1806381,0.22828391,2.6514647,20241111,-2.0456845,2.0297570,0.5205034
86.18947,277.01337,255.60765,12.97848,0.2346721,0.20133913,2.8830395,20241031,0.7488893,-2.8798943,0.3321605
148.58034,84.61407,259.47723,2.7257,0.3354909,0.29196001,2.2503694,20240522,-2.4712494,1.5905238,-0.1295024
93.91487,290.48398,235.49915,8.7803,0.0326526,0.18789712,3.0189503,20241012,-0.3504666,-3.0006254,0.2179042
230.9205,52.97978,204.59342,4.61477,0.1124398,0.18426444,3.0584992,20241111,-1.6110281,2.8635544,-0.2642899
353.12737,167.24385,203.05547,7.00167,0.0389711,0.22244275,2.6976807,20241109,2.5875108,0.1357752,0.1091076
305.98796,307.92321,49.82309,3.33336,0.1674829,0.12343326,3.9949798,20241015,1.0316910,-3.5344660,-0.1787229
339.03476,177.37115,224.50096,5.9976,0.2507068,0.20138941,2.8825596,20241110,2.2220077,0.2641573,0.1438345
142.73744,313.79276,7.46353,1.87783,0.2942732,0.28957373,2.2627155,20241111,-1.4040538,2.4725368,0.0863574
17.80873,349.53749,22.97975,8.84598,0.2720503,0.24394941,2.5367025,20241111,1.3714606,1.3211304,0.1059627
201.92339,281.77591,324.15771,12.99008,0.0521709,0.20281155,2.8690685,20241111,0.1844273,2.9475100,0.5761005
251.21303,46.64798,19.97298,10.33803,0.088658,0.18772467,3.0207989,20241111,1.9341434,-2.3992964,-0.5318622
25.82475,296.30043,48.5462,33.54478,0.0929184,0.08185419,5.2534199,20241110,4.3152973,1.6041474,-1.4402569
37.04018,176.67855,89.73969,6.93706,0.1268481,0.17458604,3.1705142,20241111,1.9590575,-2.0852278,-0.2395080
259.28557,165.756,106.55683,11.26299,0.062115,0.18880879,3.0092244,20240711,-2.8990703,0.8193008,0.5069104
220.60093,211.37517,129.72103,12.76437,0.1591311,0.1965293,2.9298891,20240711,-3.1890048,-0.6109271,0.6441192
249.88975,347.91969,149.56133,7.59302,0.1898567,0.12564908,3.9478729,20241110,4.2546694,0.6407998,-0.3609836
302.54979,110.82078,271.24936,13.1108,0.128596,0.17751426,3.1355511,20241110,1.8979778,-2.2292526,0.4306247
60.65497,33.14592,285.80833,9.84065,0.1168908,0.22081168,2.7109491,20241111,2.1560760,1.3636721,0.4242887
224.20556,265.60274,123.69217,15.90828,0.1314946,0.23790185,2.5795117,20240915,-1.1610506,-2.5050970,0.6714021
182.17343,145.04143,121.4906,7.60568,0.1791063,0.29528027,2.2334682,20241103,0.0777993,2.6251307,-0.1919620
186.23326,91.68557,148.31816,5.15272,0.1529245,0.27272957,2.3549475,20241111,1.1564790,2.4427091,-0.2422173
31.47115,69.43388,63.76055,3.15767,0.1082205,0.2895049,2.2630741,20240708,-2.0395833,0.2871899,0.1079291
69.79705,23.64994,42.50499,4.41147,0.1244562,0.29944092,2.212731,20240704,-1.8565760,1.0718346,0.1577336
338.85091,331.17258,113.26174,11.36635,0.0751666,0.1891033,3.0060993,20241111,1.3634238,2.4027177,-0.4425553
271.70081,26.71762,171.26079,11.86849,0.4347182,0.37042477,1.9201539,20241111,0.9590763,1.9602463,-0.4378043
220.11709,59.75578,245.73812,19.58891,0.2498203,0.21111541,2.7933333,20240701,-2.7773697,1.5650170,-1.1299246
3.02377,14.28633,40.79813,2.54276,0.0620772,0.20259659,2.8710976,20241110,1.4070982,2.2960421,0.0363596
251.70323,129.43541,258.01665,7.88726,0.1986206,0.28172102,2.3045699,20241003,-0.4601516,-2.4793290,0.0089567
197.42961,101.39603,12.32091,3.07401,0.0742318,0.29533768,2.2331787,20241111,1.4986200,-1.8612440,-0.1148260
315.37177,139.14383,17.41047,9.83008,0.1095359,0.23727229,2.5840726,20241111,-0.4969876,2.3120923,0.4080302
106.22507,304.05622,0.49017,16.45196,0.1937551,0.17024744,3.224153,20241109,1.1779488,3.1615281,0.9305946
284.3748,206.59223,307.71062,3.28008,0.0394654,0.2135876,2.771737,20241111,0.7433825,2.6432358,0.1263644
5.99507,167.01305,197.34477,1.04068,0.1667185,0.17039803,3.2222533,20241110,2.6217823,0.5986755,0.0038175
142.69925,184.81736,200.50501,10.52036,0.179252,0.23886831,2.5725492,20240708,-2.9566150,0.0590638,-0.2026045
260.71762,248.15994,341.83234,11.45943,0.0867901,0.22613109,2.6682665,20241111,-1.4188011,2.2991914,0.3531685
