m,peri,node,incl,e,n,a,date
31.20656,119.71005,299.89558,13.8925,0.0832931,0.20991535,2.8039692,20241111
205.98477,98.96174,116.81661,25.41711,0.0261677,0.17173455,3.2055134,20241110
148.79239,193.92979,163.07398,5.45001,0.1907571,0.30045744,2.2077374,20241110
251.53226,302.17934,176.87729,13.35608,0.1956195,0.26252125,2.4156077,20241106
318.20976,264.86549,91.03258,8.66096,0.0521822,0.17844376,3.1246531,20241111
7.66606,72.55036,46.30771,5.98454,0.1204685,0.18327979,3.0694437,20240604
218.63837,287.01493,115.74162,5.83632,0.1462473,0.22152999,2.7050857,20240922
87.82388,107.09386,154.86131,7.83783,0.2188711,0.22341614,2.6898394,20241110
69.29057,197.09265,120.77132,6.19193,0.2644864,0.27838841,2.3229255,20241111
153.27925,66.10561,157.98328,4.25296,0.1201129,0.29761037,2.2217951,20241110
299.36562,21.02662,194.64877,7.38501,0.0804306,0.21849319,2.7300931,20241110
58.96729,109.63466,149.98655,5.27681,0.1483307,0.23145839,2.6271655,20241108
94.4092,8.40097,190.60156,11.13889,0.079688,0.17597425,3.153818,20241102
48.2279,117.34575,196.02626,14.57006,0.150569,0.24160163,2.5531097,20241110
119.11358,210.02158,150.84011,11.3549,0.1155348,0.18901574,3.0070275,20241110
264.57745,275.93966,116.34794,4.25483,0.159089,0.2512215,2.4875101,20241024
239.73705,190.16509,172.80832,2.06659,0.2261278,0.27162542,2.3613251,20240711
132.59116,96.65466,269.79199,13.68175,0.1551658,0.24482027,2.5306833,20240703
153.05827,100.8834,262.56454,15.13684,0.3228396,0.18975894,2.999171,20240701
134.37502,41.48838,276.94345,14.20799,0.2071045,0.23344608,2.6122315,20241103
77.79198,126.16342,256.24218,6.13254,0.2679308,0.17870648,3.1215899,20241110
14.53718,42.46268,285.44929,4.71361,0.198145,0.29433998,2.2382223,20241109
96.38488,337.47229,301.45814,8.89552,0.1245723,0.08293497,5.2076798,20241111
211.30119,204.10483,148.88508,3.30685,0.1832313,0.18074073,3.0981232,20240711
21.11054,302.44393,58.84648,16.87348,0.2714327,0.17483781,3.1674698,20241109
340.19843,350.47422,110.42304,9.3988,0.5710933,0.2535088,2.472525,20241111
8.31499,297.93876,123.90281,13.85241,0.195739,0.22103485,2.7091239,20241110
34.80495,278.44799,132.49426,8.10766,0.2040746,0.25758191,2.4463907,20241111
20.78703,86.96679,160.51636,10.87504,0.0594344,0.18752574,3.0229348,20241018
154.70631,295.3787,105.79701,13.54485,0.0261988,0.20370193,2.860702,20240712
234.97953,285.99566,175.86849,21.33287,0.1056212,0.17019341,3.2248355,20241110
190.33945,222.78807,144.91416,17.03318,0.1459328,0.18474863,3.0531529,20240712
75.65127,117.25084,190.58632,12.73451,0.1102038,0.17895551,3.1186933,20241110
38.31807,176.95526,264.54037,26.08773,0.1427819,0.17192284,3.2031725,20241110
250.91979,2.17951,254.07757,8.19868,0.1646269,0.2854548,2.2844298,20240602
97.95284,24.13652,257.94207,14.32841,0.093431,0.2432153,2.5418043,20241111
207.50815,49.75472,241.49033,10.10058,0.3729349,0.21897387,2.7260963,20241110
107.43542,127.10949,252.35436,12.47823,0.2017409,0.19911312,2.9044872,20241110
118.13647,122.39181,182.18607,11.55143,0.1629379,0.25309639,2.4752102,20241110
1.96228,68.37424,265.02922,3.44571,0.2203692,0.29710645,2.2243067,20241110
242.95946,28.33337,353.03406,6.34559,0.1791544,0.25745285,2.4472081,20240920
18.56129,233.73658,159.32551,11.77287,0.0479505,0.16886905,3.241674,20241110
81.95166,254.13075,197.79313,15.18415,0.0850892,0.19024698,2.9940396,20240708
56.64613,343.33352,37.11351,5.32163,0.153481,0.29873489,2.216216,20241111
242.63015,293.32488,40.07012,11.78387,0.0849173,0.20015533,2.894396,20240728
160.16124,88.45966,42.91971,19.5321,0.1640583,0.21044648,2.7992495,20241029
352.67807,23.09541,85.47414,13.41901,0.1465995,0.25339041,2.4732951,20240422
58.10494,231.30912,146.07688,18.77277,0.0939408,0.14729344,3.5509709,20241110
257.7014,207.71949,49.79325,9.21555,0.1562729,0.19723431,2.922903,20240616
69.99797,82.20026,338.01879,21.75795,0.0674177,0.08111696,5.2852021,20241111
57.67957,91.4076,33.4324,18.31352,0.17935,0.17801339,3.1296872,20240712
93.64493,188.59223,94.90726,5.80461,0.1701387,0.30251018,2.1977387,20241111
118.26236,49.32525,255.75472,25.21685,0.2149136,0.25554738,2.459358,20241106
328.77128,39.75418,9.25638,5.54627,0.1394226,0.29646859,2.227496,20241110
338.80154,41.75719,329.73182,11.09431,0.2365003,0.27106039,2.3646054,20241110
197.63816,359.75503,343.38335,5.12493,0.2005709,0.26822022,2.3812686,20240707
198.36968,15.28528,330.44029,12.06831,0.1886668,0.20320467,2.865367,20240707
355.84391,156.67377,229.80526,8.16739,0.0844524,0.21360675,2.7715713,20241110
172.1218,270.43722,192.60896,11.59369,0.1051121,0.23210219,2.6223051,20241017
251.83962,70.05282,204.79606,16.36225,0.1861863,0.17501189,3.165369,20241110
311.9142,126.60432,205.10475,7.30073,0.192825,0.22342649,2.6897563,20241003
280.74288,201.59351,197.44459,14.46426,0.1945981,0.23299251,2.6156205,20241021
308.20747,220.48848,150.16392,8.98662,0.1531794,0.19558856,2.9392763,20241111
197.49188,201.45443,299.51151,21.10275,0.0813947,0.22225849,2.6991715,20241110
44.07677,173.34726,48.95493,16.3223,0.1823966,0.19133669,2.9826609,20241024
325.08465,173.03577,7.37471,14.64199,0.0931687,0.17094686,3.2153528,20240625
293.96327,21.29548,129.62993,17.63272,0.1448617,0.17685033,3.1433939,20241110
301.29758,22.95199,231.29794,3.91655,0.1142344,0.29428679,2.2384919,20240708
87.81032,330.49065,340.90737,15.33123,0.1427753,0.25982165,2.4323113,20241109
259.87102,315.55956,110.96047,11.48802,0.2339927,0.1748038,3.1678806,20241111
31.02729,49.39354,14.91866,8.10949,0.0915507,0.26182817,2.4198687,20241111
280.67816,12.72999,141.38424,5.54129,0.1660482,0.27032719,2.3688791,20241110
259.38116,64.50858,325.35042,14.07931,0.2158468,0.21613144,2.7499455,20241015
73.70209,58.27544,346.3637,4.02107,0.1462748,0.29830363,2.2183515,20240607
293.03661,253.58598,62.15112,2.36549,0.17456,0.1775385,3.1352657,20240822
102.72986,72.66057,243.52467,3.6967,0.2173621,0.29545145,2.2326054,20241111
153.36497,225.2076,119.04573,2.66921,0.1947299,0.17637256,3.149068,20240614
346.79414,6.1914,327.03369,2.58287,0.1763233,0.29261106,2.2470301,20241111
295.89391,283.99935,66.27998,6.24147,0.1695205,0.15942469,3.3684672,20241015
97.11698,334.50236,52.26395,6.62824,0.1963277,0.21231137,2.7828334,20240628
142.96689,319.7864,71.15822,10.5391,0.1655759,0.17513656,3.1638667,20240708
237.49943,3.88268,113.75052,12.11339,0.2144314,0.1793697,3.1138904,20241108
142.34095,56.51282,21.43213,42.5715,0.6620634,0.07189036,5.7282541,20240512
39.49993,162.5829,318.22954,32.84065,0.1606091,0.23007717,2.6376694,20240707
317.84935,36.89223,69.67496,1.43078,0.1435805,0.17883857,3.1200526,20241111
346.99736,339.42006,48.25571,6.69723,0.2476892,0.21585949,2.7522547,20241109
217.13274,162.81991,357.07877,8.6549,0.1633637,0.18687181,3.029983,20241110
299.43044,251.50068,320.60033,10.64172,0.1999921,0.19015558,2.9949989,20241110
142.15184,348.5777,181.71818,23.50268,0.1595854,0.26999224,2.3708379,20241105
293.00134,129.95486,252.98893,4.10611,0.1732495,0.30002114,2.2098772,20241031
332.41251,356.80202,18.38514,9.99211,0.2441929,0.19062581,2.9900716,20241111
22.57702,259.70263,36.37575,8.65973,0.1889106,0.21180828,2.7872382,20241111
209.75357,150.34053,163.22425,1.17279,0.1738169,0.1782191,3.1272784,20241110
234.19848,282.41347,351.42316,10.68921,0.2887109,0.23593583,2.5938217,20240604
172.37704,125.29691,192.62109,5.96535,0.2052745,0.2830858,2.2971569,20240601
153.39917,226.42385,232.63247,14.7615,0.0819253,0.19744479,2.9208254,20241003
352.38673,91.47607,342.91696,5.61082,0.1858803,0.12276681,4.0094249,20241111
5.47321,333.68911,58.50141,4.49877,0.222964,0.17416235,3.1756541,20241111
173.07995,87.96404,249.09556,3.02757,0.1657385,0.29245094,2.2478502,20240627
178.92721,284.9829,26.57153,10.99018,0.0936968,0.22319528,2.6916136,20241111
303.52776,224.95603,145.42826,2.60492,0.0966576,0.19891984,2.9063683,20241111
116.36169,5.34268,62.41592,7.98498,0.1373347,0.2924477,2.2478668,20240711
106.74902,8.09081,30.60315,9.05554,0.1183665,0.18510238,3.0492618,20241110
48.10859,47.08377,41.0698,21.43006,0.2766862,0.17526677,3.1622995,20240713
155.17892,178.54537,72.38342,14.4149,0.1292464,0.21957105,2.7211511,20241111
89.227,232.10913,82.32736,5.412,0.1680995,0.29668075,2.2264339,20241111
340.01446,297.90491,208.74204,11.60396,0.1313552,0.20283657,2.8688326,20241110
196.73365,91.26568,287.69934,2.29023,0.2054757,0.25495307,2.4631785,20240711
42.7438,95.52087,310.71845,5.03431,0.2727801,0.24081103,2.5586947,20241111
323.8776,6.28518,83.47596,13.79535,0.1637531,0.22977843,2.6399551,20241110
128.33309,93.24669,281.42744,8.36936,0.2353504,0.18452146,3.0556583,20241110
338.73277,87.03955,348.41395,15.82183,0.1135603,0.17118301,3.212395,20241111
278.61922,302.40626,86.62946,5.45321,0.1096626,0.24434193,2.5339851,20241111
263.17587,58.54439,38.65829,2.55524,0.0344935,0.20677102,2.832324,20241109
317.75175,321.76377,242.9941,7.72717,0.109917,0.1729212,3.1908316,20241110
288.47874,66.01997,75.66936,15.18481,0.0232121,0.17849079,3.1241042,20241111
206.82307,132.7458,216.51875,21.60679,0.2306497,0.17173351,3.2055263,20240711
43.98943,116.07554,230.58448,10.11508,0.1390437,0.17567007,3.1574576,20241111
206.44135,69.76171,285.77342,15.89462,0.2019883,0.21716404,2.7412214,20240710
202.70283,297.97415,45.99889,2.06266,0.2012758,0.18074652,3.0980571,20240708
292.28952,350.81509,299.1449,13.64648,0.2330907,0.18326206,3.0696416,20240710
130.13884,348.40956,250.66312,14.86918,0.0904223,0.17556285,3.158743,20241111
209.36423,55.24718,314.14664,9.09229,0.1951831,0.20973102,2.8056119,20240710
107.59635,59.65317,290.23567,4.05901,0.2776497,0.28270617,2.2992129,20241110
135.91762,264.97336,92.50351,14.81681,0.2032854,0.1779129,3.1308655,20241111
134.4253,15.79985,322.53539,8.90961,0.2378921,0.17755884,3.1350263,20241111
84.88638,336.60975,41.68941,1.57333,0.2374389,0.17720592,3.1391874,20241111
133.01998,165.61028,243.30134,14.69083,0.2496236,0.22703177,2.6612048,20240710
130.31864,9.30242,353.93664,8.78645,0.2178189,0.22624291,2.6673872,20240627
163.6155,253.61796,63.18487,2.06933,0.1621983,0.17747405,3.1360247,20241111
293.39897,348.8125,211.86197,10.8924,0.0899513,0.18751204,3.0230821,20240601
45.63709,244.7869,184.21077,1.78196,0.0473418,0.20369411,2.8607752,20241111
286.60577,342.0961,2.30646,15.41432,0.1154491,0.24489527,2.5301666,20240926
239.01422,122.13075,221.66739,13.05266,0.167789,0.23292907,2.6160955,20240711
279.7382,146.10337,347.32115,0.65766,0.1392663,0.18142189,3.0903637,20241111
74.49204,51.57912,247.06197,10.50654,0.1817551,0.22596672,2.6695603,20241111
87.95831,71.73017,301.07941,15.51277,0.2145403,0.17924125,3.1153779,20241111
332.59284,127.91691,214.89669,9.75611,0.215904,0.23338671,2.6126744,20241110
337.83367,280.37534,323.71366,20.58116,0.2581828,0.17451915,3.1713243,20240703
202.27342,146.19859,259.09602,9.31625,0.1221356,0.1711931,3.2122688,20240920
213.82395,354.89975,343.71248,10.77129,0.1536702,0.21180064,2.7873053,20240711
312.82941,316.57844,139.43679,1.84035,0.1607205,0.17715818,3.1397513,20241110
42.43222,215.27779,153.44583,2.97785,0.091618,0.15673065,3.4069579,20241111
301.01678,60.96203,349.11886,19.06332,0.1197992,0.17515877,3.1635993,20241108
23.29634,86.35784,294.52734,10.92353,0.3590495,0.17708436,3.1406238,20241111
240.69938,77.01743,307.04277,2.54096,0.1089986,0.22108777,2.7086917,20240929
206.72208,186.58412,229.27931,15.71705,0.4529307,0.23117907,2.6292813,20240706
57.03573,279.33586,98.68006,3.90956,0.1064374,0.19627014,2.9324677,20241111
7.30383,353.19301,132.45882,5.48838,0.3484976,0.26601127,2.394433,20240707
290.90197,25.61671,73.14923,4.0296,0.1365313,0.25256316,2.4786928,20241110
318.94114,99.21623,27.22473,11.89282,0.2086795,0.22398701,2.6852672,20241111
157.40007,234.57985,251.46424,2.26547,0.2041537,0.21040475,2.7996196,20241004
283.57563,287.14364,120.11518,9.44811,0.0891034,0.17182207,3.2044248,20241111
231.15543,53.24589,8.80735,6.035,0.1274453,0.29804558,2.2196317,20241027
305.5248,70.33668,118.74186,7.92798,0.0762885,0.23435391,2.6054811,20241110
116.56826,343.18188,359.55242,7.6318,0.2452453,0.24343286,2.5402897,20241111
280.14934,122.12569,144.36555,26.9777,0.0713883,0.37295942,1.9114444,20240508
167.68757,35.97162,180.66585,4.05962,0.0424576,0.21157261,2.7893077,20241110
129.92629,286.70005,115.40416,15.85719,0.2842617,0.21742596,2.7390195,20240709
153.85601,124.88352,111.92078,21.05432,0.1726328,0.20964595,2.8063709,20241110
199.11953,196.12715,193.91181,10.06085,0.0959608,0.17445631,3.1720858,20240822
300.01333,308.20601,58.78534,16.06821,0.2212691,0.20276033,2.8695517,20241027
302.88171,348.92401,163.33528,26.8656,0.0393686,0.35396485,1.9792286,20241110
329.70664,212.31061,104.54991,5.39891,0.181331,0.29114912,2.2545458,20241012
255.50491,131.26044,29.36706,1.25082,0.1271651,0.17571976,3.1568623,20241111
6.04106,21.27595,62.70728,9.39806,0.1033888,0.15615928,3.4152632,20241111
109.50867,5.0278,187.79368,14.77646,0.122824,0.17884926,3.1199283,20241110
1.27052,310.38131,218.61914,17.63835,0.0599533,0.1853788,3.0462299,20240711
25.00837,188.81464,76.29183,9.48023,0.1409554,0.17795499,3.1303719,20241111
42.42261,216.5594,188.87891,10.65692,0.1196081,0.18950165,3.0018851,20241110
321.30706,18.83057,304.4582,3.96966,0.26296,0.28385535,2.2930032,20240919
14.22092,325.11807,1.85181,18.00517,0.1892107,0.17621549,3.150939,20241108
6.98496,132.49616,215.49497,26.68673,0.5328259,0.22650888,2.6652988,20241111
150.77849,169.67059,200.64675,5.90252,0.1909829,0.29111615,2.254716,20240607
302.92004,305.33596,57.69762,9.18742,0.2218501,0.12419919,3.9785383,20241019
147.07164,325.77416,221.64694,4.55335,0.0611105,0.2247328,2.679323,20241108
39.18868,157.49982,279.95594,16.65355,0.1880056,0.1790933,3.1170934,20240602
319.06469,344.41821,59.97387,13.93924,0.1456784,0.18325032,3.0697727,20241109
298.44899,298.98508,52.38368,20.70937,0.0872469,0.16928195,3.2364006,20241019
2.10976,158.54621,159.15825,8.92248,0.0376354,0.18120696,3.0928068,20241109
47.61383,228.09557,59.92447,4.24898,0.1432145,0.23843594,2.5756583,20241108
193.00196,167.40153,267.15324,0.26382,0.1582688,0.27196822,2.3593404,20240926
112.84434,49.54256,10.48668,7.90887,0.0601138,0.19116976,2.984397,20240708
300.90658,300.33807,78.18308,5.66535,0.192307,0.29376593,2.2411372,20241111
241.20053,185.12213,52.63779,15.83297,0.182682,0.21836168,2.7311891,20241111
46.50263,40.89049,342.74345,15.10011,0.1388097,0.18105403,3.0945482,20241109
69.81079,65.909,342.26497,12.49392,0.1784141,0.23186646,2.6240821,20241110
74.81902,154.21069,180.64761,23.48979,0.1017131,0.1708465,3.2166119,20241110
225.72076,297.73852,99.5375,4.69597,0.143164,0.29468443,2.2364778,20240920
74.25828,41.25561,17.55212,8.34139,0.095404,0.23315539,2.6144022,20240616
315.71859,296.09161,85.74291,10.87238,0.1344221,0.19738345,2.9214305,20241111
195.58412,176.58119,147.08725,5.27837,0.2085639,0.30250605,2.1977587,20241110
216.70732,212.36427,104.10491,5.42734,0.1782773,0.29604669,2.2296117,20240707
23.86922,114.9569,257.83687,3.54243,0.2479635,0.20026101,2.8933776,20241111
156.11726,94.50388,221.70015,3.69329,0.1881268,0.30287177,2.1959891,20241111
47.8474,87.91751,200.31051,10.09407,0.186926,0.22956906,2.64156,20241109
178.99852,84.69951,221.0945,5.92182,0.2027319,0.29458618,2.236975,20240527
317.58047,306.60613,90.90139,2.49982,0.2175253,0.17872323,3.1213949,20241111
314.10695,100.22834,341.35842,5.59487,0.071469,0.1892263,3.0047964,20241111
251.81734,107.04971,95.27547,5.97635,0.0389102,0.27984156,2.3148769,20241111
77.43354,20.58985,280.52584,9.50266,0.1761764,0.24294579,2.5436839,20241111
25.16031,353.69103,330.30434,8.36113,0.2964957,0.27168547,2.3609771,20241110
114.34091,17.17686,344.9696,4.81729,0.2089497,0.26479944,2.4017327,20241110
30.20531,114.83455,289.51219,10.55593,0.193921,0.202661,2.8704893,20241111
48.95347,265.79386,318.58724,5.48879,0.0974007,0.19877965,2.9077347,20241027
180.73908,30.81818,142.34984,13.5641,0.1095989,0.17833537,3.1259191,20241109
338.81574,191.48304,165.26231,16.9649,0.0799459,0.16973925,3.2305852,20241105
244.4522,29.34137,52.4685,5.36118,0.1112937,0.21035931,2.8000227,20241111
55.7881,25.31062,36.92302,8.02232,0.2374757,0.17468557,3.1693098,20240628
337.78247,289.8423,39.53197,1.59784,0.1869186,0.17339935,3.1849631,20241111
329.97584,22.64553,38.09674,0.79982,0.181085,0.17645992,3.1480286,20241110
285.74213,251.01869,100.69879,11.53167,0.1090224,0.18822729,3.0154189,20241015
9.27093,304.07322,143.5637,3.32064,0.1467029,0.25331541,2.4737832,20241111
137.49979,13.75407,346.1038,5.39043,0.1976614,0.26646586,2.391709,20240627
170.56312,44.34586,93.75594,7.36518,0.1381119,0.28826033,2.2695833,20241111
63.64995,102.20706,328.99319,1.17065,0.0458747,0.2024118,2.8728448,20241110
239.28308,57.04992,1.94752,4.58647,0.2572604,0.26171481,2.4205674,20241015
275.32337,9.56095,30.28777,4.18854,0.1487618,0.1810147,3.0949964,20241111
200.36803,186.51513,147.93897,1.85471,0.1792258,0.17854659,3.1234532,20240707
37.39865,32.42068,80.72704,5.13197,0.1814713,0.27728855,2.329064,20240707
344.50189,109.25179,186.79129,3.89671,0.1317961,0.22352494,2.6889665,20241018
127.11429,131.58888,139.91536,6.63767,0.0408458,0.17323942,3.186923,20241110
336.69649,154.16096,312.90003,8.35333,0.0518257,0.1747115,3.1689962,20241111
104.66927,26.02661,30.13499,10.06539,0.0890987,0.18823266,3.0153616,20240707
265.26171,319.61786,54.45579,7.65263,0.195451,0.30165261,2.201902,20240929
80.83276,354.35569,71.44883,3.7271,0.1272898,0.29924295,2.2137068,20240707
258.28206,338.06942,147.94177,21.54106,0.2211797,0.27217167,2.3581646,20241109
154.79735,12.9592,80.83497,1.15224,0.0708872,0.15592577,3.4186721,20240929
1.53588,314.5088,307.41817,5.39134,0.084254,0.19947382,2.9009847,20241003
243.11989,251.20376,55.58963,25.19427,0.2700093,0.17774358,3.1328536,20240707
83.19376,310.58222,149.09372,14.02301,0.1306692,0.24258744,2.5461883,20240712
299.46089,351.72032,178.35185,10.00968,0.0166257,0.18719792,3.026463,20241110
316.2943,247.74277,81.30758,9.46716,0.1932493,0.23485513,2.6017727,20241011
150.07048,176.59138,133.79954,1.53438,0.2942094,0.22961992,2.6411699,20241111
234.14546,81.5714,328.87585,13.38953,0.1162723,0.22347476,2.689369,20241019
352.31975,348.19515,22.19164,11.84168,0.2789564,0.17418001,3.1754395,20241109
169.32391,21.72948,303.821,1.03097,0.0704472,0.19995796,2.8963003,20240607
201.31283,105.00482,201.81123,21.44345,0.07827,0.16990347,3.2285032,20240627
22.86969,117.98172,216.54575,15.82976,0.1105135,0.18342135,3.0678641,20241110
300.15609,77.78504,267.60274,17.90172,0.0944015,0.36653408,1.933718,20241014
140.44282,277.29938,128.63214,6.43893,0.3427894,0.23083862,2.6318658,20240709
167.61888,223.24683,116.8461,10.95943,0.1053684,0.18878961,3.0094282,20240704
275.63857,231.36876,328.01157,13.0439,0.1238829,0.23533284,2.5982506,20241111
10.18685,349.6963,110.5527,7.07271,0.1192275,0.17309579,3.1886857,20241111
44.93463,78.14352,234.21419,24.90846,0.2563089,0.26051109,2.428018,20241111
142.10358,2.49802,267.89043,4.12758,0.0972607,0.16939499,3.2349608,20241110
41.6274,78.64784,241.69799,5.85505,0.2408166,0.29825752,2.2185801,20241110
105.85405,234.38614,132.30246,3.89221,0.1032791,0.19053412,2.9910308,20241111
58.8223,86.23448,302.67635,8.99752,0.1094265,0.18783865,3.0195768,20241111
51.96112,119.45944,324.38826,13.25471,0.1345209,0.17923631,3.1154352,20240703
244.47718,208.25294,195.30642,10.71931,0.071856,0.18101137,3.0950344,20241018
168.75323,56.5829,71.63264,15.28727,0.1744842,0.18071654,3.0983997,20241111
100.2819,83.3527,356.21331,16.54894,0.2241764,0.19675224,2.9276754,20240710
227.73117,150.99196,147.08789,4.34425,0.1985383,0.29259527,2.247111,20240701
29.16547,337.48511,318.68435,13.95501,0.0427169,0.17128401,3.2111321,20241110
77.85247,230.03732,57.34949,7.8542,0.1544224,0.2335654,2.6113418,20241110
30.55128,219.89164,158.60388,4.0506,0.1555254,0.2986438,2.2166666,20241111
147.64015,49.99983,357.86542,6.16483,0.1569054,0.24234787,2.547866,20240709
279.33988,329.04567,63.31486,4.73102,0.2550466,0.23406289,2.6076402,20241024
319.12105,317.62733,79.84489,6.4188,0.1563913,0.29698164,2.2249298,20241111
133.07705,272.32224,22.17345,7.77786,0.0307603,0.19635815,2.9315913,20241106
319.25813,10.00512,97.14218,3.04092,0.2178732,0.17804541,3.1293119,20241111
319.6581,135.91034,0.95831,6.50011,0.1472101,0.28771256,2.2724631,20241111
14.79988,282.7419,128.31562,14.76983,0.2660452,0.23595588,2.5936747,20241109
78.12009,235.08128,59.43391,1.01226,0.0438515,0.21187919,2.7866163,20241110
332.63951,139.94672,269.1846,8.62221,0.0847152,0.18776497,3.0203667,20241110
164.31569,113.76776,216.09117,2.1696,0.1981279,0.29635159,2.2280822,20240617
156.19337,248.06878,100.65569,3.22987,0.286094,0.29634928,2.2280938,20240615
242.5748,270.40047,29.57586,7.22463,0.2755084,0.22402371,2.6849739,20241110
140.0699,306.69066,58.20118,5.37476,0.1875583,0.30505279,2.1855096,20240508
230.38667,332.90011,5.78214,15.31842,0.4692199,0.22496202,2.6775027,20240410
316.62587,3.68123,350.60115,4.54049,0.1138853,0.22640516,2.6661127,20241111
74.3752,148.76536,209.45672,8.9765,0.2544,0.23972436,2.5664213,20241110
91.21444,277.47298,78.42007,4.3168,0.0976415,0.26113063,2.4241761,20241111
24.96036,106.48999,283.40938,13.97685,0.0779563,0.17641381,3.1485771,20241111
333.54998,206.76571,213.29448,13.0873,0.2556749,0.36268438,1.9473775,20241110
258.95345,310.50816,72.06157,14.1173,0.1100424,0.2133911,2.7734383,20241015
313.99521,276.09421,105.49747,4.27458,0.1648592,0.28807908,2.2705352,20241111
178.23111,99.31511,139.20099,2.10897,0.0773089,0.17270424,3.1935034,20241111
19.56382,238.49413,221.23063,3.14211,0.0908471,0.08239304,5.23049,20241111
127.10012,216.73304,156.11901,9.80552,0.0803615,0.1355792,3.7526726,20241110
27.51903,267.15929,346.77626,6.20795,0.1196135,0.2612252,2.423591,20241026
270.22885,63.52713,213.83007,17.06319,0.2547875,0.18547453,3.0451816,20240703
242.50222,15.7651,265.1134,3.88331,0.2325186,0.28816477,2.270085,20240617
45.73824,176.22637,145.35381,10.82942,0.1081304,0.18812887,3.0164705,20241110
58.25692,116.10719,261.36759,11.7615,0.098054,0.19958204,2.8999359,20241111
119.02841,139.51011,206.48746,2.39307,0.2048921,0.30400053,2.1905499,20241110
126.28642,122.47324,225.37785,6.56802,0.2762433,0.26424129,2.4051136,20240526
312.55302,219.901,331.70357,5.073,0.0403472,0.26075108,2.426528,20241110
244.56192,28.76192,280.43685,3.33488,0.1606629,0.30292517,2.1957311,20240708
71.02008,205.44167,82.47917,4.53254,0.0699725,0.15796936,3.3891242,20241110
292.68629,196.26508,39.05541,6.59559,0.1661449,0.25508915,2.4623024,20241110
12.34959,353.89288,91.13227,1.3972,0.046934,0.29453741,2.237222,20241111
253.90252,312.21345,336.08977,9.55028,0.143299,0.17351971,3.1834902,20240707
6.98686,57.44898,344.56397,14.82192,0.1135636,0.24000955,2.5643878,20241109
14.22898,312.37972,347.83539,13.0349,0.0581954,0.26852197,2.3794843,20241111
70.79196,5.51797,3.65796,14.93895,0.1185141,0.24046721,2.5611331,20241111
305.18451,311.02424,72.53114,9.39708,0.0887739,0.1747459,3.1685804,20241111
287.67763,206.14243,39.6661,1.87474,0.1053784,0.12656448,3.9288142,20241110
317.31109,201.35607,127.48706,9.02275,0.0417295,0.17062114,3.2194436,20241031
27.70651,341.06162,156.87494,25.1696,0.1948788,0.28136011,2.3065402,20240428
325.66102,96.61997,203.70901,12.79643,0.2104036,0.17801117,3.1297132,20240915
91.95515,190.09096,106.64113,18.92551,0.2083354,0.24395552,2.5366602,20241110
358.68428,72.82335,223.34437,5.74686,0.0675181,0.15614997,3.415399,20241111
28.96236,123.01354,218.59641,12.72745,0.2174141,0.24173623,2.5521619,20241110
106.39465,177.0588,254.97109,4.05355,0.1543862,0.2791789,2.3185386,20240711
97.43441,59.38627,0.85116,22.16614,0.3012029,0.2779203,2.3255332,20240708
231.53512,292.52346,121.48345,3.08584,0.1948919,0.17419731,3.1752292,20241019
75.66987,52.16299,247.2541,16.6559,0.1063415,0.08227342,5.2355585,20241111
18.27303,41.52489,283.911,6.92675,0.1382916,0.08137604,5.2739782,20241109
352.71771,353.9257,0.87951,10.06345,0.1098395,0.18753737,3.0228099,20241108
149.64274,99.03301,236.97952,16.34883,0.0710302,0.17130623,3.2108544,20241110
41.55439,155.36785,272.10345,6.64719,0.1424827,0.22318613,2.6916871,20240528
356.77814,255.43188,251.73279,15.01642,0.0346196,0.16100298,3.3464173,20240627
118.8685,357.51382,169.93156,6.96648,0.1860493,0.22492317,2.677811,20241109
302.94999,234.00644,6.74306,8.71344,0.1737182,0.23281993,2.616913,20240707
199.43053,205.20428,88.14523,7.189,0.1555155,0.12406559,3.9813939,20241111
221.44564,156.52602,260.56532,5.59209,0.1933734,0.22648495,2.6654865,20241012
2.14228,63.36132,336.2929,9.39101,0.1173887,0.29015125,2.259712,20241111
219.91724,205.6937,15.03161,2.79459,0.1285042,0.26748278,2.3856432,20241111
183.56828,310.52967,355.69352,11.31136,0.0727513,0.22631584,2.6668142,20240604
325.96472,2.52162,71.85571,5.6977,0.1056004,0.29448954,2.2374644,20241110
18.12276,296.76036,42.94923,10.75074,0.1008873,0.18773586,3.0206788,20241109
59.99745,74.77575,327.11242,10.69757,0.2237824,0.22992871,2.6388047,20241110
5.1589,7.17471,5.39879,4.81665,0.180251,0.30401612,2.190475,20241110
253.71572,95.84063,275.15622,9.86419,0.1114262,0.19617569,2.9334088,20241002
240.23758,41.67616,26.35147,3.16843,0.1305668,0.25989443,2.4318572,20241109
292.89481,59.22565,134.55678,18.46088,0.0482403,0.20047922,2.8912777,20240529
282.19087,131.44698,1.23845,23.90951,0.259348,0.27102585,2.3648063,20241111
241.90291,185.92577,49.4649,14.14377,0.1233256,0.22891996,2.6465511,20241111
329.30912,247.4125,290.80158,10.84969,0.0897611,0.19821117,2.9132917,20241110
185.51364,328.6114,281.15913,7.19738,0.199896,0.29018228,2.2595509,20241111
116.88395,262.42698,100.69908,17.67619,0.1806381,0.22828391,2.6514647,20241111
86.18947,277.01337,255.60765,12.97848,0.2346721,0.20133913,2.8830395,20241031
148.58034,84.61407,259.47723,2.7257,0.3354909,0.29196001,2.2503694,20240522
