m,peri,node,incl,e,n,a,date
16.19068,89.8135,255.86557,2.51548,0.1176799,0.31929462,2.1200282,20241110
11.21682,304.27466,18.70568,9.07481,0.1502258,0.20926146,2.8098073,20241111
64.56818,322.51845,19.95912,3.97047,0.1419514,0.29403293,2.2397802,20241111
71.92502,11.95846,99.31431,2.93323,0.1283897,0.1706514,3.2190631,20240711
5.22614,300.13995,135.72271,15.6001,0.078652,0.23876939,2.5732597,20241110
86.44985,305.88255,89.74326,11.13212,0.1104147,0.1890395,3.0067755,20241111
229.61048,339.82706,338.87743,8.74652,0.1142537,0.22242912,2.6977909,20240708
226.22268,284.22202,184.76172,9.59549,0.0699384,0.1881469,3.0162778,20241110
61.57038,329.30157,23.12313,26.97941,0.1919384,0.26826985,2.3809748,20241110
160.35593,243.24157,52.02072,15.69894,0.1071973,0.24296396,2.543557,20241111
250.10174,63.28222,204.05405,6.36742,0.1927038,0.22198199,2.7014124,20240526
241.68543,192.06204,44.71357,9.73953,0.1823665,0.21581963,2.7525935,20241111
357.55588,312.0625,148.94413,17.52643,0.2027719,0.24125233,2.5555735,20241110
190.88449,339.63243,195.20932,1.46217,0.1260512,0.22951601,2.641967,20241107
80.71291,117.0506,176.62198,1.51842,0.1591504,0.28910583,2.2651562,20241110
167.53031,73.06873,193.80578,2.10504,0.1172752,0.17990805,3.1076754,20241111
146.99117,333.99598,248.08628,2.67146,0.1282737,0.28280092,2.2986994,20241110
302.85699,178.89607,175.52566,16.59503,0.0383732,0.17895849,3.1186587,20241110
158.59855,48.65834,128.70101,6.35275,0.096855,0.29001416,2.260424,20241108
130.43333,45.42703,322.57356,7.30358,0.2022699,0.24375759,2.5380331,20240502
255.5548,288.50937,206.52744,9.57155,0.0397186,0.1896534,3.0002835,20241111
9.45495,322.76345,185.04854,24.11315,0.0803134,0.38474195,1.8722177,20240228
321.34854,140.17946,168.88133,13.39501,0.1719156,0.20583955,2.8408622,20240922
351.44475,85.98244,306.53044,8.76454,0.1072358,0.18802788,3.0175505,20241111
121.86021,76.73167,115.26729,13.01731,0.1313309,0.20143838,2.8820924,20241111
114.17121,60.2911,154.82177,6.72722,0.0846972,0.17567684,3.1573765,20241107
117.1989,280.71713,46.51667,23.07635,0.2555266,0.26942323,2.3741748,20241109
214.39278,311.23222,262.44762,13.47182,0.0485979,0.24067546,2.5596554,20241111
284.48807,1.41614,55.13033,2.74705,0.0651504,0.20671568,2.8328295,20241103
345.57022,115.79065,330.72099,3.59084,0.033604,0.21161915,2.7888987,20241111
147.41205,357.80587,101.59318,3.18578,0.142323,0.17184188,3.2041785,20240901
318.61441,224.35036,153.79449,2.26836,0.0380101,0.2031038,2.8663157,20241107
268.84273,328.60042,292.24164,12.79128,0.1427113,0.24161941,2.5529845,20240306
135.27096,71.01607,245.21616,7.13137,0.2511357,0.24008224,2.5638702,20240306
228.92601,55.99217,174.93755,9.77047,0.0358366,0.18430468,3.058054,20241110
304.13218,100.75292,282.45892,12.42449,0.1051102,0.17510735,3.1642185,20241110
359.70842,255.08382,172.78865,23.31522,0.2877322,0.26387204,2.4073568,20241108
273.80331,248.8864,324.32547,12.03704,0.1197989,0.23754739,2.5820771,20241111
319.93759,78.61421,135.05741,4.18082,0.0982821,0.28235913,2.3010965,20240707
107.36864,175.49811,199.84268,7.94995,0.2339084,0.21186935,2.7867026,20240526
228.68544,56.13264,155.09235,3.25341,0.1344408,0.27266678,2.355309,20241111
146.76906,210.95165,352.83525,3.80155,0.0185757,0.2711834,2.3638903,20241109
121.85877,167.33979,207.99402,2.09769,0.0439627,0.08369092,5.1762727,20241110
336.56649,181.2477,134.05379,1.5923,0.1640504,0.17652695,3.1472317,20241011
97.21328,219.75105,126.95684,7.72899,0.1231714,0.18910175,3.0061156,20241111
184.57151,265.00734,326.16633,8.96052,0.0101343,0.23939176,2.5687978,20241111
246.85332,55.45917,60.61139,26.49483,0.1513469,0.37298868,1.9113444,20241111
332.83157,246.32217,103.31614,2.03468,0.1812467,0.18100229,3.0951379,20241103
219.94451,230.21954,171.50368,9.26178,0.0332459,0.17557401,3.1586092,20240921
187.48719,35.53896,292.62688,4.8651,0.1999184,0.28788786,2.2715405,20240526
219.43686,321.73175,169.70809,4.70943,0.107033,0.29041993,2.258318,20241106
75.03887,302.63361,288.50096,5.72988,0.0818347,0.27159145,2.3615219,20241111
214.38201,215.06531,325.63723,5.19881,0.0979567,0.29312618,2.2443968,20241111
74.8229,75.86375,154.66283,12.93321,0.1244004,0.22657343,2.6647925,20241110
20.91203,197.33989,122.89912,3.1951,0.1658721,0.29541987,2.2327645,20241108
49.37308,76.43014,66.88456,1.00201,0.1492304,0.17712805,3.1401073,20240712
24.8158,336.59393,201.18674,17.59765,0.0905814,0.17443682,3.1723221,20240724
358.20473,207.04877,66.04852,1.4249,0.1659064,0.17660688,3.146282,20241011
283.47337,244.63812,358.60471,6.73163,0.2025436,0.24414749,2.5353303,20241110
279.84047,355.55095,17.5285,6.01568,0.2418577,0.2596844,2.4331683,20240921
91.41617,129.79952,308.08358,14.23773,0.189337,0.22203681,2.7009677,20240710
213.54833,206.81004,66.83846,12.81944,0.1631523,0.22564259,2.6721161,20241111
102.50244,277.67745,4.06549,6.16773,0.0187461,0.15723296,3.3996978,20241110
61.50947,312.5159,91.17602,15.20956,0.0746853,0.24214029,2.5493219,20241111
107.94244,24.43641,187.41859,5.05574,0.0915474,0.25655026,2.4529447,20241110
295.69277,229.6502,172.4089,3.2673,0.0936281,0.18346039,3.0674289,20241110
209.63637,157.91833,254.06756,14.21941,0.1317393,0.20603857,2.8390325,20241003
342.32047,10.51476,128.77744,11.07682,0.0438955,0.18758984,3.0222462,20240527
277.60103,221.43095,218.04458,12.81193,0.1518648,0.23050586,2.6343981,20241109
161.96842,109.0109,179.81941,11.87684,0.1792516,0.25646624,2.4534803,20241110
272.98938,127.23305,311.25077,3.10741,0.0306556,0.23412224,2.6071995,20241109
136.44067,114.97967,160.45574,14.98712,0.091305,0.23719686,2.5846203,20241110
16.41018,153.36972,328.04704,12.30388,0.2332465,0.2393371,2.5691889,20240526
156.20186,32.48806,355.15326,9.99355,0.1623523,0.15710062,3.4016068,20240711
167.90684,120.61959,171.42788,10.34365,0.0890918,0.18753616,3.0228229,20241110
210.22602,29.25507,185.11176,4.03323,0.0790317,0.29318406,2.2441014,20241111
147.54232,211.15609,332.2704,2.18062,0.0945489,0.28765342,2.2727745,20241102
350.27141,17.84183,107.21302,4.14771,0.1213772,0.27208558,2.358662,20241111
182.99861,172.35749,126.8907,2.31813,0.143579,0.17406372,3.1768537,20241111
12.22991,316.8568,163.34007,13.59958,0.1817446,0.22387275,2.6861807,20240617
350.26978,354.55165,114.19036,2.60003,0.1394917,0.18009042,3.105577,20241111
58.00731,157.70829,210.64171,17.17945,0.2885658,0.16455182,3.2981286,20241108
155.35074,163.96664,33.9937,1.0357,0.1729654,0.17353224,3.1833369,20241109
339.67559,277.87707,125.3589,0.44803,0.6247569,0.24300104,2.5432983,20241111
179.61326,29.84501,196.24871,10.88316,0.189673,0.2333345,2.6130642,20241110
221.64616,338.75975,151.80098,14.40274,0.1344389,0.23378735,2.6096887,20241108
175.91468,237.02476,294.35094,6.66948,0.6360916,0.35355698,1.9807505,20241018
70.1467,31.3789,28.43861,9.4534,0.0358013,0.23815493,2.5776839,20241030
307.28535,321.74358,265.61475,2.23397,0.097816,0.29854538,2.2171537,20240502
331.49839,275.47675,144.68812,24.08709,0.0688868,0.18007305,3.1057768,20241111
272.89194,24.50252,174.75671,1.28586,0.1073278,0.1846909,3.0537892,20241111
135.65249,228.10569,136.18941,6.12497,0.1507207,0.27630263,2.3346012,20241106
6.27562,126.94741,194.09021,5.35405,0.1350551,0.28219632,2.3019815,20241109
124.30153,116.07196,198.72851,12.94522,0.1674502,0.23320868,2.6140039,20241110
115.82645,40.02156,231.69888,12.06858,0.1448551,0.23082622,2.63196,20241111
38.44584,129.03477,208.03438,0.54951,0.1679796,0.17170405,3.205893,20241110
254.78283,250.28936,127.33594,1.89332,0.1660311,0.1756694,3.1574657,20241002
331.08227,357.31772,155.99935,7.52374,0.0419376,0.22247983,2.697381,20240527
266.50261,219.8497,178.19982,2.05416,0.0668448,0.20646293,2.8351409,20241031
130.20166,224.61595,166.02889,1.51173,0.0263298,0.12818986,3.8955334,20241110
357.11426,122.55328,7.0053,12.60312,0.7724149,0.2834968,2.2949362,20241001
184.57374,48.28336,108.35825,2.37542,0.120232,0.17883662,3.1200754,20241104
177.47374,278.10846,71.93226,6.11949,0.1340661,0.25594352,2.4568197,20240627
351.57384,241.9681,241.57868,7.77813,0.2226143,0.2188326,2.7272694,20241110
63.03109,13.52017,238.08614,8.87562,0.2265046,0.17547552,3.159791,20241109
78.66586,137.26069,144.33686,10.24917,0.0833923,0.18782781,3.019693,20241110
93.55325,260.94558,341.17167,28.59658,0.1336876,0.23441254,2.6050466,20241109
230.66647,322.7795,222.66656,3.816,0.0855768,0.28828353,2.2694615,20241111
0.33482,26.39589,249.6745,1.16973,0.0178263,0.2035339,2.8622762,20241018
327.47488,212.49305,261.1572,9.03781,0.0552389,0.1874992,3.0232201,20241111
215.84709,219.10754,147.43405,16.78834,0.0710044,0.17148447,3.2086291,20240812
291.27094,13.82563,330.14473,21.60225,0.0811297,0.17558146,3.1585199,20241018
153.11505,290.35065,159.59209,10.46608,0.0758251,0.19062361,2.9900945,20240902
148.72488,315.84258,24.37824,0.58578,0.2035594,0.17303962,3.1893757,20240522
200.17212,343.47655,22.08405,14.82706,0.244454,0.17565782,3.1576044,20240709
256.9279,220.47555,253.15342,3.41056,0.0772418,0.26711492,2.387833,20241110
249.76418,84.70558,13.75357,3.54798,0.1295682,0.26211527,2.4181014,20241111
167.58782,279.82501,246.64382,5.74952,0.0639237,0.262417,2.4162474,20241105
246.51924,49.79881,202.5379,4.46226,0.1719636,0.27260842,2.3556452,20240504
224.24128,348.77906,355.41232,23.13072,0.2118477,0.27992877,2.3143961,20240710
228.56449,37.60816,209.51815,4.90065,0.1443856,0.29251073,2.2475439,20241109
126.46594,64.17498,140.60471,3.08992,0.1243428,0.25451233,2.4660213,20241107
335.15198,232.51044,220.96018,6.99993,0.1954319,0.21003549,2.8028999,20241111
194.87226,39.09076,187.88917,17.16957,0.1247899,0.23209936,2.6223264,20241110
34.16661,217.79011,206.80779,3.74254,0.296617,0.27083601,2.3659112,20240603
204.15373,83.25571,269.14191,9.23777,0.1058604,0.18888706,3.008393,20240707
343.13782,182.10118,200.79526,12.12028,0.1871477,0.19793489,2.916002,20241109
45.17462,258.75942,61.94747,3.48208,0.1069345,0.29370659,2.241439,20241109
81.8139,133.00757,211.87236,5.4106,0.2572295,0.20324363,2.8650009,20241111
99.98486,21.25009,132.97958,2.70796,0.152021,0.26573287,2.3961051,20241002
4.42043,113.34545,223.10869,5.27166,0.1361177,0.28183876,2.303928,20241105
261.75151,323.73102,161.06193,5.17409,0.1792118,0.2697662,2.3721621,20241110
134.28751,77.09612,261.0013,8.5958,0.0665433,0.29017174,2.2596056,20241110
294.90687,277.95658,182.49315,21.70803,0.0835014,0.36587262,1.9360479,20241109
239.68513,112.23072,184.81675,3.83387,0.1874298,0.26522543,2.3991603,20240530
9.54959,226.42133,43.74291,1.68136,0.1667362,0.17153139,3.208044,20241024
83.01748,301.18043,331.24315,1.21861,0.0331223,0.19145103,2.9814732,20241109
60.94028,145.40539,348.56326,7.27255,0.0400527,0.15431169,3.44247,20240709
112.86397,345.32312,29.19179,3.16134,0.0946351,0.22913509,2.6448942,20240601
277.74674,42.16881,144.93449,1.84832,0.0729268,0.26389102,2.4072414,20240410
229.24392,20.00797,294.69374,1.27857,0.1865178,0.30749729,2.1739115,20240629
70.16563,24.59033,320.65028,1.14156,0.1077606,0.19537002,2.9414678,20241111
25.7294,124.16524,246.50401,0.97904,0.0736085,0.19475482,2.947659,20241111
243.83596,210.92103,29.70822,0.27657,0.1551136,0.17985733,3.1082596,20240502
313.04767,356.488,344.88792,8.99409,0.1147702,0.18685391,3.0301765,20241019
163.73038,268.70447,85.99227,1.76627,0.1656615,0.17172043,3.2056892,20240506
283.33068,26.17852,359.00445,1.94254,0.1679707,0.26926072,2.37513,20240924
275.94117,239.63845,37.35178,3.07125,0.1756888,0.29898027,2.2150032,20240708
85.09652,287.58504,124.49741,2.07433,0.2255634,0.17353325,3.1833245,20240401
357.45516,119.02705,305.61884,5.82866,0.1039074,0.28171169,2.3046208,20241106
208.59143,164.75852,319.67947,4.70431,0.1068993,0.19291433,2.9663773,20241110
95.83231,266.68058,59.27843,2.51732,0.1210286,0.17459625,3.1703907,20241111
198.22945,133.59312,115.26839,3.34333,0.1743934,0.26403338,2.406376,20241111
118.25017,58.56039,163.95213,13.50293,0.1387087,0.22809042,2.652964,20241109
110.26595,342.12159,345.01507,14.51523,0.1754926,0.23228919,2.6208976,20241111
46.83569,226.89157,201.92529,13.02254,0.1596423,0.23305485,2.6151541,20241110
273.43565,72.4331,183.7255,2.60976,0.1484158,0.12421511,3.9781984,20240210
217.18523,227.05943,72.45604,3.04399,0.0708932,0.27351107,2.3504595,20240627
67.71535,278.92972,169.15897,40.72003,0.4682605,0.46621988,1.6471843,20240625
110.23001,277.07013,62.16052,3.95273,0.0716525,0.1934968,2.9604214,20241111
53.59172,12.4856,59.64325,2.91485,0.0485859,0.20051389,2.8909444,20241110
205.4292,327.06381,90.89573,3.26532,0.0601111,0.20530362,2.8458039,20240921
336.26209,102.9383,265.42394,2.66178,0.1103845,0.2111278,2.793224,20241111
214.12142,184.01444,129.17516,7.32498,0.2200086,0.28239167,2.3009197,20240623
275.51623,308.25787,297.88868,5.8089,0.1392465,0.29508871,2.2344346,20241110
53.99241,197.78226,184.67189,3.50622,0.2817294,0.26168117,2.4207748,20240426
97.42389,243.08697,127.1027,4.3591,0.2001694,0.26060981,2.4274048,20241110
249.88925,156.00359,322.46746,16.49744,0.1776304,0.17476468,3.1683533,20241109
343.20517,92.32523,244.38684,2.28057,0.2029866,0.27762773,2.3271666,20241111
47.16397,20.16976,359.41509,4.22802,0.2610058,0.22996338,2.6385394,20241111
269.28161,322.66943,337.64247,3.44504,0.1653797,0.29580125,2.2308449,20240711
45.06126,320.78348,125.41163,12.15276,0.1826492,0.270668,2.3668902,20240615
30.47329,129.59909,159.91625,10.91226,0.0906349,0.18834078,3.0142074,20241110
123.6245,183.89697,184.37555,9.2719,0.2492448,0.27052611,2.3677177,20240526
114.5814,241.29865,127.12412,3.0298,0.2256819,0.26610268,2.3938846,20240522
340.80692,13.20075,7.23066,7.34367,0.2344144,0.22329908,2.6907794,20241109
132.06041,47.15935,335.94124,13.0198,0.1774844,0.22775547,2.6555644,20240509
6.00988,3.629,76.83783,21.02316,0.203862,0.34591766,2.0098064,20241111
247.21694,94.95318,300.03926,10.64374,0.1381142,0.21911045,2.7249632,20240929
98.94866,235.2639,146.39044,5.47728,0.1773288,0.28888243,2.2663238,20241106
131.59753,350.95199,51.27712,4.62952,0.0093006,0.26895571,2.3769253,20240708
18.89489,209.80873,187.88711,0.73054,0.1115282,0.25481501,2.4640682,20241111
338.31176,102.24389,325.63237,2.72256,0.1451863,0.26645624,2.3917666,20241111
347.18185,167.15404,327.86434,24.20148,0.1703656,0.27302066,2.3532734,20240602
197.3446,167.98402,137.37925,11.77468,0.2751382,0.26525792,2.3989644,20240403
196.7334,78.79771,154.89211,13.13014,0.1597887,0.22877075,2.6477017,20241110
44.40851,254.58728,134.54537,2.90532,0.0804704,0.19757445,2.9195474,20241111
219.56822,257.40738,52.88512,5.48384,0.1869452,0.30047618,2.2076456,20240609
83.64006,325.2898,44.55359,14.02552,0.177725,0.23137189,2.6278203,20241111
8.00632,340.91319,75.87418,5.46222,0.1565937,0.28305844,2.2973049,20241111
276.6037,87.43405,243.82442,8.49537,0.0953084,0.18724625,3.0259423,20240905
70.25762,9.23071,245.77536,13.65639,0.0755807,0.19146843,2.9812926,20241110
188.16967,147.04764,321.43455,3.54972,0.0495399,0.21614496,2.7498308,20241031
250.10757,53.14552,58.02551,9.3726,0.2248392,0.21977476,2.7194693,20241108
194.83675,24.08777,339.63287,4.87395,0.0212118,0.21008706,2.8024412,20240711
212.58871,29.36143,315.73434,2.33301,0.1565665,0.25687883,2.4508525,20240609
354.51381,180.98078,121.68981,5.85952,0.1924811,0.27615624,2.3354262,20241026
184.50868,312.50266,87.99011,3.29338,0.2850791,0.18421023,3.0590991,20240711
83.60649,272.65255,104.36963,5.0871,0.1718039,0.29345683,2.2427106,20240601
346.04352,106.53724,51.52408,2.28224,0.1155217,0.18001752,3.1064154,20240614
196.62194,103.01958,151.86073,5.69944,0.130653,0.25549682,2.4596825,20241111
315.62937,15.61759,32.40376,2.41357,0.131587,0.30780886,2.1724442,20241109
60.31469,62.46172,312.37611,3.06557,0.1495866,0.25672123,2.4518554,20240407
281.32567,325.62693,179.9737,1.80783,0.0694285,0.19786918,2.9166475,20241111
284.5019,174.09669,153.08286,1.79861,0.1638982,0.17756563,3.1349464,20240729
340.78612,309.45298,24.17327,5.18005,0.0766262,0.2630513,2.4123616,20241111
100.80857,92.57654,303.93843,10.92919,0.1977429,0.22461093,2.6802921,20240617
264.82259,210.21101,191.21066,1.56122,0.2613761,0.18854105,3.0120726,20240730
353.95359,352.10195,178.4242,3.52013,0.0546204,0.31032275,2.1606959,20240407
41.14687,125.87335,222.74133,5.48112,0.147003,0.25823983,2.4422338,20241111
150.96155,286.97999,91.13746,4.42924,0.1519304,0.26773172,2.3841642,20240705
220.10534,158.32857,44.15659,9.26951,0.0115798,0.22778882,2.6553052,20241111
342.76576,21.20876,225.30599,3.20813,0.0964632,0.23597817,2.5935114,20240708
331.46544,265.83696,28.4749,16.68022,0.2943787,0.19188846,2.9769404,20240905
278.09701,173.69899,339.88182,1.23754,0.0189672,0.19931146,2.90256,20241111
243.87999,94.48277,38.4379,9.82278,0.1607471,0.12380525,3.9869735,20241110
296.68367,95.01716,33.12143,9.53348,0.1023094,0.1699585,3.2278063,20241111
268.9949,339.96672,325.0353,9.0852,0.2222979,0.2753504,2.3399805,20240707
134.80918,277.98334,190.93746,6.45207,0.1128918,0.30262444,2.1971855,20240707
151.02788,244.28498,135.10813,2.41046,0.2834121,0.18341993,3.06788,20240513
94.79022,319.68605,19.49803,4.51473,0.1829991,0.28695443,2.2764639,20241111
217.13645,102.70861,259.73979,4.4217,0.2026357,0.29273472,2.2463972,20240711
231.3765,108.57648,292.72997,7.76983,0.197854,0.24244745,2.5471683,20241003
145.79487,109.31286,59.99805,5.75875,0.0972504,0.2161409,2.7498652,20241111
255.66226,152.64647,109.96911,4.28655,0.2158594,0.18402736,3.0611254,20240601
355.21383,276.86193,55.70206,16.66558,0.2239786,0.21355859,2.7719881,20241111
45.74567,130.25858,194.22251,5.69918,0.1729221,0.28187686,2.3037204,20241110
106.6031,32.91363,7.30868,5.85698,0.1037105,0.29064342,2.2571602,20240418
85.01717,209.21121,199.51989,2.66959,0.0377628,0.29364551,2.2417498,20240601
114.02711,213.71707,72.10595,5.71786,0.2060599,0.29614478,2.2291194,20241111
316.78121,198.41482,165.92505,19.16561,0.3141669,0.23696308,2.58632,20241021
117.77099,178.95282,143.36463,4.16206,0.1491007,0.29460578,2.2368758,20241103
83.50741,347.64021,61.78174,1.63291,0.1940452,0.17706942,3.1408004,20240503
124.46806,324.69986,37.61321,3.10055,0.2198799,0.29975585,2.2111809,20240607
70.62423,32.91021,348.03518,7.9472,0.2266092,0.27700067,2.3306774,20241111
230.48832,189.10438,41.08178,2.18899,0.0933394,0.16701998,3.2655557,20241111
253.84757,82.60958,198.27454,5.84079,0.1798837,0.29201894,2.2500666,20240504
7.03918,73.23659,300.29171,2.16493,0.1776568,0.30318733,2.1944651,20241110
131.09049,175.8188,80.9904,25.14946,0.2301948,0.26585572,2.3953669,20241111
44.037,15.82614,108.02511,11.83897,0.6799917,0.3967666,1.834197,20231031
45.83589,181.88528,133.34455,6.08064,0.0898013,0.21438393,2.764869,20241110
304.2927,279.64988,221.17835,6.93956,0.1710935,0.21164268,2.788692,20241106
179.62881,92.60129,114.50665,2.39208,0.1190029,0.17981725,3.1087215,20241110
146.79074,350.12908,136.28707,2.86266,0.0375611,0.19918153,2.9038221,20241011
181.0419,73.45805,224.37961,10.25458,0.0939902,0.18838044,3.0137844,20240428
46.42899,125.94082,88.72187,0.55488,0.0688597,0.18485832,3.0519451,20240921
339.51363,160.35585,220.10134,7.96297,0.0983051,0.0823672,5.2315837,20241110
115.22903,281.16719,90.193,10.752,0.2427848,0.23278983,2.6171385,20241110
354.9542,109.51321,32.32473,13.68943,0.1894697,0.2312592,2.6286738,20241111
94.95583,241.86387,159.30351,2.42771,0.0697077,0.20464893,2.85187,20241106
214.69771,349.18985,68.48368,11.06469,0.1943342,0.21457691,2.7632111,20240929
44.70376,196.44157,79.01387,8.99982,0.1090399,0.27437686,2.3455124,20241111
205.57533,244.56705,192.43122,7.41779,0.2061512,0.21056589,2.7981911,20240914
274.36142,252.6555,345.69867,14.07721,0.0444097,0.23915545,2.5704897,20240617
269.50152,264.61536,1.85856,7.46353,0.1920678,0.21031092,2.8004522,20240615
43.02872,45.68229,201.07269,10.50628,0.0671097,0.18932008,3.003804,20241102
184.77557,261.14174,15.09986,13.05477,0.1740689,0.23417401,2.6068153,20241111
71.39085,185.80124,173.37793,1.14751,0.1658728,0.31179109,2.1539068,20241111
49.43184,77.20119,331.00843,2.50413,0.1603098,0.23535238,2.5981067,20240508
89.03603,358.16546,74.47548,2.71349,0.1557454,0.17620402,3.1510758,20240708
316.12703,172.81755,34.35118,4.71516,0.1019891,0.29438652,2.2379864,20240707
154.86402,293.77495,83.91749,8.73497,0.2283054,0.26909576,2.3761005,20240627
228.01374,46.51149,139.70688,1.74116,0.1391307,0.27744697,2.3281773,20241111
319.05244,53.63922,244.46323,1.04183,0.0531992,0.20471024,2.8513006,20240916
351.35946,87.29377,38.56384,1.72012,0.1301793,0.1749271,3.1663918,20241111
49.2231,68.13558,6.11306,11.12578,0.2340109,0.20174814,2.8791416,20241110
118.21701,111.77297,225.38909,20.93388,0.0277285,0.1732211,3.1871477,20241110
325.25318,77.03754,299.2829,11.82812,0.2513497,0.23376751,2.6098364,20241110
323.84691,153.4043,218.30137,2.55911,0.199254,0.30277643,2.1964501,20241027
314.90056,168.75542,54.7984,2.32722,0.192491,0.26233176,2.4167708,20240707
337.73294,17.18917,14.66427,1.5044,0.1247713,0.19660016,2.929185,20241110
159.89598,240.32553,154.36714,4.95999,0.1756069,0.2956371,2.2316706,20240712
139.07179,339.5142,152.52002,4.84655,0.1697114,0.29726362,2.2235226,20241015
253.02886,70.265,137.41866,5.86458,0.1032609,0.28364593,2.2941317,20241111
136.95731,193.21243,222.15166,0.87575,0.1578843,0.29558908,2.2319123,20240709
81.649,335.28856,227.61647,2.6055,0.0755495,0.26909876,2.3760829,20240926
145.10491,128.31196,98.21232,10.98756,0.2439694,0.22498128,2.6773498,20241110
114.38448,169.71326,211.13654,21.68298,0.1228039,0.17543803,3.1602412,20241110
258.30668,49.78929,345.54496,9.87473,0.0628528,0.1859532,3.0399535,20241004
305.69407,228.77784,107.97671,11.23597,0.075099,0.18702181,3.0283627,20241024
286.5822,251.26659,120.9669,6.24106,0.1939265,0.2430627,2.5428681,20241024
110.17898,317.20321,88.44395,7.16031,0.0639336,0.26116716,2.4239501,20240504
109.13992,44.90052,316.29035,13.25365,0.181816,0.2325422,2.6189962,20240527
103.72275,309.7135,61.17315,0.57424,0.1849964,0.17514432,3.1637732,20241030
354.80119,132.82142,23.51963,11.59114,0.1984243,0.17643811,3.148288,20240623
321.16298,18.13838,120.76564,4.27251,0.012028,0.25885555,2.4383595,20240501
257.32542,194.90665,213.76836,24.58543,0.2784472,0.27531968,2.3401546,20240912
127.58823,220.33749,132.06447,2.77074,0.0781766,0.19833364,2.9120923,20241111
285.54525,267.7327,347.93729,10.7227,0.2398795,0.26532746,2.3985453,20240701
251.26236,108.21137,190.26747,5.35478,0.2138372,0.26694892,2.3888228,20240607
87.56783,294.39052,31.77683,5.88468,0.1238481,0.28099098,2.3085598,20241111
218.1734,89.02627,124.79047,2.2115,0.1130352,0.16887827,3.241556,20241110
218.03275,140.87467,168.71948,1.68594,0.2318153,0.29236869,2.2482718,20240508
44.14768,102.18313,189.38793,10.04629,0.0839812,0.19019902,2.9945428,20241109
355.54408,250.90789,46.90669,3.74694,0.1918414,0.29807878,2.2194669,20241027
181.91445,208.38055,323.27701,5.4696,0.1205288,0.28067876,2.3102715,20241107
107.30202,326.46805,113.41782,4.96769,0.0639499,0.27083607,2.3659109,20240711
271.62015,53.73977,243.98042,12.07956,0.1714961,0.2382973,2.5766572,20240711
173.04509,26.96376,352.10185,4.37611,0.1384692,0.27041342,2.3683755,20240705
133.49687,68.14719,22.78197,26.6251,0.5633299,0.23727754,2.5840344,20230202
353.0556,228.0824,177.83836,7.714,0.0232987,0.20041837,2.8918629,20241111
356.51122,143.10498,33.98146,3.08588,0.093986,0.29339138,2.2430441,20240708
261.68164,64.93463,145.35158,30.25091,0.3174068,0.22903797,2.6456419,20241110
160.86817,198.17554,139.90857,9.44335,0.1608939,0.17238402,3.197457,20241110
119.95875,89.53196,100.59081,1.90423,0.1296815,0.17614916,3.15173,20241004
57.33945,90.90452,256.93408,4.71916,0.0586753,0.22045919,2.713838,20241111
190.24038,334.64774,348.83019,5.35655,0.1026549,0.18693817,3.0292659,20240503
204.83493,321.86177,44.41962,11.10827,0.0895054,0.18444685,3.0564823,20240712
338.55144,10.5936,88.43197,2.25511,0.0927254,0.30886892,2.1674707,20241111
166.60236,211.89114,136.89172,2.1796,0.1700582,0.17791443,3.1308477,20240529
138.23018,182.86377,212.33907,2.26798,0.0717708,0.27092003,2.365422,20240708
252.0397,120.76954,350.47698,7.75411,0.1179532,0.27647227,2.3336461,20241106
197.7297,175.91659,328.92454,2.01228,0.0657838,0.27583771,2.3372237,20241021
91.11766,163.53984,208.28371,1.17847,0.1726854,0.31192975,2.1532685,20240113
119.30094,224.30892,356.19152,9.00663,0.1057468,0.21522244,2.757683,20241109
230.82275,82.52619,203.78214,12.67308,0.1563541,0.23790568,2.579484,20241102
126.08893,295.16572,231.68131,0.41,0.2160603,0.18445522,3.0563899,20241027
68.24424,1.55708,302.39088,6.90413,0.3170717,0.22523284,2.675356,20241111
38.4531,1.1518,95.96781,16.24277,0.1935751,0.22697425,2.6616543,20241109
126.68948,214.08109,149.90101,4.80446,0.1797091,0.29450343,2.237394,20240614
313.3438,106.72223,193.53143,19.26683,0.0839634,0.15751882,3.3955835,20240902
215.15828,14.70878,138.36853,14.72564,0.0792599,0.21538723,2.7562763,20241109
219.74514,52.40465,67.76517,3.30729,0.1636923,0.27200175,2.3591465,20241026
96.43652,56.39567,236.92978,2.09382,0.0663246,0.21570536,2.7535656,20241111
357.42473,76.9852,317.97267,8.84052,0.1058007,0.18742286,3.024041,20241111
11.5269,212.57257,84.7717,4.80174,0.2371272,0.27058254,2.3673885,20241111
120.31604,67.91469,326.86929,1.45798,0.2135574,0.26846286,2.3798335,20240605
283.83371,78.55052,352.35255,12.70599,0.1734816,0.1908312,2.9879257,20241107
186.45912,222.54553,222.91331,10.88175,0.1013793,0.18389258,3.0626209,20241003
109.75006,246.17088,115.32936,0.46126,0.2141257,0.26752427,2.3853966,20241110
159.08358,250.00907,78.84194,9.35553,0.1377308,0.26009164,2.4306278,20241102
95.53131,209.31566,165.69185,5.70921,0.1331358,0.25853241,2.4403909,20241110
325.25859,110.55665,330.73042,21.94124,0.3348407,0.27956604,2.3163976,20241111
50.99146,35.05368,90.35618,17.31279,0.0594665,0.16849514,3.246468,20240711
